t,mode,command,det_reason,gesture,gesture_conf,face_raw,face_auth,hand_raw,hand_auth,battery,altitude_cm,llm_reason,llm_latency_ms,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,flying,seq,t_any
1787921925.294638,gesture,ground,Perception: hand_detected -> gesture (priority),LEFT,0.7055081129074097,True,True,True,True,27.0,0.0,LLM error (ReadTimeout),4002.3408999841195,True,False,0/20,0.5807772278785706,False,2133,0.0
1787921926.2601595,gesture,ground,Perception: hand_detected -> gesture (priority),NOHAND,,True,False,True,False,27.0,0.0,The drone's battery level is low and it is not detecting the hand or face.,1790.2009999961592,True,False,0/20,0.23703378438949585,False,2156,0.027025222778320312
1787921927.0400937,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,True,False,27.0,0.0,The drone's battery level is low and it is not detecting the hand or face.,1790.2009999961592,True,False,0/20,0.2334376871585846,False,2175,0.8387806415557861
1787921927.1815896,gesture,ground,Perception: hand_detected -> gesture (priority),UP,0.7516555786132812,True,True,True,True,27.0,0.0,The drone's battery level is low and it is not detecting the hand or face.,1790.2009999961592,True,False,0/20,0.6460287570953369,False,2178,0.0
1787921928.0181825,gesture,ground,Perception: hand_detected -> gesture (priority),NOHAND,,True,True,False,False,27.0,0.0,The drone must not fly while the battery level is below 15%,1745.045800023945,True,False,0/20,0.6296005249023438,False,2198,0.0
1787921928.4294744,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone must not fly while the battery level is below 15%,1745.045800023945,True,False,0/20,0.8820902705192566,False,2208,0.0
1787921929.4415462,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone must not fly while the battery level is below 15%,1745.045800023945,True,False,0/20,0.7538331747055054,False,2232,0.0
1787921930.1960554,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone is not detecting the ground.,2203.8423999911174,True,False,0/20,0.7240877747535706,False,2250,0.0
1787921931.1971538,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone is not detecting the ground.,2203.8423999911174,True,False,0/20,0.6620080471038818,False,2274,0.0
1787921932.2041152,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone is not detecting the ground.,2203.8423999911174,True,False,0/20,0.5553148984909058,False,2298,0.0
1787921932.6050088,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone is flying at a safe altitude and within the range of battery levels without warning.,2419.777700008126,True,False,0/20,0.8821117877960205,False,2308,0.0
1787921933.6080737,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone is flying at a safe altitude and within the range of battery levels without warning.,2419.777700008126,True,False,0/20,0.8031235933303833,False,2332,0.0
1787921934.6312296,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,To avoid flying if no drone was seen for more than a minute.,2002.600000007078,True,False,0/20,0.781890332698822,False,2357,0.0
1787921935.629262,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,To avoid flying if no drone was seen for more than a minute.,2002.600000007078,True,False,0/20,0.6205559968948364,False,2381,0.0
1787921936.624868,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,To avoid flying if no drone was seen for more than a minute.,2002.600000007078,True,False,0/20,0.6586620807647705,False,2405,0.0
1787921936.8136342,face,ground,Perception: face_detected -> face,FACE,,True,True,False,False,27.0,0.0,The drone is flying and we have detected a person in the field of vision.,2197.8287999809254,True,False,0/20,0.6132476329803467,False,2409,0.0
1787921937.7925632,face,ground,Perception: face_detected -> face,HOVER,,True,False,False,False,26.0,0.0,The drone is flying and we have detected a person in the field of vision.,2197.8287999809254,False,False,0/20,-1.0,False,2434,0.1086726188659668
