t,bat,h,yaw
1770721638.818967,93.0,0.0,10.0
1770721638.8225598,93.0,0.0,10.0
1770721638.852867,93.0,0.0,10.0
1770721638.8565156,93.0,0.0,10.0
1770721638.8783228,93.0,0.0,10.0
1770721638.8817432,93.0,0.0,10.0
1770721638.9013526,93.0,0.0,10.0
1770721638.9057698,93.0,0.0,10.0
1770721638.9283302,93.0,0.0,10.0
1770721638.932998,93.0,0.0,9.0
1770721638.95245,93.0,0.0,9.0
1770721638.9565659,93.0,0.0,9.0
1770721639.0067625,93.0,0.0,9.0
1770721639.027303,93.0,0.0,9.0
1770721639.0656965,93.0,0.0,9.0
1770721639.0887172,93.0,0.0,9.0
1770721639.1354563,93.0,0.0,9.0
1770721639.155457,93.0,0.0,9.0
1770721639.193301,93.0,0.0,9.0
1770721639.2123125,93.0,0.0,9.0
1770721639.271407,93.0,0.0,8.0
1770721639.290403,93.0,0.0,8.0
1770721639.3332598,93.0,0.0,8.0
1770721639.3549223,93.0,0.0,8.0
1770721639.4059947,93.0,0.0,8.0
1770721639.4304485,93.0,0.0,8.0
1770721639.4725595,93.0,0.0,9.0
1770721639.4928265,93.0,0.0,9.0
1770721639.5410063,93.0,0.0,9.0
1770721639.5613675,93.0,0.0,8.0
1770721639.600345,93.0,0.0,8.0
1770721639.622428,93.0,0.0,8.0
1770721639.6730714,93.0,0.0,8.0
1770721639.6931975,93.0,0.0,8.0
1770721639.7325828,93.0,0.0,8.0
1770721639.7564251,93.0,0.0,8.0
1770721639.8058581,93.0,0.0,8.0
1770721639.8265991,93.0,0.0,8.0
1770721639.8697278,93.0,0.0,8.0
1770721639.8910518,93.0,0.0,8.0
1770721639.9414835,93.0,0.0,8.0
1770721639.9621854,93.0,0.0,8.0
1770721640.0032437,93.0,0.0,8.0
1770721640.0243378,93.0,0.0,8.0
1770721640.0747733,93.0,0.0,8.0
1770721640.0952551,93.0,0.0,8.0
1770721640.1368272,93.0,0.0,8.0
1770721640.1582286,93.0,0.0,7.0
1770721640.2082005,93.0,0.0,7.0
1770721640.2284164,93.0,0.0,7.0
1770721640.27047,93.0,0.0,7.0
1770721640.2907646,93.0,0.0,7.0
1770721640.3427932,93.0,0.0,7.0
1770721640.3633592,93.0,0.0,6.0
1770721640.4068012,93.0,0.0,6.0
1770721640.4273558,93.0,0.0,6.0
1770721640.4790506,93.0,0.0,6.0
1770721640.507121,93.0,0.0,6.0
1770721640.5443,93.0,0.0,8.0
1770721640.5663776,93.0,0.0,8.0
1770721640.6221213,93.0,0.0,10.0
1770721640.6446838,93.0,0.0,10.0
1770721640.6874037,93.0,0.0,10.0
1770721640.7103643,93.0,0.0,10.0
1770721640.7701974,93.0,0.0,12.0
1770721640.7976,93.0,0.0,12.0
1770721640.8523111,93.0,0.0,16.0
1770721640.8796427,93.0,0.0,16.0
1770721640.9410949,93.0,0.0,17.0
1770721640.9698155,93.0,0.0,17.0
1770721641.020981,93.0,0.0,17.0
1770721641.0468225,93.0,0.0,15.0
1770721641.1081462,93.0,0.0,15.0
1770721641.14019,93.0,0.0,17.0
1770721641.1918614,93.0,0.0,17.0
1770721641.2202163,93.0,0.0,17.0
1770721641.2798817,93.0,0.0,21.0
1770721641.308386,93.0,0.0,21.0
1770721641.3578255,93.0,0.0,17.0
1770721641.386291,93.0,0.0,17.0
1770721641.4477592,93.0,0.0,14.0
1770721641.4761748,93.0,0.0,14.0
1770721641.5290313,93.0,0.0,14.0
1770721641.5342047,93.0,0.0,14.0
1770721641.569223,93.0,0.0,14.0
1770721641.5753653,93.0,0.0,14.0
1770721641.604836,93.0,0.0,14.0
1770721641.6084957,93.0,0.0,14.0
1770721641.6470683,93.0,0.0,14.0
1770721641.6523738,93.0,0.0,14.0
1770721641.6797428,93.0,0.0,14.0
1770721641.6847143,93.0,0.0,14.0
1770721641.7203097,93.0,0.0,14.0
1770721641.7245007,93.0,0.0,14.0
1770721641.7539067,93.0,0.0,14.0
1770721641.757635,93.0,0.0,14.0
1770721641.7926545,93.0,0.0,14.0
1770721641.7963061,93.0,0.0,14.0
1770721641.8237958,93.0,0.0,14.0
1770721641.827408,93.0,0.0,14.0
1770721641.8676386,93.0,0.0,13.0
1770721641.8718605,93.0,0.0,13.0
1770721641.8980746,93.0,0.0,13.0
1770721641.905005,93.0,0.0,13.0
1770721641.942745,93.0,0.0,13.0
1770721641.9465752,93.0,0.0,12.0
1770721641.9751883,93.0,0.0,12.0
1770721641.9797568,93.0,0.0,12.0
1770721642.0196118,93.0,0.0,12.0
1770721642.0237756,93.0,0.0,12.0
1770721642.0540695,93.0,0.0,11.0
1770721642.0579727,93.0,0.0,11.0
1770721642.0962481,93.0,0.0,11.0
1770721642.1015885,93.0,0.0,11.0
1770721642.134385,93.0,0.0,11.0
1770721642.1382954,93.0,0.0,11.0
1770721642.1769588,93.0,0.0,9.0
1770721642.1808584,93.0,0.0,9.0
1770721642.2065392,93.0,0.0,9.0
1770721642.2106693,93.0,0.0,9.0
1770721642.2477834,93.0,0.0,9.0
1770721642.252791,93.0,0.0,9.0
1770721642.2781084,93.0,0.0,9.0
1770721642.2819998,93.0,0.0,9.0
1770721642.3166215,93.0,0.0,9.0
1770721642.3216076,93.0,0.0,9.0
1770721642.3467467,93.0,0.0,9.0
1770721642.3520525,93.0,0.0,9.0
1770721642.3847997,93.0,0.0,9.0
1770721642.3900518,93.0,0.0,9.0
1770721642.419515,93.0,0.0,9.0
1770721642.4233596,93.0,0.0,9.0
1770721642.4585435,93.0,0.0,9.0
1770721642.4622724,93.0,0.0,9.0
1770721642.4952376,93.0,0.0,9.0
1770721642.5030873,93.0,0.0,9.0
1770721642.5462224,93.0,0.0,9.0
1770721642.5527463,93.0,0.0,9.0
1770721642.5830274,93.0,0.0,9.0
1770721642.5878875,93.0,0.0,9.0
1770721642.6173775,93.0,0.0,9.0
1770721642.6222262,93.0,0.0,9.0
1770721642.6479454,93.0,0.0,9.0
1770721642.6528695,93.0,0.0,9.0
1770721642.6856308,93.0,0.0,9.0
1770721642.692546,93.0,0.0,9.0
1770721642.724275,93.0,0.0,9.0
1770721642.7285366,93.0,0.0,9.0
1770721642.7623432,93.0,0.0,8.0
1770721642.7707336,93.0,0.0,8.0
1770721642.802435,93.0,0.0,8.0
1770721642.8073943,93.0,0.0,8.0
1770721642.8428822,93.0,0.0,8.0
1770721642.8479972,93.0,0.0,8.0
1770721642.877384,93.0,0.0,8.0
1770721642.8829954,93.0,0.0,8.0
1770721642.9153905,93.0,0.0,8.0
1770721642.92032,93.0,0.0,8.0
1770721642.948474,93.0,0.0,8.0
1770721642.9542782,93.0,0.0,8.0
1770721642.9869843,93.0,0.0,8.0
1770721642.9913735,93.0,0.0,8.0
1770721643.022402,93.0,0.0,8.0
1770721643.0264664,93.0,0.0,8.0
1770721643.060187,93.0,0.0,8.0
1770721643.0645795,93.0,0.0,8.0
1770721643.0957596,93.0,0.0,8.0
1770721643.101735,93.0,0.0,8.0
1770721643.1389172,93.0,0.0,8.0
1770721643.1432273,93.0,0.0,8.0
1770721643.1733143,93.0,0.0,8.0
1770721643.177507,93.0,0.0,8.0
1770721643.2110229,93.0,0.0,8.0
1770721643.215494,93.0,0.0,8.0
1770721643.243653,93.0,0.0,8.0
1770721643.2480564,93.0,0.0,8.0
1770721643.2797222,93.0,0.0,8.0
1770721643.2845812,93.0,0.0,8.0
1770721643.3285108,93.0,0.0,8.0
1770721643.3436694,93.0,0.0,8.0
1770721643.3834522,93.0,0.0,8.0
1770721643.3887815,93.0,0.0,8.0
1770721643.4174263,93.0,0.0,8.0
1770721643.4226112,93.0,0.0,8.0
1770721643.4574733,93.0,0.0,8.0
1770721643.462706,93.0,0.0,8.0
1770721643.4976807,93.0,0.0,8.0
1770721643.5028782,93.0,0.0,8.0
1770721643.5332968,93.0,0.0,8.0
1770721643.538688,93.0,0.0,8.0
1770721643.569606,93.0,0.0,8.0
1770721643.574347,93.0,0.0,8.0
1770721643.6043403,93.0,0.0,8.0
1770721643.6113188,93.0,0.0,8.0
1770721643.6380773,93.0,0.0,9.0
1770721643.6437583,93.0,0.0,9.0
1770721643.6750572,93.0,0.0,9.0
1770721643.6801713,93.0,0.0,9.0
1770721643.706507,93.0,0.0,9.0
1770721643.7114792,93.0,0.0,9.0
1770721643.7429893,93.0,0.0,9.0
1770721643.7474053,93.0,0.0,9.0
1770721643.771198,93.0,0.0,9.0
1770721643.775135,93.0,0.0,9.0
1770721643.8056831,93.0,0.0,9.0
1770721643.8094375,93.0,0.0,9.0
1770721643.8359551,93.0,0.0,9.0
1770721643.839744,93.0,0.0,9.0
1770721643.8694718,93.0,0.0,9.0
1770721643.8734233,93.0,0.0,9.0
1770721643.9017417,93.0,0.0,7.0
1770721643.9058673,93.0,0.0,7.0
1770721643.9349475,93.0,0.0,6.0
1770721643.9395342,93.0,0.0,6.0
1770721643.9651158,93.0,0.0,6.0
1770721643.9707994,93.0,0.0,6.0
1770721643.9973607,93.0,0.0,6.0
1770721644.0028236,93.0,0.0,6.0
1770721644.031351,93.0,0.0,6.0
1770721644.0367053,93.0,0.0,4.0
1770721644.0644288,93.0,0.0,4.0
1770721644.0702686,93.0,0.0,4.0
1770721644.096361,93.0,0.0,4.0
1770721644.1014059,93.0,0.0,4.0
1770721644.1301284,93.0,0.0,4.0
1770721644.135344,93.0,0.0,4.0
1770721644.1634336,93.0,0.0,1.0
1770721644.1685526,93.0,0.0,1.0
1770721644.1974592,93.0,0.0,1.0
1770721644.2030404,93.0,0.0,1.0
1770721644.2335734,93.0,0.0,1.0
1770721644.2377796,93.0,0.0,1.0
1770721644.269517,93.0,0.0,0.0
1770721644.2732754,93.0,0.0,0.0
1770721644.2999794,93.0,0.0,0.0
1770721644.3044393,93.0,0.0,0.0
1770721644.331951,93.0,0.0,0.0
1770721644.3368611,93.0,0.0,0.0
1770721644.3635375,93.0,0.0,0.0
1770721644.3694263,93.0,0.0,0.0
1770721644.402714,93.0,0.0,0.0
1770721644.4079542,93.0,0.0,0.0
1770721644.432132,93.0,0.0,0.0
1770721644.4364119,93.0,0.0,0.0
1770721644.4782403,93.0,0.0,0.0
1770721644.4816833,93.0,0.0,0.0
1770721644.5071502,93.0,0.0,0.0
1770721644.5109446,93.0,0.0,0.0
1770721644.5501077,93.0,0.0,0.0
1770721644.5546405,93.0,0.0,0.0
1770721644.5802073,93.0,0.0,0.0
1770721644.5860126,93.0,0.0,0.0
1770721644.6265817,93.0,0.0,0.0
1770721644.6306248,93.0,0.0,0.0
1770721644.67931,93.0,0.0,0.0
1770721644.6854448,93.0,0.0,0.0
1770721644.7282553,93.0,0.0,0.0
1770721644.7323666,93.0,0.0,0.0
1770721644.780382,93.0,0.0,0.0
1770721644.785794,93.0,0.0,0.0
1770721644.8377528,93.0,0.0,0.0
1770721644.8416977,93.0,0.0,0.0
1770721644.887704,93.0,0.0,0.0
1770721644.89287,93.0,0.0,0.0
1770721644.9520633,93.0,0.0,0.0
1770721644.9559834,93.0,0.0,0.0
1770721644.9975605,93.0,0.0,0.0
1770721645.0029657,93.0,0.0,0.0
1770721645.0571787,93.0,0.0,0.0
1770721645.0611873,93.0,0.0,0.0
1770721645.0894134,93.0,0.0,0.0
1770721645.0926278,93.0,0.0,0.0
1770721645.1305497,93.0,0.0,0.0
1770721645.136014,93.0,0.0,0.0
1770721645.1673121,93.0,0.0,0.0
1770721645.1719234,93.0,0.0,0.0
1770721645.2147164,93.0,0.0,0.0
1770721645.2240295,93.0,0.0,0.0
1770721645.2588394,93.0,0.0,0.0
1770721645.2625992,93.0,0.0,0.0
1770721645.304207,93.0,0.0,0.0
1770721645.3080149,93.0,0.0,0.0
1770721645.3338494,93.0,0.0,0.0
1770721645.3392022,93.0,0.0,0.0
1770721645.379366,93.0,0.0,0.0
1770721645.3850777,93.0,0.0,0.0
1770721645.4106214,93.0,0.0,0.0
1770721645.4163842,93.0,0.0,0.0
1770721645.454805,93.0,0.0,0.0
1770721645.4596717,93.0,0.0,0.0
1770721645.4891224,93.0,0.0,0.0
1770721645.4938784,93.0,0.0,0.0
1770721645.5343616,93.0,0.0,0.0
1770721645.5425954,93.0,0.0,0.0
1770721645.5720532,93.0,0.0,0.0
1770721645.5762987,93.0,0.0,0.0
1770721645.6204457,93.0,0.0,0.0
1770721645.6249354,93.0,0.0,0.0
1770721645.6552143,93.0,0.0,0.0
1770721645.6591692,93.0,0.0,0.0
1770721645.698931,93.0,0.0,0.0
1770721645.7069762,93.0,0.0,0.0
1770721645.7388673,93.0,0.0,0.0
1770721645.7442696,93.0,0.0,0.0
1770721645.783835,93.0,0.0,0.0
1770721645.788913,93.0,0.0,0.0
1770721645.8186166,93.0,0.0,0.0
1770721645.824138,93.0,0.0,0.0
1770721645.8634517,93.0,0.0,0.0
1770721645.871788,93.0,0.0,-1.0
1770721645.9032066,93.0,0.0,-1.0
1770721645.9074402,93.0,0.0,-1.0
1770721645.9475145,93.0,0.0,-1.0
1770721645.9538329,93.0,0.0,-1.0
1770721645.979586,93.0,0.0,-1.0
1770721645.9857242,93.0,0.0,-1.0
1770721646.0264888,93.0,0.0,-1.0
1770721646.0307145,93.0,0.0,-1.0
1770721646.061964,93.0,0.0,-1.0
1770721646.067247,93.0,0.0,-1.0
1770721646.1043777,93.0,0.0,-1.0
1770721646.109438,93.0,0.0,-1.0
1770721646.1395245,93.0,0.0,-1.0
1770721646.1437187,93.0,0.0,-1.0
1770721646.1817284,93.0,0.0,-1.0
1770721646.190769,93.0,0.0,-1.0
1770721646.218238,93.0,0.0,-1.0
1770721646.2245378,93.0,0.0,-1.0
1770721646.2690892,93.0,0.0,-1.0
1770721646.2751236,93.0,0.0,-1.0
1770721646.3016367,93.0,0.0,0.0
1770721646.3063774,93.0,0.0,0.0
1770721646.347386,93.0,0.0,0.0
1770721646.3545914,93.0,0.0,0.0
1770721646.3785362,93.0,0.0,0.0
1770721646.3820581,93.0,0.0,0.0
1770721646.4216444,93.0,0.0,0.0
1770721646.4256926,93.0,0.0,0.0
1770721646.4573913,93.0,0.0,0.0
1770721646.4616733,93.0,0.0,0.0
1770721646.5023913,93.0,0.0,0.0
1770721646.5076642,93.0,0.0,0.0
1770721646.5380034,93.0,0.0,0.0
1770721646.5421612,93.0,0.0,0.0
1770721646.5809684,93.0,0.0,0.0
1770721646.5899136,93.0,0.0,0.0
1770721646.6205287,93.0,0.0,0.0
1770721646.6243632,93.0,0.0,0.0
1770721646.670347,93.0,0.0,0.0
1770721646.6758244,93.0,0.0,0.0
1770721646.704517,93.0,0.0,0.0
1770721646.7088494,93.0,0.0,0.0
1770721646.7479358,93.0,0.0,0.0
1770721646.7546968,93.0,0.0,0.0
1770721646.7803342,93.0,0.0,0.0
1770721646.7881021,93.0,0.0,0.0
1770721646.8309522,93.0,0.0,0.0
1770721646.836479,93.0,0.0,0.0
1770721646.8642704,93.0,0.0,0.0
1770721646.8706777,93.0,0.0,0.0
1770721646.9124582,93.0,0.0,0.0
1770721646.919407,93.0,0.0,0.0
1770721646.9472568,93.0,0.0,0.0
1770721646.9546719,93.0,0.0,0.0
1770721646.9968963,93.0,0.0,0.0
1770721647.002748,93.0,0.0,0.0
1770721647.0315676,93.0,0.0,0.0
1770721647.0397553,93.0,0.0,0.0
1770721647.0859046,93.0,0.0,0.0
1770721647.0902228,93.0,0.0,0.0
1770721647.1208577,93.0,0.0,0.0
1770721647.1252933,93.0,0.0,0.0
1770721647.1647975,92.0,0.0,0.0
1770721647.1705165,92.0,0.0,0.0
1770721647.2033162,92.0,0.0,0.0
1770721647.2084813,92.0,0.0,0.0
1770721647.2468946,92.0,0.0,0.0
1770721647.2544215,92.0,0.0,0.0
1770721647.2813537,92.0,0.0,0.0
1770721647.2881548,92.0,0.0,0.0
1770721647.327306,92.0,0.0,0.0
1770721647.331205,92.0,0.0,0.0
1770721647.3572023,92.0,0.0,-1.0
1770721647.3611047,92.0,0.0,-1.0
1770721647.4004087,92.0,0.0,-1.0
1770721647.4053605,92.0,0.0,-1.0
1770721647.4340641,92.0,0.0,-1.0
1770721647.4412065,92.0,0.0,-1.0
1770721647.479014,92.0,0.0,-1.0
1770721647.4855528,92.0,0.0,-1.0
1770721647.5162554,92.0,0.0,-1.0
1770721647.5211546,92.0,0.0,-1.0
1770721647.5589082,92.0,0.0,-1.0
1770721647.562957,92.0,0.0,-1.0
1770721647.592955,92.0,0.0,-1.0
1770721647.597111,92.0,0.0,-1.0
1770721647.6387482,92.0,0.0,-1.0
1770721647.643724,92.0,0.0,-1.0
1770721647.6717892,92.0,0.0,-1.0
1770721647.675864,92.0,0.0,-1.0
1770721647.7173986,92.0,0.0,-1.0
1770721647.7219784,92.0,0.0,-1.0
1770721647.7501066,92.0,0.0,-1.0
1770721647.755842,92.0,0.0,-1.0
1770721647.7982106,92.0,0.0,-1.0
1770721647.805315,92.0,0.0,-1.0
1770721647.8333638,92.0,0.0,-1.0
1770721647.8380594,92.0,0.0,-1.0
1770721647.8791928,92.0,0.0,-1.0
1770721647.8847077,92.0,0.0,-1.0
1770721647.9137318,92.0,0.0,-1.0
1770721647.9198632,92.0,0.0,-1.0
1770721647.9583528,92.0,0.0,-1.0
1770721647.962708,92.0,0.0,-2.0
1770721647.9909885,92.0,0.0,-2.0
1770721647.9942994,92.0,0.0,-2.0
1770721648.0322351,92.0,0.0,-2.0
1770721648.0397072,92.0,0.0,-2.0
1770721648.0696652,92.0,0.0,-2.0
1770721648.0736065,92.0,0.0,-2.0
1770721648.1142612,92.0,0.0,-2.0
1770721648.1201296,92.0,0.0,-2.0
1770721648.1475399,92.0,0.0,-2.0
1770721648.1523676,92.0,0.0,-2.0
1770721648.191575,92.0,0.0,-2.0
1770721648.1969492,92.0,0.0,-2.0
1770721648.228225,92.0,0.0,-2.0
1770721648.2359056,92.0,0.0,-2.0
1770721648.2747555,92.0,0.0,-2.0
1770721648.279208,92.0,0.0,-2.0
1770721648.3097515,92.0,0.0,-2.0
1770721648.3142285,92.0,0.0,-2.0
1770721648.3506975,92.0,0.0,-2.0
1770721648.3549297,92.0,0.0,-2.0
1770721648.3845344,92.0,0.0,-2.0
1770721648.3888958,92.0,0.0,-2.0
1770721648.4272275,92.0,0.0,-2.0
1770721648.4310544,92.0,0.0,-2.0
1770721648.4609697,92.0,0.0,-2.0
1770721648.4653256,92.0,0.0,-2.0
1770721648.5047772,92.0,0.0,-2.0
1770721648.5097067,92.0,0.0,-2.0
1770721648.538402,92.0,0.0,-2.0
1770721648.54157,92.0,0.0,-2.0
1770721648.5793872,92.0,0.0,-2.0
1770721648.5850303,92.0,0.0,-2.0
1770721648.6115108,92.0,0.0,-2.0
1770721648.616008,92.0,0.0,-2.0
1770721648.6547694,92.0,0.0,-2.0
1770721648.658164,92.0,0.0,-2.0
1770721648.6844773,92.0,0.0,-2.0
1770721648.6884968,92.0,0.0,-2.0
1770721648.7312546,92.0,0.0,-2.0
1770721648.7375832,92.0,0.0,-2.0
1770721648.764871,92.0,0.0,-2.0
1770721648.771537,92.0,0.0,-2.0
1770721648.8129575,92.0,0.0,-2.0
1770721648.8181744,92.0,0.0,-2.0
1770721648.8473318,92.0,0.0,-2.0
1770721648.852819,92.0,0.0,-2.0
1770721648.8914464,92.0,0.0,-2.0
1770721648.8954632,92.0,0.0,-2.0
1770721648.9264662,92.0,0.0,-2.0
1770721648.9306457,92.0,0.0,-2.0
1770721648.975981,92.0,0.0,-2.0
1770721648.9836311,92.0,0.0,-2.0
1770721649.011855,92.0,0.0,-2.0
1770721649.0158303,92.0,0.0,-2.0
1770721649.0571256,92.0,0.0,-2.0
1770721649.0613263,92.0,0.0,-2.0
1770721649.09201,92.0,0.0,-2.0
1770721649.0962682,92.0,0.0,-2.0
1770721649.13908,92.0,0.0,-2.0
1770721649.1431708,92.0,0.0,-2.0
1770721649.174875,92.0,0.0,-2.0
1770721649.1796935,92.0,0.0,-2.0
1770721649.218096,92.0,0.0,-2.0
1770721649.2230866,92.0,0.0,-2.0
1770721649.2527812,92.0,0.0,-2.0
1770721649.2572339,92.0,0.0,-2.0
1770721649.292636,92.0,0.0,-2.0
1770721649.2966418,92.0,0.0,-2.0
1770721649.3270714,92.0,0.0,-2.0
1770721649.331076,92.0,0.0,-2.0
1770721649.3681512,92.0,0.0,-2.0
1770721649.3746579,92.0,0.0,-2.0
1770721649.4040747,92.0,0.0,-2.0
1770721649.408163,92.0,0.0,-2.0
1770721649.4484336,92.0,0.0,-2.0
1770721649.4532514,92.0,0.0,-2.0
1770721649.4783354,92.0,0.0,-2.0
1770721649.482242,92.0,0.0,-2.0
1770721649.5215015,92.0,0.0,-2.0
1770721649.5261881,92.0,0.0,-2.0
1770721649.5537395,92.0,0.0,-2.0
1770721649.5577953,92.0,0.0,-2.0
1770721649.597638,92.0,0.0,-3.0
1770721649.6031775,92.0,0.0,-3.0
1770721649.6290514,92.0,0.0,-3.0
1770721649.6356423,92.0,0.0,-3.0
1770721649.6768541,92.0,0.0,-3.0
1770721649.6823714,92.0,0.0,-3.0
1770721649.715925,92.0,0.0,-3.0
1770721649.7213159,92.0,0.0,-3.0
1770721649.7630205,92.0,0.0,-3.0
1770721649.7692487,92.0,0.0,-3.0
1770721649.797818,92.0,0.0,-3.0
1770721649.8038485,92.0,0.0,-3.0
1770721649.844962,92.0,0.0,-3.0
1770721649.8496459,92.0,0.0,-3.0
1770721649.877119,92.0,0.0,-3.0
1770721649.8819845,92.0,0.0,-3.0
1770721649.9226701,92.0,0.0,-3.0
1770721649.928217,92.0,0.0,-3.0
1770721649.957745,92.0,0.0,-3.0
1770721649.9617536,92.0,0.0,-3.0
1770721650.0046973,92.0,0.0,-3.0
1770721650.0096536,92.0,0.0,-3.0
1770721650.0388577,92.0,0.0,-3.0
1770721650.0454504,92.0,0.0,-3.0
1770721650.0884979,92.0,0.0,-3.0
1770721650.0941896,92.0,0.0,-3.0
1770721650.1234355,92.0,0.0,-3.0
1770721650.1274455,92.0,0.0,-3.0
1770721650.1674159,92.0,0.0,-3.0
1770721650.1730788,92.0,0.0,-3.0
1770721650.2063344,92.0,0.0,-2.0
1770721650.2102585,92.0,0.0,-2.0
1770721650.2546039,92.0,0.0,-2.0
1770721650.2600586,92.0,0.0,-2.0
1770721650.291593,92.0,0.0,-2.0
1770721650.2957447,92.0,0.0,-2.0
1770721650.3388705,92.0,0.0,-1.0
1770721650.3429158,92.0,0.0,-1.0
1770721650.3709533,92.0,0.0,-1.0
1770721650.3777041,92.0,0.0,-1.0
1770721650.4197202,92.0,0.0,-1.0
1770721650.4238143,92.0,0.0,-1.0
1770721650.453421,92.0,0.0,-1.0
1770721650.4582553,92.0,0.0,-1.0
1770721650.4975593,92.0,0.0,-1.0
1770721650.5042443,92.0,0.0,-1.0
1770721650.5324013,92.0,0.0,-1.0
1770721650.538294,92.0,0.0,-1.0
1770721650.5794017,92.0,0.0,0.0
1770721650.586563,92.0,0.0,0.0
1770721650.6133375,92.0,0.0,0.0
1770721650.6197867,92.0,0.0,0.0
1770721650.6590602,92.0,0.0,0.0
1770721650.6628785,92.0,0.0,0.0
1770721650.6909437,92.0,0.0,2.0
1770721650.6946476,92.0,0.0,2.0
1770721650.7344337,92.0,0.0,2.0
1770721650.7395947,92.0,0.0,2.0
1770721650.770987,92.0,0.0,2.0
1770721650.7769856,92.0,0.0,2.0
1770721650.8169703,92.0,0.0,2.0
