t,mode_before,mode_after,gesture,gesture_conf,face_detected,time_since_face_s,hand_detected,time_since_hand_s,key,battery,altitude_cm,reason,command,det_reason,face_auth,face_raw,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,hand_auth,hand_raw,llm_reason,mode,t_any
1770825673.413038,,,,,,,,,,75.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is on the ground without any detected obstacles,hover,24.02397608757019
1770825674.448412,,,,,,,,,,75.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,The drone is on the ground without any detected obstacles,hover,25.02447748184204
1770825675.2162263,,,,,,,,,,75.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,"To hover and check the drone's battery level, the command is to hover.",hover,25.797707319259644
1770825676.223423,,,,,,,,,,75.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,"To hover and check the drone's battery level, the command is to hover.",hover,26.8064603805542
1770825677.2320964,,,,,,,,,,75.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,"To hover and check the drone's battery level, the command is to hover.",hover,27.814563512802124
1770825677.3900557,,,,,,,,,,75.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Ensure drone is at ground level and within the hover range to avoid battery warning,hover,27.972509384155273
1770825678.3748205,,,,,,,,,,75.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Ensure drone is at ground level and within the hover range to avoid battery warning,hover,28.985758543014526
1770825678.4101079,,,,,,,,,,75.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Ensure drone is at ground level and within the hover range to avoid battery warning,search_360,28.995697259902954
1770825678.7478223,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,"The drone is on hover, no battery warnings needed",search_360,29.329649209976196
1770825679.7542856,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,"The drone is on hover, no battery warnings needed",search_360,30.343281984329224
1770825680.4844701,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 29.0s -> search_360,search_360,31.0700261592865
1770825681.4878743,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 29.0s -> search_360,search_360,32.077507734298706
1770825681.9777014,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,Grounding the drone,search_360,32.5885705947876
1770825682.983822,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Grounding the drone,search_360,33.594677686691284
1770825683.578607,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 29.0s -> search_360,search_360,34.167813777923584
1770825684.5892527,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 29.0s -> search_360,search_360,35.200190782547
1770825685.259212,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,The drone has successfully searched for its way out and is now flying without obstacles.,search_360,35.84813642501831
1770825686.2707162,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,The drone has successfully searched for its way out and is now flying without obstacles.,search_360,36.881654262542725
1770825687.288872,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,The drone has successfully searched for its way out and is now flying without obstacles.,search_360,37.89981007575989
1770825688.3104959,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,The drone has successfully searched for its way out and is now flying without obstacles.,search_360,38.92143392562866
1770825689.2909875,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,LLM error (ReadTimeout),search_360,39.87656044960022
1770825690.281117,,,,,,,,,,74.0,0.0,,ground,Autonomy: no human for 29.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,LLM error (ReadTimeout),search_360,40.89205503463745
1770825690.4417114,,,,,,,,,,74.0,0.0,,ground,Autonomy: search done (12s) -> hover,False,True,False,False,0/20,-1.0,False,False,LLM error (ReadTimeout),hover,41.03043246269226
1770825690.9603493,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 29.0s -> search_360,hover,41.54196643829346
1770825691.9376981,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 29.0s -> search_360,hover,42.54763889312744
1770825692.294573,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is grounded and the battery level is 73%.,hover,42.882239818573
1770825693.277221,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,The drone is grounded and the battery level is 73%.,hover,43.88815903663635
1770825693.34053,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Ensure drone is on ground and within battery range,hover,43.951467990875244
1770825694.3454912,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Ensure drone is on ground and within battery range,hover,44.95642924308777
1770825694.4302504,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is currently hovering at the specified altitude.,hover,45.01834034919739
1770825695.4119198,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is currently hovering at the specified altitude.,hover,46.022857904434204
1770825695.9276967,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is hovering in the ground position with a battery of 73%,hover,46.51594400405884
1770825696.935952,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is hovering in the ground position with a battery of 73%,hover,47.54689002037048
1770825697.352918,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,The drone is within the safe hover zone and no battery warning is issued,hover,47.937856912612915
1770825698.2320962,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,hover to avoid ground collision,hover,48.81951951980591
1770825699.2316585,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,hover to avoid ground collision,hover,49.84259653091431
1770825699.2634807,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,False,Ensure drone stays within safe altitude and fly time,hover,49.84961485862732
1770825700.265821,,,,,,,,,,73.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,Ensure drone stays within safe altitude and fly time,hover,50.87576222419739
1770825700.4738684,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,Ensure drone stays within safe altitude and fly time,search_360,51.04703092575073
1770825700.9464686,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,The drone is currently at ground level without any visible obstacles or the need for an altitude increase.,search_360,51.55740666389465
1770825701.9668944,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,The drone is currently at ground level without any visible obstacles or the need for an altitude increase.,search_360,52.57683491706848
1770825702.808449,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,The drone is currently within a safe distance of the ground without showing signs of an eye contact or movement.,search_360,53.397565841674805
1770825703.8001206,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,The drone is currently within a safe distance of the ground without showing signs of an eye contact or movement.,search_360,54.4110586643219
1770825704.0643764,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,Autonomy: no human for 51.0s,search_360,54.67526578903198
1770825705.0682182,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomy: no human for 51.0s,search_360,55.67915630340576
1770825705.46282,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,True,Autonomous drone action: search_360 to locate and survey the area,search_360,56.07276153564453
1770825706.489245,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,Autonomous drone action: search_360 to locate and survey the area,search_360,57.07699203491211
1770825707.1210911,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,Autonomy: no human for 51.0s -> search_360,search_360,57.73202919960022
1770825708.1467268,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,True,Autonomy: no human for 51.0s -> search_360,search_360,58.74132466316223
1770825708.937195,,,,,,,,,,73.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,True,The drone has no human interaction in the last 51 seconds and is flying without a pilot.,search_360,59.547910928726196
1770825709.9380393,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,False,False,False,0/20,-1.0,False,False,The drone has no human interaction in the last 51 seconds and is flying without a pilot.,search_360,60.54897737503052
1770825710.9403644,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,The drone has no human interaction in the last 51 seconds and is flying without a pilot.,search_360,61.551302433013916
1770825711.2598834,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,The drone is in the air and has been searching for the last 51 seconds. It has not detected any humans or faces.,search_360,61.843904972076416
1770825712.2656088,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 51.0s -> search_360,False,True,False,False,0/20,-1.0,False,False,The drone is in the air and has been searching for the last 51 seconds. It has not detected any humans or faces.,search_360,62.85264277458191
1770825712.4852567,,,,,,,,,,72.0,0.0,,ground,Autonomy: search done (12s) -> hover,False,False,False,False,0/20,-1.0,False,False,The drone is in the air and has been searching for the last 51 seconds. It has not detected any humans or faces.,hover,63.067994117736816
1770825712.7933939,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,False,False,False,0/20,-1.0,False,False,The drone is in the process of searching for any potential targets or obstacles.,hover,63.376389026641846
1770825713.7908237,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,The drone is in the process of searching for any potential targets or obstacles.,hover,64.38312554359436
1770825714.1171794,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,Autonomous drone has been flying for 3 minutes without being detected.,hover,64.70781636238098
1770825715.108749,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,Autonomous drone has been flying for 3 minutes without being detected.,hover,65.71968698501587
1770825715.8246202,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,"The drone is currently hovering on the ground, without any visible objects detected in its vicinity.",hover,66.41707849502563
1770825716.8310401,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,"The drone is currently hovering on the ground, without any visible objects detected in its vicinity.",hover,67.44197821617126
1770825717.018794,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,Check the drone's battery status to avoid running out,hover,67.61019325256348
1770825717.963797,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,Autonomy: no intent -> hover,hover,68.55534529685974
1770825718.9766343,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,Autonomy: no intent -> hover,hover,69.56961941719055
1770825719.6562245,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,The drone is hovering safely in the ground without encountering any obstacles or attempting to fly.,hover,70.25013494491577
1770825720.6138127,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,False,0/20,-1.0,False,True,The drone is hovering near the ground,hover,71.22424006462097
1770825721.7305632,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,False,True,13/20,-1.0,False,True,The drone is hovering near the ground,hover,72.29362869262695
1770825722.2671256,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (priority),True,True,True,False,0/20,0.9651330709457397,True,True,The drone is hovering near the ground,gesture,0.0
1770825722.7424855,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (priority),True,True,True,False,0/20,0.9049668312072754,True,True,The drone is currently hovering at the ground level without any apparent obstacles detected,gesture,0.0
1770825723.7582874,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (priority),True,True,True,False,0/20,0.9175092577934265,False,False,The drone is currently hovering at the ground level without any apparent obstacles detected,gesture,0.0
1770825724.2917542,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.9455239772796631,False,False,The drone is currently hovering at the ground level without any apparent obstacles detected,face,0.0
1770825724.786307,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.9151538610458374,False,False,Grounding,face,0.0
1770825725.8253508,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.9529821276664734,False,False,Grounding,face,0.0
1770825726.9145505,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.888575553894043,False,False,Grounding,face,0.0
1770825727.684436,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.9287039637565613,False,False,The drone has been flying for a long time without any visual contact and is currently at its maximum altitude.,face,0.0
1770825728.7477012,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.9101779460906982,False,False,The drone has been flying for a long time without any visual contact and is currently at its maximum altitude.,face,0.0
1770825729.5544937,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8882540464401245,False,False,The drone must fly and the battery level is not low,face,0.0
1770825730.5661955,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.9033715128898621,False,False,The drone must fly and the battery level is not low,face,0.0
1770825731.6115353,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,False,True,True,False,0/20,0.4095533490180969,False,False,The drone must fly and the battery level is not low,face,0.14543771743774414
1770825732.6754408,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8148308992385864,False,False,The drone must fly and the battery level is not low,face,0.0
1770825733.5575547,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,False,True,True,False,0/20,0.5146675109863281,False,False,LLM error (ReadTimeout),face,0.6448595523834229
1770825734.6137922,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.89498370885849,False,False,LLM error (ReadTimeout),face,0.0
1770825735.6106286,,,,,,,,,,72.0,0.0,,ground,Perception: face_detected -> face,True,True,True,False,0/20,0.8099864721298218,False,False,LLM error (ReadTimeout),face,0.0
1770825736.1008024,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7033811807632446,True,True,LLM error (ReadTimeout),gesture,0.0
1770825737.1484613,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.7421802282333374,True,True,LLM error (ReadTimeout),gesture,0.0
1770825738.1655352,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),False,True,True,False,0/20,-0.0060127051547169685,False,False,LLM error (ReadTimeout),gesture,0.7884979248046875
1770825738.2283342,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,-0.0060127051547169685,False,False,LLM error (ReadTimeout),hover,0.8723833560943604
1770825739.291918,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.0012063756585121155,False,False,LLM error (ReadTimeout),hover,1.9081969261169434
1770825739.708666,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.0032816696912050247,False,False,The drone should remain at a safe altitude and avoid obstacles to continue flying normally.,hover,2.3202524185180664
1770825740.734522,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.07835008949041367,False,False,The drone should remain at a safe altitude and avoid obstacles to continue flying normally.,hover,3.3515329360961914
1770825741.5643415,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.10369594395160675,False,False,The drone is in the ground and has been hovering for some time.,hover,4.211976051330566
1770825742.4241955,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.1s -> search_360,False,True,True,False,0/20,0.08806301653385162,False,False,The drone is in the ground and has been hovering for some time.,search_360,5.072812557220459
1770825743.436208,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.1s -> search_360,False,True,True,False,0/20,0.07624904066324234,False,False,The drone is in the ground and has been hovering for some time.,search_360,6.08087944984436
1770825743.978987,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.1s -> search_360,False,True,True,False,0/20,0.05731530487537384,False,False,"Battery status: 72%, drone has not detected a human or nearby object",search_360,6.594854354858398
1770825744.9701352,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.1s -> search_360,False,True,True,False,0/20,0.019713550806045532,False,False,"Battery status: 72%, drone has not detected a human or nearby object",search_360,7.620243787765503
1770825746.0141237,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.1s -> search_360,False,True,True,False,0/20,0.05140409618616104,False,False,"Battery status: 72%, drone has not detected a human or nearby object",search_360,8.66054892539978
1770825746.1042042,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.1s -> search_360,False,True,True,False,0/20,0.05264497548341751,False,False,Autonomy: no human for 5.1s -> search_360,search_360,8.71998143196106
1770825746.8104322,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.7549455165863037,False,False,Autonomy: no human for 5.1s -> search_360,face,0.0
1770825747.837062,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8699942827224731,False,False,Autonomy: no human for 5.1s -> search_360,face,0.0
1770825748.8711975,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8724963068962097,False,False,Autonomy: no human for 5.1s -> search_360,face,0.0
1770825749.9321933,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.9060106873512268,False,False,Autonomy: no human for 5.1s -> search_360,face,0.0
1770825750.0955129,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.9041520953178406,False,False,LLM error (ReadTimeout),face,0.0
1770825751.1381536,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8880795240402222,False,False,LLM error (ReadTimeout),face,0.0
1770825751.7987032,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8612595796585083,False,False,Check the drone's battery level to avoid unnecessary power usage,face,0.0
1770825752.8976765,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.797722339630127,False,False,Check the drone's battery level to avoid unnecessary power usage,face,0.0
1770825753.9585545,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8043658137321472,False,False,Check the drone's battery level to avoid unnecessary power usage,face,0.0
1770825754.9375672,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8576458692550659,False,False,Check the drone's battery level to avoid unnecessary power usage,face,0.0
1770825755.214009,,,,,,,,,,72.0,0.0,,ground,Search: face_detected -> face (exit search),True,True,True,False,0/20,0.8529588580131531,False,False,Battery warning: The drone is within 15 cm of the ground.,face,0.0
1770825755.515995,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),True,True,True,False,0/20,0.6000176668167114,True,True,Battery warning: The drone is within 15 cm of the ground.,gesture,0.0
1770825756.5337155,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (preempts face),False,True,True,False,0/20,0.5078445672988892,False,False,Battery warning: The drone is within 15 cm of the ground.,gesture,0.14571714401245117
1770825757.5221581,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.5248450040817261,False,False,Battery warning: The drone is within 15 cm of the ground.,hover,0.1469109058380127
1770825757.5800002,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (priority),True,True,True,False,0/20,0.5874872207641602,True,True,Battery warning: The drone is within 15 cm of the ground.,gesture,0.0
1770825758.655676,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (priority),False,True,True,False,0/20,0.21475794911384583,False,False,Battery warning: The drone is within 15 cm of the ground.,gesture,1.0519728660583496
1770825759.1548715,,,,,,,,,,72.0,0.0,,ground,Perception: hand_detected -> gesture (priority),False,True,True,False,0/20,-0.018419886007905006,False,False,LLM error (ReadTimeout),gesture,1.5749835968017578
1770825759.584313,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,-0.010825792327523232,False,False,LLM error (ReadTimeout),hover,2.003314733505249
1770825760.618532,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,-0.009641660377383232,False,False,LLM error (ReadTimeout),hover,3.0405731201171875
1770825761.1911123,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,0.02533465065062046,False,False,"Perception: hand_detected, battery <= 15 -> gesture (priority)",hover,3.585660934448242
1770825762.2232444,,,,,,,,,,72.0,0.0,,ground,Autonomy: no intent -> hover,False,True,True,False,0/20,-0.003368167206645012,False,False,Battery low detected,hover,4.60696816444397
1770825762.600278,,,,,,,,,,72.0,0.0,,ground,Autonomy: no human for 5.0s -> search_360,False,True,True,False,0/20,-0.018172508105635643,False,False,Battery low detected,search_360,5.019809007644653
