t,seq,frame_age_ms,round,hold,cued_label,cued_name,phase,hand_detected,bbox_area,delta_s,svm_label,svm_name,svm_prob,svm_margin,rule_name,rule_conf,battery
1789896827.639311,528,6.08,0,3,0,CENTER,hold,1,0.09217559,-0.00361,0,CENTER,0.9831,0.9781,UP,0.9681,84.0
1789896827.7480485,530,14.53,0,3,0,CENTER,hold,1,0.09179375,-0.004143,0,CENTER,0.988,0.9845,UP,0.9674,84.0
1789896827.8095508,532,8.91,0,3,0,CENTER,hold,1,0.09138931,-0.004406,0,CENTER,0.9828,0.9776,UP,0.9667,84.0
1789896827.9031072,534,1.99,0,3,0,CENTER,hold,1,0.09113424,-0.002791,0,CENTER,0.9845,0.9798,UP,0.9665,84.0
1789896827.9804883,536,13.69,0,3,0,CENTER,hold,1,0.09101933,-0.001261,0,CENTER,0.983,0.9781,UP,0.9638,84.0
1789896828.0736983,538,6.68,0,3,0,CENTER,hold,1,0.09088044,-0.001526,0,CENTER,0.9848,0.9804,UP,0.9618,84.0
1789896828.1346505,540,2.0,0,3,0,CENTER,hold,1,0.0908436,-0.000405,0,CENTER,0.9841,0.9796,UP,0.96,84.0
1789896828.2147632,542,4.89,0,3,0,CENTER,hold,1,0.09064735,-0.00216,0,CENTER,0.9827,0.9777,UP,0.9597,84.0
1789896828.3069627,544,7.04,0,3,0,CENTER,hold,1,0.09058582,-0.000679,0,CENTER,0.981,0.9754,UP,0.9583,84.0
1789896828.414786,546,13.14,0,3,0,CENTER,hold,1,0.09061326,0.000303,0,CENTER,0.9792,0.9732,UP,0.9579,84.0
1789896828.47662,548,11.14,0,3,0,CENTER,hold,1,0.090587,-0.00029,0,CENTER,0.9806,0.9751,UP,0.9579,84.0
1789896828.5687747,550,3.61,0,3,0,CENTER,hold,1,0.09073347,0.001617,0,CENTER,0.9832,0.9785,UP,0.958,84.0
1789896830.149512,588,13.97,0,4,3,UP,hold,1,0.0939122,0.0025,0,CENTER,0.9662,0.9564,UP,0.9574,84.0
1789896830.2278943,590,15.96,0,4,3,UP,hold,1,0.09514249,0.0131,0,CENTER,0.9481,0.9335,UP,0.9587,84.0
1789896830.3186555,592,14.32,0,4,3,UP,hold,1,0.09563406,0.005167,0,CENTER,0.932,0.9127,UP,0.9585,84.0
1789896830.411628,594,9.05,0,4,3,UP,hold,1,0.09621461,0.006071,0,CENTER,0.9349,0.9166,UP,0.9598,84.0
1789896830.473076,596,1.03,0,4,3,UP,hold,1,0.09647701,0.002727,0,CENTER,0.9452,0.9294,UP,0.9594,84.0
1789896830.5789573,598,10.0,0,4,3,UP,hold,1,0.09334411,-0.032473,0,CENTER,0.9618,0.9498,UP,0.9547,84.0
1789896830.6415536,600,8.98,0,4,3,UP,hold,1,0.09044467,-0.031062,3,UP,0.4213,0.2484,UP,0.947,84.0
1789896830.7495325,602,14.39,0,4,3,UP,hold,1,0.09017104,-0.003025,2,RIGHT,0.7806,0.7088,UP,0.9466,84.0
1789896830.81154,604,10.68,0,4,3,UP,hold,1,0.09020573,0.000385,2,RIGHT,0.6059,0.4934,UP,0.9512,84.0
1789896830.9049718,606,2.99,0,4,3,UP,hold,1,0.09061497,0.004537,2,RIGHT,0.5961,0.4756,UP,0.9536,84.0
1789896830.9795182,608,6.88,0,4,3,UP,hold,1,0.0909957,0.004202,2,RIGHT,0.8182,0.7491,UP,0.9544,84.0
1789896831.0730414,610,6.78,0,4,3,UP,hold,1,0.09119911,0.002235,2,RIGHT,0.8444,0.7891,UP,0.9537,84.0
1789896831.134065,612,1.99,0,4,3,UP,hold,1,0.09106516,-0.001469,2,RIGHT,0.7452,0.6615,UP,0.9515,84.0
1789896831.2119975,614,2.04,0,4,3,UP,hold,1,0.0910324,-0.00036,2,RIGHT,0.746,0.6586,UP,0.9514,84.0
1789896831.3051121,616,5.08,0,4,3,UP,hold,1,0.09095381,-0.000863,2,RIGHT,0.7567,0.6617,UP,0.9511,84.0
1789896831.4121535,618,8.9,0,4,3,UP,hold,1,0.0909757,0.000241,2,RIGHT,0.8152,0.7551,UP,0.952,84.0
1789896831.4735193,620,2.76,0,4,3,UP,hold,1,0.09089092,-0.000932,2,RIGHT,0.703,0.5772,UP,0.9523,84.0
1789896831.582858,622,11.77,0,4,3,UP,hold,1,0.09171332,0.009048,2,RIGHT,0.5745,0.4531,UP,0.9456,84.0
1789896831.644932,624,8.56,0,4,3,UP,hold,1,0.09363131,0.020913,3,UP,0.6869,0.5737,UP,0.9511,84.0
1789896831.751432,626,13.18,0,4,3,UP,hold,1,0.09525183,0.017307,3,UP,0.9735,0.9647,UP,0.954,84.0
1789896831.813422,628,10.0,0,4,3,UP,hold,1,0.09692553,0.017571,3,UP,0.9676,0.9573,UP,0.9555,84.0
1789896831.9071307,630,1.99,0,4,3,UP,hold,1,0.09865203,0.017813,3,UP,0.7436,0.6107,UP,0.9592,84.0
1789896831.9844375,632,12.41,0,4,3,UP,hold,1,0.09888661,0.002378,0,CENTER,0.555,0.3354,UP,0.962,84.0
1789896832.0772743,634,5.57,0,4,3,UP,hold,1,0.09976467,0.008879,0,CENTER,0.7361,0.6677,UP,0.9688,84.0
1789896832.139777,636,1.0,0,4,3,UP,hold,1,0.09931822,-0.004475,0,CENTER,0.4004,0.2002,UP,0.9697,84.0
1789896832.2163012,638,5.59,0,4,3,UP,hold,1,0.08135692,-0.180846,0,CENTER,0.3313,0.1067,UP-BACK,0.9088,84.0
1789896832.3093328,640,8.36,0,4,3,UP,hold,1,0.04702286,-0.422018,2,RIGHT,0.611,0.4479,UP-BACK,0.7077,84.0
1789896832.4172344,642,6.72,0,4,3,UP,hold,0,,,,,,,,,84.0
1789896832.4784036,644,5.86,0,4,3,UP,hold,1,0.03754334,-0.201594,5,FORWARD,0.4545,0.2765,BACK,0.6724,84.0
1789896832.5705864,646,4.34,0,4,3,UP,hold,0,,,,,,,,,84.0
1789896832.6473117,648,14.22,0,4,3,UP,hold,0,,,,,,,,,84.0
1789896832.739973,650,4.56,0,4,3,UP,hold,0,,,,,,,,,84.0
1789896832.80188,652,4.19,0,4,3,UP,hold,0,,,,,,,,,84.0
1789896832.9098158,654,8.92,0,4,3,UP,hold,0,,,,,,,,,84.0
1789896832.9714231,656,1.99,0,4,3,UP,hold,0,,,,,,,,,84.0
