t,seq,frame_age_ms,round,hold,cued_label,cued_name,phase,hand_detected,bbox_area,delta_s,svm_label,svm_name,svm_prob,svm_margin,rule_name,rule_conf,battery
1789896741.343153,4994,12.44,0,1,6,BACK,hold,1,0.10234315,-0.032666,3,UP,0.5757,0.1635,UP,0.8746,85.0
1789896741.4369063,4996,2.0,0,1,6,BACK,hold,1,0.09829648,-0.03954,3,UP,0.743,0.4937,UP,0.8665,85.0
1789896741.4982405,4998,1.0,0,1,6,BACK,hold,1,0.09480161,-0.035554,3,UP,0.7853,0.5772,UP,0.8598,85.0
1789896741.606387,5000,7.34,0,1,6,BACK,hold,1,0.09099576,-0.040145,3,UP,0.832,0.6707,UP,0.8519,85.0
1789896741.6686807,5002,5.03,0,1,6,BACK,hold,1,0.08912448,-0.020564,3,UP,0.8114,0.6306,UP,0.8458,85.0
1789896741.776222,5004,10.35,0,1,6,BACK,hold,1,0.08325288,-0.065881,3,UP,0.6493,0.484,UP,0.8191,85.0
1789896741.838245,5006,9.33,0,1,6,BACK,hold,1,0.07530422,-0.095476,3,UP,0.3694,0.0681,UP,0.7779,85.0
1789896741.946507,5008,9.52,0,1,6,BACK,hold,1,0.06319327,-0.160827,3,UP,0.2913,0.0003,CENTER,0.5,85.0
1789896742.0077488,5010,11.56,0,1,6,BACK,hold,1,0.05637636,-0.107874,6,BACK,0.6311,0.4763,CENTER,0.5,85.0
1789896742.0998492,5012,3.77,0,1,6,BACK,hold,1,0.05431109,-0.036634,6,BACK,0.6531,0.5199,CENTER,0.5,85.0
1789896742.1767266,5014,12.99,0,1,6,BACK,hold,1,0.05348203,-0.015265,6,BACK,0.7263,0.6296,CENTER,0.5,85.0
1789896742.2699492,5016,7.98,0,1,6,BACK,hold,1,0.05389048,0.007637,6,BACK,0.7482,0.6397,CENTER,0.5,85.0
1789896742.3314586,5018,1.99,0,1,6,BACK,hold,1,0.05460753,0.013306,6,BACK,0.7309,0.6297,CENTER,0.5,85.0
1789896742.438152,5020,10.01,0,1,6,BACK,hold,1,0.05532734,0.013181,6,BACK,0.7433,0.645,CENTER,0.5,85.0
1789896742.4993052,5022,4.84,0,1,6,BACK,hold,1,0.05561147,0.005135,6,BACK,0.7293,0.6179,CENTER,0.5,85.0
1789896742.608753,5024,11.16,0,1,6,BACK,hold,1,0.05579817,0.003357,6,BACK,0.6723,0.5279,CENTER,0.5,85.0
1789896742.6697793,5026,5.9,0,1,6,BACK,hold,1,0.05550342,-0.005282,6,BACK,0.7371,0.6263,CENTER,0.5,85.0
1789896742.7777665,5028,15.24,0,1,6,BACK,hold,1,0.05519747,-0.005512,6,BACK,0.7351,0.6144,CENTER,0.5,85.0
1789896742.8392212,5030,9.65,0,1,6,BACK,hold,1,0.05512182,-0.00137,6,BACK,0.7242,0.6135,CENTER,0.5,85.0
1789896742.9333067,5032,4.09,0,1,6,BACK,hold,1,0.05487478,-0.004482,6,BACK,0.7398,0.63,CENTER,0.5,85.0
1789896742.9967685,5034,1.0,0,1,6,BACK,hold,1,0.05486357,-0.000204,6,BACK,0.7342,0.6248,CENTER,0.5,85.0
1789896743.1047418,5036,5.09,0,1,6,BACK,hold,1,0.05486218,-2.5e-05,6,BACK,0.7303,0.6241,CENTER,0.5,85.0
1789896743.1678872,5038,6.86,0,1,6,BACK,hold,1,0.05481383,-0.000881,6,BACK,0.7144,0.6004,CENTER,0.5,85.0
1789896743.2756605,5040,13.93,0,1,6,BACK,hold,1,0.05476292,-0.000929,6,BACK,0.7249,0.6066,CENTER,0.5,85.0
1789896743.3364995,5042,6.99,0,1,6,BACK,hold,1,0.05486624,0.001887,6,BACK,0.7265,0.6163,CENTER,0.5,85.0
1789896744.9424336,5080,11.02,0,2,4,DOWN,hold,1,0.05186337,0.219138,5,FORWARD,0.3106,0.0843,UP-FORWARD,0.7244,85.0
1789896745.0038614,5082,6.0,0,2,4,DOWN,hold,1,0.06049781,0.166485,0,CENTER,0.2755,0.0156,UP,0.8044,85.0
1789896745.112832,5084,14.62,0,2,4,DOWN,hold,1,0.06618636,0.094029,0,CENTER,0.3181,0.068,UP,0.8566,85.0
1789896745.1750846,5086,9.54,0,2,4,DOWN,hold,1,0.0717927,0.084705,0,CENTER,0.2874,0.0187,UP,0.8938,85.0
1789896745.2667603,5088,2.03,0,2,4,DOWN,hold,1,0.07592502,0.057559,0,CENTER,0.4872,0.2424,UP,0.9142,85.0
1789896745.3437195,5090,13.97,0,2,4,DOWN,hold,1,0.07737087,0.019043,0,CENTER,0.6046,0.4148,UP,0.9258,85.0
1789896745.4357622,5092,5.02,0,2,4,DOWN,hold,1,0.07886421,0.019301,0,CENTER,0.6369,0.4422,UP,0.9312,85.0
1789896745.5136735,5094,8.04,0,2,4,DOWN,hold,1,0.07955165,0.008717,0,CENTER,0.6196,0.4207,UP,0.9359,85.0
1789896745.6067681,5096,7.54,0,2,4,DOWN,hold,1,0.08237504,0.035491,0,CENTER,0.514,0.2467,UP,0.9382,85.0
1789896745.6674805,5098,3.19,0,2,4,DOWN,hold,1,0.08448011,0.025555,0,CENTER,0.5172,0.2382,UP,0.9414,85.0
1789896745.7753186,5100,10.09,0,2,4,DOWN,hold,1,0.08638866,0.022592,0,CENTER,0.4751,0.1665,UP,0.9443,85.0
1789896745.8378017,5102,6.85,0,2,4,DOWN,hold,1,0.08719436,0.009326,0,CENTER,0.5713,0.3014,UP,0.9442,85.0
1789896745.9302278,5104,0.0,0,2,4,DOWN,hold,1,0.08752059,0.003741,0,CENTER,0.611,0.3454,UP,0.9437,85.0
1789896746.007058,5106,10.09,0,2,4,DOWN,hold,1,0.08837034,0.009709,0,CENTER,0.559,0.2789,UP,0.9463,85.0
1789896746.1145084,5108,15.07,0,2,4,DOWN,hold,1,0.08739825,-0.011,0,CENTER,0.6095,0.3916,UP,0.9476,85.0
1789896746.1766367,5110,14.29,0,2,4,DOWN,hold,1,0.08617248,-0.014025,0,CENTER,0.6146,0.411,UP,0.9454,85.0
1789896746.239899,5112,0.96,0,2,4,DOWN,hold,1,0.08447046,-0.019751,0,CENTER,0.6406,0.4402,UP,0.9468,85.0
1789896746.3317564,5114,4.03,0,2,4,DOWN,hold,1,0.0819447,-0.029901,0,CENTER,0.7358,0.5804,UP,0.9426,85.0
1789896746.4404187,5116,10.11,0,2,4,DOWN,hold,1,0.08005416,-0.023071,0,CENTER,0.6784,0.4916,UP,0.9424,85.0
1789896746.5017533,5118,4.72,0,2,4,DOWN,hold,1,0.07788877,-0.027049,0,CENTER,0.6226,0.3953,UP,0.9411,85.0
1789896746.6114492,5120,14.12,0,2,4,DOWN,hold,1,0.07648799,-0.017984,0,CENTER,0.6695,0.4563,UP,0.9389,85.0
1789896746.6730847,5122,13.34,0,2,4,DOWN,hold,1,0.07588795,-0.007845,0,CENTER,0.6559,0.4301,UP,0.9376,85.0
1789896746.7657058,5124,2.83,0,2,4,DOWN,hold,1,0.0755222,-0.00482,0,CENTER,0.6064,0.3419,UP,0.9378,85.0
1789896746.8443136,5126,14.13,0,2,4,DOWN,hold,1,0.07507625,-0.005905,0,CENTER,0.6463,0.4049,UP,0.9361,85.0
1789896746.935647,5128,6.05,0,2,4,DOWN,hold,1,0.07493254,-0.001914,0,CENTER,0.5711,0.2908,UP,0.9346,85.0
1789896746.9975255,5130,2.95,0,2,4,DOWN,hold,1,0.07472849,-0.002723,0,CENTER,0.6023,0.3174,UP,0.9339,85.0
1789896747.1069753,5132,9.63,0,2,4,DOWN,hold,1,0.07442815,-0.004019,0,CENTER,0.5658,0.2956,UP,0.9334,85.0
1789896747.1677668,5134,5.02,0,2,4,DOWN,hold,1,0.07424471,-0.002465,0,CENTER,0.5817,0.3174,UP,0.9311,85.0
1789896747.2457776,5136,4.95,0,2,4,DOWN,hold,1,0.07408129,-0.002201,0,CENTER,0.5945,0.3464,UP,0.9288,85.0
1789896747.33792,5138,8.25,0,2,4,DOWN,hold,1,0.07398011,-0.001366,0,CENTER,0.5654,0.2939,UP,0.928,85.0
1789896747.4311833,5140,4.0,0,2,4,DOWN,hold,1,0.07397395,-8.3e-05,0,CENTER,0.5748,0.3102,UP,0.9273,85.0
1789896747.5073845,5142,11.97,0,2,4,DOWN,hold,1,0.07395767,-0.00022,0,CENTER,0.5737,0.306,UP,0.9266,85.0
1789896747.5990264,5144,4.21,0,2,4,DOWN,hold,1,0.0738129,-0.001958,0,CENTER,0.5875,0.3325,UP,0.9262,85.0
1789896747.6772385,5146,14.99,0,2,4,DOWN,hold,1,0.07377358,-0.000533,0,CENTER,0.5767,0.3056,UP,0.9263,85.0
1789896747.7698848,5148,9.17,0,2,4,DOWN,hold,1,0.07342455,-0.004731,0,CENTER,0.5647,0.2946,UP,0.9264,85.0
1789896747.8310995,5150,4.29,0,2,4,DOWN,hold,1,0.07300785,-0.005675,0,CENTER,0.5831,0.3251,UP,0.926,85.0
1789896749.4374564,5188,8.63,0,3,0,CENTER,hold,1,0.07279089,-0.002745,0,CENTER,0.5726,0.2993,UP,0.9251,85.0
1789896749.4977984,5190,1.0,0,3,0,CENTER,hold,1,0.07267755,-0.001557,0,CENTER,0.5658,0.2872,UP,0.9249,85.0
1789896749.605236,5192,8.6,0,3,0,CENTER,hold,1,0.07258971,-0.001209,0,CENTER,0.5713,0.2942,UP,0.9249,85.0
1789896749.666692,5194,4.28,0,3,0,CENTER,hold,1,0.07254423,-0.000627,0,CENTER,0.5702,0.299,UP,0.9249,85.0
1789896749.7605395,5196,1.0,0,3,0,CENTER,hold,1,0.07297319,0.005913,0,CENTER,0.6339,0.3881,UP,0.9257,85.0
1789896749.837043,5198,6.42,0,3,0,CENTER,hold,1,0.07294404,-0.000399,0,CENTER,0.5999,0.3402,UP,0.9255,85.0
1789896749.9302607,5200,2.01,0,3,0,CENTER,hold,1,0.07314615,0.002771,0,CENTER,0.5986,0.3345,UP,0.9258,85.0
1789896750.0073655,5202,12.97,0,3,0,CENTER,hold,1,0.07320056,0.000744,0,CENTER,0.5874,0.3111,UP,0.9256,85.0
1789896750.1002612,5204,5.44,0,3,0,CENTER,hold,1,0.0731846,-0.000218,0,CENTER,0.6055,0.3435,UP,0.9253,85.0
1789896750.16246,5206,1.0,0,3,0,CENTER,hold,1,0.07320444,0.000271,0,CENTER,0.5893,0.3182,UP,0.9252,85.0
1789896750.255269,5208,14.21,0,3,0,CENTER,hold,1,0.07309307,-0.001521,0,CENTER,0.5813,0.3083,UP,0.9253,85.0
1789896750.332541,5210,5.28,0,3,0,CENTER,hold,1,0.07298437,-0.001487,0,CENTER,0.5887,0.3261,UP,0.9258,85.0
1789896750.4419818,5212,14.16,0,3,0,CENTER,hold,1,0.07312601,0.001941,0,CENTER,0.6036,0.3417,UP,0.9256,85.0
1789896750.5032918,5214,6.9,0,3,0,CENTER,hold,1,0.07317994,0.000738,0,CENTER,0.5926,0.3228,UP,0.9254,85.0
1789896750.5970602,5216,0.0,0,3,0,CENTER,hold,1,0.07331628,0.001863,0,CENTER,0.6108,0.3507,UP,0.9249,85.0
1789896750.6731415,5218,13.71,0,3,0,CENTER,hold,1,0.07338311,0.000912,0,CENTER,0.5903,0.3181,UP,0.9249,85.0
1789896750.7650356,5220,4.42,0,3,0,CENTER,hold,1,0.07352184,0.00189,0,CENTER,0.6349,0.3872,UP,0.926,85.0
1789896750.842694,5222,13.82,0,3,0,CENTER,hold,1,0.0735686,0.000636,0,CENTER,0.6058,0.3415,UP,0.9255,85.0
1789896750.9345784,5224,3.08,0,3,0,CENTER,hold,1,0.07356871,1e-06,0,CENTER,0.5779,0.3075,UP,0.9257,85.0
1789896750.996241,5226,1.0,0,3,0,CENTER,hold,1,0.07345428,-0.001555,0,CENTER,0.5825,0.3172,UP,0.9267,85.0
1789896751.10394,5228,6.99,0,3,0,CENTER,hold,1,0.0735942,0.001905,0,CENTER,0.6041,0.3524,UP,0.9269,85.0
1789896751.166263,5230,3.06,0,3,0,CENTER,hold,1,0.07360312,0.000121,0,CENTER,0.5791,0.3111,UP,0.9263,85.0
1789896751.245066,5232,4.38,0,3,0,CENTER,hold,1,0.07362698,0.000324,0,CENTER,0.5944,0.3396,UP,0.9258,85.0
1789896751.3380346,5234,8.59,0,3,0,CENTER,hold,1,0.07370685,0.001085,0,CENTER,0.6133,0.3571,UP,0.925,85.0
1789896751.4317844,5236,3.08,0,3,0,CENTER,hold,1,0.07382688,0.001629,0,CENTER,0.6174,0.3596,UP,0.9246,85.0
1789896751.5081007,5238,12.79,0,3,0,CENTER,hold,1,0.07376967,-0.000775,0,CENTER,0.6027,0.3382,UP,0.9247,85.0
1789896751.6023438,5240,5.75,0,3,0,CENTER,hold,1,0.07372821,-0.000562,0,CENTER,0.6159,0.3582,UP,0.9244,85.0
1789896751.6782067,5242,14.37,0,3,0,CENTER,hold,1,0.07363675,-0.001241,0,CENTER,0.6233,0.3701,UP,0.9239,85.0
1789896751.770457,5244,7.68,0,3,0,CENTER,hold,1,0.07338331,-0.003442,0,CENTER,0.5744,0.3321,UP,0.9262,85.0
1789896751.832022,5246,3.02,0,3,0,CENTER,hold,1,0.07332697,-0.000768,0,CENTER,0.5379,0.3034,UP,0.9278,85.0
1789896751.9419117,5248,11.77,0,3,0,CENTER,hold,1,0.07325024,-0.001046,0,CENTER,0.5816,0.3408,UP,0.9288,85.0
1789896752.002333,5250,7.26,0,3,0,CENTER,hold,1,0.0733977,0.002013,0,CENTER,0.5865,0.3539,UP,0.9297,85.0
1789896752.111076,5252,13.45,0,3,0,CENTER,hold,1,0.0733448,-0.000721,0,CENTER,0.6098,0.3808,UP,0.9296,85.0
1789896752.1724734,5254,9.45,0,3,0,CENTER,hold,1,0.07333239,-0.000169,0,CENTER,0.6288,0.4056,UP,0.9292,85.0
1789896752.249465,5256,8.83,0,3,0,CENTER,hold,1,0.07335886,0.000361,0,CENTER,0.6093,0.386,UP,0.9288,85.0
1789896752.3420305,5258,13.56,0,3,0,CENTER,hold,1,0.07339363,0.000474,0,CENTER,0.6172,0.3959,UP,0.9291,85.0
1789896753.9341178,5296,4.09,0,4,3,UP,hold,1,0.07321038,0.000695,0,CENTER,0.6188,0.3888,UP,0.9285,85.0
1789896753.9954176,5298,2.02,0,4,3,UP,hold,1,0.07320371,-9.1e-05,0,CENTER,0.6006,0.3643,UP,0.9283,85.0
1789896754.1041608,5300,7.63,0,4,3,UP,hold,1,0.07321565,0.000163,0,CENTER,0.5947,0.3477,UP,0.9282,85.0
1789896754.1677642,5302,4.09,0,4,3,UP,hold,1,0.07314349,-0.000986,0,CENTER,0.6085,0.3714,UP,0.9287,85.0
1789896754.2456582,5304,4.08,0,4,3,UP,hold,1,0.07308489,-0.000801,0,CENTER,0.6051,0.3745,UP,0.9287,85.0
1789896754.3371327,5306,10.54,0,4,3,UP,hold,1,0.07298608,-0.001352,0,CENTER,0.6277,0.4003,UP,0.9294,85.0
1789896754.447082,5308,15.14,0,4,3,UP,hold,1,0.07282578,-0.002196,0,CENTER,0.6519,0.4363,UP,0.9297,85.0
1789896754.5086813,5310,12.34,0,4,3,UP,hold,1,0.07270523,-0.001655,0,CENTER,0.6339,0.4085,UP,0.9293,85.0
1789896754.6009083,5312,6.21,0,4,3,UP,hold,1,0.07268928,-0.000219,0,CENTER,0.5971,0.3523,UP,0.929,85.0
1789896754.6630015,5314,3.08,0,4,3,UP,hold,1,0.07299656,0.004227,0,CENTER,0.6021,0.3641,UP,0.9293,85.0
1789896754.7422733,5316,12.89,0,4,3,UP,hold,1,0.07342335,0.005847,0,CENTER,0.6321,0.4076,UP,0.9298,85.0
1789896754.8335617,5318,2.99,0,4,3,UP,hold,1,0.07365516,0.003157,0,CENTER,0.627,0.3929,UP,0.9297,85.0
1789896754.8957293,5320,0.0,0,4,3,UP,hold,1,0.07368222,0.000367,0,CENTER,0.6143,0.3758,UP,0.9302,85.0
1789896755.0035925,5322,8.08,0,4,3,UP,hold,1,0.07360807,-0.001006,0,CENTER,0.6189,0.3887,UP,0.9299,85.0
1789896755.065522,5324,2.99,0,4,3,UP,hold,1,0.07350317,-0.001425,0,CENTER,0.6294,0.4034,UP,0.9293,85.0
1789896755.1744087,5326,12.14,0,4,3,UP,hold,1,0.07355473,0.000701,0,CENTER,0.6292,0.4001,UP,0.9286,85.0
1789896755.220504,5328,14.09,0,4,3,UP,hold,1,0.0736755,0.001642,0,CENTER,0.6292,0.4091,UP,0.9284,85.0
1789896755.3276594,5330,1.0,0,4,3,UP,hold,1,0.07381568,0.001903,0,CENTER,0.5953,0.3578,UP,0.9288,85.0
1789896755.4047773,5332,11.27,0,4,3,UP,hold,1,0.07399875,0.00248,0,CENTER,0.6207,0.4014,UP,0.9293,85.0
1789896755.513411,5334,14.66,0,4,3,UP,hold,1,0.07402166,0.00031,0,CENTER,0.611,0.381,UP,0.9287,85.0
1789896755.574994,5336,11.77,0,4,3,UP,hold,1,0.07395171,-0.000945,0,CENTER,0.5919,0.3611,UP,0.9294,85.0
1789896755.6665494,5338,3.0,0,4,3,UP,hold,1,0.07395434,3.5e-05,0,CENTER,0.599,0.3684,UP,0.9294,85.0
1789896755.743254,5340,13.67,0,4,3,UP,hold,1,0.07359614,-0.004843,0,CENTER,0.6228,0.3996,UP,0.929,85.0
1789896755.8357835,5342,7.1,0,4,3,UP,hold,1,0.0729638,-0.008592,0,CENTER,0.609,0.3832,UP,0.9283,85.0
1789896755.8974385,5344,1.99,0,4,3,UP,hold,1,0.07236642,-0.008187,0,CENTER,0.5953,0.3614,UP,0.9282,85.0
1789896756.0053875,5346,9.57,0,4,3,UP,hold,1,0.07196556,-0.005539,0,CENTER,0.6154,0.3882,UP,0.928,85.0
1789896756.0676045,5348,7.26,0,4,3,UP,hold,1,0.07161088,-0.004929,0,CENTER,0.5978,0.3683,UP,0.9281,85.0
1789896756.1751988,5350,12.76,0,4,3,UP,hold,1,0.0712662,-0.004813,0,CENTER,0.6204,0.3883,UP,0.9276,85.0
1789896756.2225065,5352,14.36,0,4,3,UP,hold,1,0.07101091,-0.003582,0,CENTER,0.6443,0.4292,UP,0.927,85.0
1789896756.330404,5354,2.03,0,4,3,UP,hold,1,0.070904,-0.001506,0,CENTER,0.6727,0.47,UP,0.9261,85.0
1789896756.4072936,5356,13.49,0,4,3,UP,hold,1,0.07092887,0.000351,0,CENTER,0.6678,0.4591,UP,0.9256,85.0
1789896756.4998674,5358,2.59,0,4,3,UP,hold,1,0.07085805,-0.000998,0,CENTER,0.6697,0.4641,UP,0.9244,85.0
1789896756.5774748,5360,13.49,0,4,3,UP,hold,1,0.07079165,-0.000937,0,CENTER,0.6944,0.4978,UP,0.924,85.0
1789896756.6689093,5362,5.08,0,4,3,UP,hold,1,0.07096515,0.002451,0,CENTER,0.7011,0.5051,UP,0.925,85.0
1789896756.7305334,5364,3.95,0,4,3,UP,hold,1,0.07109991,0.001899,0,CENTER,0.7021,0.506,UP,0.9271,85.0
1789896756.8395154,5366,9.12,0,4,3,UP,hold,1,0.07102942,-0.000991,0,CENTER,0.7181,0.5325,UP,0.9263,85.0
1789896758.4104464,5404,12.66,0,5,1,LEFT,hold,1,0.06697198,0.004543,0,CENTER,0.8977,0.8482,UP,0.9254,85.0
1789896758.5028813,5406,3.0,0,5,1,LEFT,hold,1,0.06734413,0.005557,0,CENTER,0.8777,0.8228,UP,0.9282,85.0
1789896758.565708,5408,1.0,0,5,1,LEFT,hold,1,0.06733602,-0.00012,0,CENTER,0.9111,0.8709,UP,0.9288,85.0
1789896758.6740382,5410,9.25,0,5,1,LEFT,hold,1,0.06720044,-0.002013,0,CENTER,0.9204,0.8829,UP,0.928,85.0
1789896758.73613,5412,6.09,0,5,1,LEFT,hold,1,0.06672479,-0.007078,0,CENTER,0.9074,0.8583,UP,0.9289,85.0
1789896758.8442063,5414,14.37,0,5,1,LEFT,hold,1,0.06692104,0.002941,0,CENTER,0.9217,0.8812,UP,0.9303,85.0
1789896758.9066436,5416,10.03,0,5,1,LEFT,hold,1,0.06731522,0.00589,0,CENTER,0.94,0.9093,UP,0.9304,85.0
1789896759.000387,5418,5.43,0,5,1,LEFT,hold,1,0.0680726,0.011251,0,CENTER,0.9201,0.8735,UP,0.9295,85.0
1789896759.0772285,5420,13.92,0,5,1,LEFT,hold,1,0.06877548,0.010326,0,CENTER,0.9112,0.8527,UP,0.9287,85.0
1789896759.1692994,5422,4.17,0,5,1,LEFT,hold,1,0.06990782,0.016464,0,CENTER,0.9183,0.8653,UP,0.9286,85.0
1789896759.2160726,5424,9.69,0,5,1,LEFT,hold,1,0.07105348,0.016388,0,CENTER,0.9214,0.8731,UP,0.9301,85.0
1789896759.3396096,5426,11.38,0,5,1,LEFT,hold,1,0.07185637,0.0113,0,CENTER,0.93,0.8852,UP,0.931,85.0
1789896759.4013016,5428,7.08,0,5,1,LEFT,hold,1,0.07216416,0.004283,0,CENTER,0.9284,0.8808,UP,0.9305,85.0
1789896759.5087855,5430,12.49,0,5,1,LEFT,hold,1,0.07220167,0.00052,0,CENTER,0.9247,0.8751,UP,0.9301,85.0
1789896759.5698824,5432,8.35,0,5,1,LEFT,hold,1,0.07213018,-0.00099,0,CENTER,0.9398,0.9024,UP,0.9303,85.0
1789896759.6781132,5434,15.15,0,5,1,LEFT,hold,1,0.07198845,-0.001965,0,CENTER,0.9366,0.8974,UP,0.93,85.0
1789896759.7409186,5436,8.61,0,5,1,LEFT,hold,1,0.0720467,0.000809,0,CENTER,0.9462,0.9132,UP,0.931,85.0
1789896759.8315961,5438,2.08,0,5,1,LEFT,hold,1,0.07184364,-0.002819,0,CENTER,0.9402,0.9035,UP,0.9312,85.0
1789896759.9093928,5440,13.94,0,5,1,LEFT,hold,1,0.07200805,0.002289,0,CENTER,0.9444,0.91,UP,0.9313,85.0
1789896760.002767,5442,9.39,0,5,1,LEFT,hold,1,0.0721939,0.002581,0,CENTER,0.9335,0.8909,UP,0.9309,85.0
