f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.5993929,0.74123293,3.429798e-07,0.5504669,0.7061287,-0.021232031,0.52322334,0.6414091,-0.033337757,0.53758967,0.57694626,-0.04436848,0.5740601,0.54981446,-0.05524215,0.53659904,0.54958063,-0.01774614,0.5275248,0.46637917,-0.034748882,0.52458435,0.41644365,-0.04977063,0.5239578,0.37215966,-0.061653398,0.56967807,0.5412216,-0.021023255,0.55950004,0.45088434,-0.035036504,0.55567646,0.39378804,-0.049344428,0.55223083,0.34335417,-0.060113803,0.60261536,0.5501244,-0.027229575,0.5941161,0.46667403,-0.04117826,0.58780444,0.41428214,-0.05400687,0.58160114,0.36915934,-0.06324952,0.63798124,0.5716191,-0.035745688,0.6307228,0.5078163,-0.049192086,0.62269,0.46501592,-0.05703813,0.6146161,0.4268529,-0.062451046,0
0.6053832,0.74411917,2.9019964e-07,0.5562209,0.70706964,-0.018338159,0.5283685,0.63957095,-0.028045012,0.54566646,0.5749957,-0.037196357,0.5836883,0.55293554,-0.04613739,0.54252297,0.5501334,-0.012123112,0.53380734,0.4681274,-0.026991034,0.5308878,0.41867208,-0.041278906,0.5296643,0.3750563,-0.053106956,0.5756394,0.5409956,-0.016056243,0.5658129,0.45218658,-0.028255947,0.5614895,0.3967263,-0.041842,0.55724734,0.34721798,-0.052356508,0.60809153,0.54914427,-0.02281212,0.59976983,0.4662598,-0.034925602,0.59397554,0.4145161,-0.04646726,0.5878158,0.3702482,-0.055153973,0.6431445,0.5704419,-0.031828552,0.636538,0.5075569,-0.043509316,0.6289469,0.4660859,-0.050016962,0.62109387,0.42962867,-0.05472147,0
0.61640966,0.7502763,3.0831066e-07,0.56768084,0.71198,-0.018946745,0.541045,0.6451854,-0.029871307,0.55744517,0.58042353,-0.040251646,0.59389454,0.5522373,-0.050525326,0.5532265,0.5543437,-0.014263081,0.54402494,0.4703496,-0.030523894,0.5422723,0.42045903,-0.04522771,0.543114,0.37601015,-0.057153355,0.58712745,0.54578036,-0.018734768,0.57712984,0.453901,-0.032271914,0.57407993,0.39736038,-0.046572782,0.5712376,0.34748664,-0.05765226,0.6204721,0.55484736,-0.026073696,0.61173576,0.46982327,-0.039736833,0.60574245,0.41722018,-0.05203124,0.6001078,0.37170845,-0.06131954,0.6562981,0.5767811,-0.035598,0.6486383,0.512698,-0.048826117,0.6412368,0.46973714,-0.056288123,0.63404465,0.43093812,-0.06179698,0
0.62593764,0.7482306,3.1008034e-07,0.5777307,0.71009535,-0.01905518,0.5517587,0.64490867,-0.029936574,0.5686437,0.5816308,-0.04019414,0.6043661,0.55561817,-0.050603878,0.5649596,0.5565834,-0.016469212,0.55645764,0.47184938,-0.033063445,0.5548513,0.42166528,-0.047715146,0.55537546,0.37729633,-0.05950594,0.59886,0.54767036,-0.020747319,0.5895242,0.45500603,-0.03460285,0.58644295,0.3982498,-0.049052693,0.5833461,0.34859025,-0.060230624,0.6316995,0.5562743,-0.027721705,0.62393457,0.4708615,-0.04157187,0.6176301,0.41844016,-0.05451545,0.6112515,0.37434763,-0.06422992,0.6667236,0.57764703,-0.036786858,0.65967524,0.51386803,-0.050078534,0.65174663,0.4716168,-0.0579532,0.6435111,0.4345009,-0.06377928,0
0.632322,0.7465538,3.3140103e-07,0.58422756,0.70941246,-0.019612757,0.558773,0.6433956,-0.030758807,0.5775748,0.5800089,-0.04110516,0.61519134,0.5536859,-0.051596552,0.5719339,0.5577345,-0.016834466,0.5640651,0.47394067,-0.03350446,0.56257397,0.42361766,-0.048142005,0.563308,0.3791846,-0.05994748,0.6062777,0.55030876,-0.020776238,0.5972255,0.4593922,-0.035112478,0.59433514,0.4019152,-0.04975002,0.5913152,0.35125786,-0.06085684,0.63957196,0.5597483,-0.027505243,0.6317992,0.4752379,-0.04237304,0.6258476,0.4218145,-0.05602669,0.6198081,0.375993,-0.06580723,0.67519784,0.58130556,-0.0362337,0.6689641,0.51608014,-0.05114435,0.66184205,0.47253445,-0.060097292,0.6541687,0.43356407,-0.066299915,0
0.6335686,0.750955,2.986932e-07,0.58553123,0.7134362,-0.018979812,0.5598439,0.6450968,-0.029462244,0.57938296,0.5830332,-0.039289244,0.6157719,0.56058544,-0.049081698,0.57502544,0.5572452,-0.016142298,0.567858,0.4739593,-0.033000566,0.5667395,0.42338273,-0.047897916,0.5675099,0.37924212,-0.05983205,0.6086524,0.5496604,-0.020180766,0.6002518,0.45966974,-0.034254264,0.59754586,0.4034139,-0.048141472,0.5951389,0.35430032,-0.05851975,0.642122,0.5590496,-0.026997063,0.63445246,0.47523373,-0.040806364,0.62917197,0.4225641,-0.05290373,0.6239644,0.377843,-0.061595604,0.6780215,0.5814569,-0.036007386,0.67229,0.5171153,-0.04961079,0.6648734,0.47417772,-0.0572509,0.65710926,0.43659616,-0.062394246,0
0.6403762,0.75220764,3.0681468e-07,0.59338176,0.71655905,-0.019351335,0.56769073,0.64789337,-0.029320633,0.585702,0.5822682,-0.038473725,0.6226225,0.5573395,-0.047789283,0.5788642,0.5601346,-0.016127395,0.5714856,0.4756692,-0.031867992,0.5694699,0.4255734,-0.04596776,0.56956303,0.38133645,-0.05767697,0.61386913,0.552186,-0.020161446,0.6048758,0.46068445,-0.033656083,0.6010429,0.40441102,-0.048063524,0.59713095,0.35406506,-0.05926867,0.64772016,0.5617692,-0.026923357,0.6409703,0.47602493,-0.041198898,0.635087,0.42271864,-0.05459454,0.629156,0.37594822,-0.064578936,0.6835956,0.5840452,-0.035741434,0.67824894,0.5193384,-0.050324805,0.6711401,0.47647947,-0.059048425,0.66354066,0.43767828,-0.065367796,0
0.64560866,0.7546684,2.8202172e-07,0.59828615,0.7160007,-0.01761971,0.5732689,0.6470627,-0.027228342,0.59166837,0.58351594,-0.0367206,0.62949914,0.563854,-0.04621846,0.587475,0.559985,-0.012943313,0.57918465,0.4763676,-0.028723426,0.57786185,0.4258444,-0.043056246,0.57985646,0.38148034,-0.05490276,0.6207828,0.55122036,-0.017706424,0.61143637,0.4601217,-0.030898217,0.6084862,0.4031842,-0.044663202,0.60664916,0.35303736,-0.055290967,0.6534958,0.560592,-0.025295584,0.6464197,0.47621202,-0.038851008,0.6400221,0.4233172,-0.051611044,0.6340525,0.3788561,-0.061031356,0.688776,0.58381903,-0.035019364,0.68351907,0.51949966,-0.048684686,0.6746961,0.4762931,-0.057057288,0.66460425,0.43887672,-0.063050956,0
0.6476448,0.7508152,3.0445858e-07,0.60061526,0.7126838,-0.018732551,0.57723117,0.64576995,-0.02966867,0.59742445,0.5839459,-0.040323313,0.63581574,0.5627172,-0.05112027,0.5915027,0.5603802,-0.015736716,0.58320075,0.47642124,-0.033151988,0.5818285,0.4253859,-0.048526462,0.58364344,0.38056177,-0.06090695,0.62559336,0.5517019,-0.020317752,0.6167091,0.4610804,-0.0350237,0.6136808,0.40333843,-0.050081223,0.61157733,0.35245973,-0.061592363,0.65864843,0.56062704,-0.02773087,0.6518821,0.47692043,-0.042375498,0.64501023,0.42458284,-0.05627345,0.6382883,0.38045532,-0.06633324,0.69383204,0.5826043,-0.03725809,0.6890141,0.51775813,-0.05190649,0.6800273,0.4751805,-0.061165065,0.66934454,0.43829957,-0.06766628,0
0.65466666,0.7516422,3.2461776e-07,0.6070217,0.714798,-0.019665364,0.5823792,0.6483347,-0.031189658,0.6026385,0.5860044,-0.041942634,0.6415698,0.56384677,-0.05269602,0.59640104,0.5605452,-0.018003209,0.58937275,0.47561407,-0.035566807,0.5883902,0.42496282,-0.05090626,0.5896149,0.38056433,-0.06312336,0.63088936,0.5527049,-0.021859048,0.622667,0.46056747,-0.036565267,0.6199212,0.40267402,-0.051111285,0.61716914,0.3513519,-0.06203072,0.6646274,0.56202805,-0.028464247,0.6572728,0.4768222,-0.043029163,0.6506492,0.423397,-0.05636641,0.6438423,0.37828892,-0.0658561,0.7009668,0.5844699,-0.03718377,0.69583964,0.5189821,-0.05166136,0.68740624,0.47589874,-0.060335647,0.6774829,0.43862116,-0.06620515,0
0.6595483,0.7563104,3.0307146e-07,0.6122606,0.71608824,-0.018652372,0.588286,0.6475689,-0.029156309,0.6077087,0.58391017,-0.0392938,0.6460154,0.5630887,-0.0494758,0.6027679,0.5602279,-0.013996896,0.59500027,0.47493324,-0.030187713,0.59357876,0.42397523,-0.045051254,0.5947168,0.37894028,-0.05726548,0.6367335,0.55223536,-0.018520614,0.627885,0.4587166,-0.03195521,0.62511903,0.40105182,-0.046450153,0.62232625,0.35020855,-0.057623375,0.669872,0.56195956,-0.025897287,0.66260237,0.47731236,-0.039478667,0.6561536,0.4233541,-0.052809514,0.6498768,0.37818438,-0.06267907,0.7057419,0.58484066,-0.03546494,0.6999903,0.5194615,-0.048762355,0.69198513,0.47655675,-0.056981586,0.68288845,0.4393707,-0.06296743,0
0.6695104,0.7543926,3.1429673e-07,0.62171006,0.7150779,-0.018592225,0.59612465,0.6476427,-0.029511342,0.6156492,0.5844878,-0.039851468,0.65494823,0.5632028,-0.05014111,0.61007786,0.5592249,-0.014934133,0.6023643,0.4743117,-0.031368878,0.6014986,0.42354384,-0.04638612,0.60286784,0.37891877,-0.05854778,0.64446306,0.5511663,-0.019285273,0.6360924,0.45827824,-0.03259813,0.6331839,0.4006458,-0.04690535,0.6298797,0.34946996,-0.05780814,0.67792654,0.56053364,-0.026381236,0.67049164,0.47595555,-0.03940952,0.6640528,0.42167503,-0.05222888,0.6577526,0.37580884,-0.06169787,0.71387756,0.58331585,-0.035634447,0.7078179,0.51859254,-0.04856572,0.7004026,0.47550473,-0.056299396,0.69261044,0.43753165,-0.06172194,0
0.67460936,0.7547251,2.5146002e-07,0.6272511,0.71444213,-0.016531955,0.6017371,0.647243,-0.026456024,0.6212975,0.58769315,-0.036545392,0.6578937,0.56905097,-0.046556484,0.6148398,0.55667835,-0.010995132,0.60665697,0.47421354,-0.027100617,0.60530114,0.42448545,-0.041604582,0.60622025,0.38153106,-0.053176377,0.6487877,0.548521,-0.016235024,0.6406053,0.459419,-0.029865341,0.63740706,0.40193322,-0.04353851,0.634875,0.35089207,-0.05343942,0.6835304,0.5584616,-0.02429922,0.6749116,0.47546378,-0.037836958,0.6678925,0.42297554,-0.049566757,0.6610757,0.37752646,-0.05772934,0.7210512,0.5832515,-0.03439876,0.71620035,0.520851,-0.04738426,0.70940685,0.47886556,-0.054062434,0.7025273,0.4411889,-0.058262646,0
0.6814583,0.7591616,2.7940342e-07,0.63311476,0.715804,-0.01721785,0.6078064,0.64712137,-0.027266813,0.6283597,0.5853806,-0.03752307,0.6673786,0.5671522,-0.04782332,0.62031376,0.55912364,-0.01094836,0.6130357,0.47526026,-0.026996234,0.61220086,0.42488724,-0.041670937,0.61380625,0.38073418,-0.05356931,0.6553283,0.55104196,-0.016353132,0.6481647,0.46083274,-0.030175278,0.6451422,0.40232292,-0.04466481,0.64271426,0.34924287,-0.055349734,0.69024086,0.5606894,-0.024658112,0.6847064,0.4774144,-0.038658425,0.6781694,0.42410398,-0.05149124,0.67148495,0.37748355,-0.06049868,0.7274084,0.58450186,-0.035071764,0.72380847,0.52166104,-0.04838359,0.7166061,0.47956806,-0.055545222,0.70827824,0.4420893,-0.06023687,0
0.69859326,0.77091795,2.497057e-07,0.6487027,0.7247922,-0.01870359,0.6239555,0.65051234,-0.027137578,0.64607525,0.5825545,-0.035632044,0.68712866,0.56544524,-0.043821428,0.6349305,0.56149256,-0.0056200293,0.628287,0.47635764,-0.01979859,0.62770766,0.42547303,-0.03465121,0.6288761,0.37942687,-0.04742477,0.6708266,0.55133104,-0.01002873,0.66303605,0.46128193,-0.021859867,0.66030824,0.40302664,-0.03642002,0.6567279,0.34949353,-0.04780924,0.70575666,0.5600198,-0.017955367,0.69807816,0.47778165,-0.030872835,0.691329,0.42420295,-0.04398735,0.683553,0.37681204,-0.053558614,0.74315345,0.58344567,-0.028397007,0.737453,0.518429,-0.041354135,0.7306519,0.4750353,-0.048839804,0.7228768,0.4359939,-0.054139122,0
0.7155563,0.76972306,2.643656e-07,0.6652612,0.72475207,-0.020155527,0.6420427,0.6529768,-0.029206786,0.66640145,0.5874366,-0.03792879,0.7049344,0.5668887,-0.046330392,0.65059966,0.56482655,-0.008011595,0.64465845,0.47829813,-0.022651786,0.64448583,0.42598045,-0.037695356,0.64590013,0.37925017,-0.05024254,0.68646204,0.5552484,-0.011591088,0.67931443,0.46338016,-0.023444952,0.67638046,0.40429065,-0.03792611,0.6731338,0.35087264,-0.04922738,0.72127056,0.56363165,-0.018625557,0.7147522,0.48029515,-0.031077696,0.7088643,0.42535025,-0.043334644,0.70294,0.37774295,-0.052436758,0.7585273,0.58613884,-0.028314905,0.7533193,0.5209291,-0.04022919,0.74790806,0.47772166,-0.04630005,0.7427633,0.43951967,-0.050637633,0
0.73444676,0.7619335,2.588874e-07,0.68419486,0.71898454,-0.016977333,0.6586589,0.6481271,-0.025938354,0.682346,0.58551204,-0.034757167,0.72087824,0.56551576,-0.043537833,0.6680568,0.5633935,-0.0111130895,0.6624431,0.47762656,-0.026112502,0.6628951,0.42589757,-0.040332407,0.66446054,0.3805312,-0.0522047,0.70384425,0.55302995,-0.016005509,0.69870925,0.46103692,-0.027960327,0.6971731,0.40472233,-0.041023806,0.69475913,0.3550576,-0.051235493,0.7387827,0.5610595,-0.023627682,0.7321749,0.47666276,-0.035435412,0.7270812,0.42417085,-0.045831274,0.7218605,0.37957805,-0.05378754,0.77590746,0.58443815,-0.033500638,0.76973885,0.5191405,-0.045315128,0.7632072,0.4762981,-0.050796427,0.7567419,0.4392349,-0.054656945,0
0.7457956,0.7677734,2.276054e-07,0.6992812,0.7206652,-0.017974118,0.67787,0.65023375,-0.026680302,0.70135385,0.58661944,-0.03560964,0.73935235,0.5665383,-0.044416476,0.6887247,0.56468046,-0.0060278806,0.68302923,0.47838432,-0.020816963,0.6833627,0.4264021,-0.035617266,0.68572575,0.38093126,-0.047836725,0.72245306,0.5556058,-0.010478666,0.7158142,0.46414864,-0.022981817,0.71419317,0.4067517,-0.037112333,0.7130173,0.35633528,-0.047770455,0.75582135,0.56384677,-0.018288473,0.74829525,0.47914374,-0.03132347,0.74284524,0.4237814,-0.04320975,0.737865,0.37597883,-0.051802427,0.7921406,0.58601964,-0.028545277,0.7873861,0.52004826,-0.04087967,0.7819579,0.47640204,-0.047070194,0.7765079,0.4378055,-0.051360436,0
0.75780433,0.7617552,2.3078393e-07,0.71168524,0.71687555,-0.01820583,0.68621564,0.64811414,-0.028005261,0.7092882,0.58640397,-0.037452016,0.74916637,0.56656677,-0.046664424,0.6962068,0.5650732,-0.011901905,0.6906365,0.47800028,-0.027302686,0.6904202,0.42568606,-0.041107032,0.6913086,0.38084334,-0.05231283,0.73047704,0.5562006,-0.016004514,0.7241927,0.4638723,-0.028580211,0.7224739,0.40669835,-0.04142412,0.72083575,0.35669094,-0.05103657,0.76446164,0.5648639,-0.022978483,0.75668156,0.4789451,-0.035603754,0.75266516,0.42437124,-0.046199236,0.748926,0.37704614,-0.05381701,0.8002929,0.588073,-0.032188777,0.7952204,0.52315426,-0.04461941,0.79056764,0.47909522,-0.050415985,0.7867925,0.43994808,-0.054095406,0
0.7706938,0.7683622,1.6653571e-07,0.72633654,0.71932626,-0.018624501,0.7030872,0.65162724,-0.029134786,0.72538763,0.5903891,-0.03969422,0.76340204,0.5622655,-0.049836323,0.71222556,0.56457794,-0.0091530075,0.7063131,0.4802916,-0.026247479,0.7067923,0.42844135,-0.04208278,0.7094492,0.38443232,-0.054671936,0.7475027,0.5551237,-0.01394692,0.74260587,0.4623094,-0.02759965,0.74327964,0.40572512,-0.04210551,0.74393624,0.3560037,-0.053504635,0.7813966,0.5642729,-0.022072181,0.77641267,0.4816777,-0.03544145,0.77281725,0.43034565,-0.045845583,0.7691389,0.3854737,-0.053926997,0.8171839,0.587968,-0.032722987,0.81387204,0.5245168,-0.044687796,0.8092952,0.48344684,-0.049615152,0.80398595,0.4469145,-0.05333209,0
0.77487266,0.7664354,1.8440731e-07,0.7307632,0.7185699,-0.01937297,0.70773274,0.6490114,-0.02975597,0.7305447,0.58666354,-0.03985711,0.7692756,0.5619402,-0.049400847,0.71758276,0.5639918,-0.01026252,0.71253383,0.47762656,-0.02696144,0.7135231,0.42505318,-0.042164892,0.7167094,0.38001287,-0.054319534,0.75299823,0.5544566,-0.01424038,0.748143,0.46178722,-0.027666874,0.7488819,0.40393406,-0.041487195,0.74961364,0.35250992,-0.052141886,0.7870345,0.5632659,-0.021527765,0.78132594,0.47888115,-0.03461652,0.77809983,0.4253498,-0.045075733,0.7748396,0.3786465,-0.052979108,0.82269126,0.58656496,-0.031380095,0.8191736,0.5228328,-0.04352361,0.81480974,0.4802953,-0.049036596,0.8101915,0.44233954,-0.05291321,0
0.785319,0.7558877,3.0593245e-07,0.738074,0.7116507,-0.018363565,0.71701115,0.64095473,-0.027681388,0.7465363,0.58280337,-0.03640912,0.78672963,0.5685667,-0.04513647,0.72705007,0.56336576,-0.013528003,0.72391635,0.4767786,-0.028594282,0.7264273,0.42413568,-0.042357963,0.7301179,0.37928224,-0.05348074,0.7627635,0.55449486,-0.01719186,0.7593753,0.46051317,-0.029050903,0.75940466,0.4014414,-0.04230096,0.75874555,0.35065067,-0.052343123,0.79673135,0.563499,-0.02354167,0.79224235,0.47786254,-0.035124186,0.78893054,0.4234506,-0.0466881,0.7850595,0.37825552,-0.055196572,0.832258,0.5872374,-0.03211177,0.83038884,0.52223307,-0.04377857,0.8266903,0.478756,-0.05009406,0.8224058,0.44089505,-0.054298043,0
0.7881571,0.7572841,3.029261e-07,0.7427248,0.7130224,-0.018493764,0.72222733,0.6425248,-0.02848045,0.7510077,0.5840919,-0.038034346,0.79363,0.57095516,-0.047567856,0.73327523,0.56051886,-0.013294431,0.7296961,0.47335464,-0.02870324,0.73247,0.42117622,-0.04281999,0.7367913,0.37658107,-0.054266945,0.76853216,0.55299515,-0.017386917,0.7644033,0.45927322,-0.029630944,0.7646375,0.40103692,-0.043359775,0.76460564,0.349873,-0.05376426,0.8023916,0.5637419,-0.02421994,0.7986078,0.4776445,-0.036302794,0.79602623,0.42468703,-0.04797196,0.79297704,0.37916204,-0.05649666,0.8379651,0.58976877,-0.0332824,0.8355093,0.5243774,-0.045243546,0.8317956,0.48141408,-0.05148282,0.82776874,0.44316944,-0.055637218,0
