t,mode,command,det_reason,gesture,gesture_conf,face_raw,face_auth,hand_raw,hand_auth,battery,altitude_cm,llm_reason,llm_latency_ms,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,flying,seq,t_any
1787920520.0199194,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,Autonomous action: hover,1244.6007000107784,False,False,0/20,-1.0,False,466,20.153764009475708
1787920520.1740787,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,Check the drone's battery level and altitude,1161.6995999938808,False,False,0/20,-1.0,False,470,20.307685136795044
1787920521.01086,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,Ensure safety and avoid obstacles,845.5333999881987,False,False,0/20,-1.0,False,490,21.14497661590576
1787920522.0350409,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,Ensure safety and avoid obstacles,845.5333999881987,False,False,0/20,-1.0,False,514,22.15016198158264
1787920522.6243072,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,The drone is hovering near the ground to avoid potential collisions and check its battery level,1591.88229998108,False,False,0/20,-1.0,False,529,22.775886058807373
1787920523.6305718,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,The drone is hovering near the ground to avoid potential collisions and check its battery level,1591.88229998108,False,False,0/20,-1.0,False,553,23.782150745391846
1787920523.911892,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,The drone is hovering without any detected issues with the battery.,1250.610000017332,False,False,0/20,-1.0,False,560,24.04547095298767
1787920524.9609513,search_360,ground,Autonomy: no human for 25.1s -> search_360,SEARCH,,True,False,False,False,51.0,0.0,The drone is hovering without any detected issues with the battery.,1250.610000017332,False,False,0/20,-1.0,False,585,25.11153244972229
1787920525.1820848,search_360,ground,Autonomy: no human for 25.1s -> search_360,SEARCH,,True,False,False,False,51.0,0.0,The drone has not detected any obstacles or users yet.,1296.929200005252,False,False,0/20,-1.0,False,590,25.315799713134766
1787920526.211999,search_360,ground,Autonomy: no human for 25.1s -> search_360,SEARCH,,True,False,False,False,51.0,0.0,The drone has not detected any obstacles or users yet.,1296.929200005252,False,False,0/20,-1.0,False,615,26.344507217407227
1787920526.6689866,search_360,ground,Autonomy: no human for 25.1s -> search_360,SEARCH,,True,False,False,False,51.0,0.0,The drone has not detected any human or object for the required duration.,1496.1035000160336,False,False,0/20,-1.0,False,626,26.820565462112427
1787920527.7069106,search_360,ground,Autonomy: no human for 25.1s -> search_360,SEARCH,,True,False,False,False,51.0,0.0,The drone has not detected any human or object for the required duration.,1496.1035000160336,False,False,0/20,-1.0,False,651,27.840534448623657
1787920528.4813554,search_360,ground,Autonomy: no human for 25.1s -> search_360,SEARCH,,True,False,False,False,51.0,0.0,Autonomy: no human for 25.1s -> search_360,1747.4180000135675,False,False,0/20,-1.0,False,669,28.615232229232788
1787920529.487907,search_360,ground,Autonomy: no human for 25.1s -> search_360,SEARCH,,False,False,False,False,51.0,0.0,Autonomy: no human for 25.1s -> search_360,1747.4180000135675,False,False,0/20,-1.0,False,694,29.639485836029053
1787920529.9758904,hover,ground,Autonomy: search done (5s) -> hover,HOVER,,False,False,False,False,51.0,0.0,Autonomy: no human for 25.1s -> search_360,1747.4180000135675,False,False,0/20,-1.0,False,705,30.107986211776733
1787920530.6402893,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,51.0,0.0,The drone is at ground level but has not been detected due to low battery usage (battery: 51.0).,2159.389899985399,False,False,0/20,-1.0,False,721,30.771921157836914
1787920531.6378727,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,Allow drone to hover without warning,1023.5807999852113,False,False,0/20,-1.0,False,745,31.771864652633667
1787920532.6622202,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,Allow drone to hover without warning,1023.5807999852113,False,False,0/20,-1.0,False,770,32.813799142837524
1787920532.831918,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,"Autonomous drone flying in low altitude, no battery warning",1215.4201999946963,False,False,0/20,-1.0,False,774,32.98286461830139
1787920533.893101,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,"Autonomous drone flying in low altitude, no battery warning",1215.4201999946963,False,False,0/20,-1.0,False,799,34.019691467285156
1787920534.5506155,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,"The drone is within its safe altitude, battery level is sufficient to fly.",1707.3747999966145,False,False,0/20,-1.0,False,816,34.68482303619385
1787920535.3551784,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,51.0,0.0,Do not provide battery warnings,790.1511000236496,False,False,0/20,-1.0,False,834,35.48867321014404
1787920536.3897102,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,51.0,0.0,Do not provide battery warnings,790.1511000236496,False,False,0/20,-1.0,False,859,36.5065758228302
1787920536.774215,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,51.0,0.0,The drone is hovering and the battery level is 51%,1375.962799997069,False,False,0/20,-1.0,False,869,36.90851950645447
1787920537.7853065,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,51.0,0.0,The drone is hovering and the battery level is 51%,1375.962799997069,False,False,0/20,-1.0,False,893,37.91793632507324
1787920538.8337324,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,51.0,0.0,The drone is hovering and the battery level is 51%,1375.962799997069,False,False,0/20,-1.0,False,918,38.98531126976013
1787920538.9488869,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,51.0,0.0,The drone is hovering with a battery reading of 51.0%. It should not fly due to low battery.,2185.5072999896947,False,False,0/20,-1.0,False,921,39.07893419265747
1787920539.936985,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,51.0,0.0,The drone is hovering with a battery reading of 51.0%. It should not fly due to low battery.,2185.5072999896947,False,False,0/20,-1.0,False,945,40.08856391906738
1787920540.020571,search_360,ground,Autonomy: no human for 40.1s -> search_360,SEARCH,,False,False,False,False,51.0,0.0,The drone is hovering with a battery reading of 51.0%. It should not fly due to low battery.,2185.5072999896947,False,False,0/20,-1.0,False,946,40.14906978607178
1787920540.415393,search_360,ground,Autonomy: no human for 40.1s -> search_360,SEARCH,,False,False,False,False,51.0,0.0,The drone is currently hovering at ground level without any action detected or flying,1472.6402000233065,False,False,0/20,-1.0,False,956,40.54711318016052
1787920541.4191515,search_360,ground,Autonomy: no human for 40.1s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,The drone is currently hovering at ground level without any action detected or flying,1472.6402000233065,False,False,0/20,-1.0,False,980,41.55081272125244
1787920542.4249122,search_360,ground,Autonomy: no human for 40.1s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,The drone is currently hovering at ground level without any action detected or flying,1472.6402000233065,False,False,0/20,-1.0,False,1005,42.57649111747742
1787920543.4079385,search_360,ground,Autonomy: no human for 40.1s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,"The drone hovered for approximately 39.6 seconds, which is below the altitude of 15 meters and meets the condition that no battery <= 15.0.",3007.649199978914,False,False,0/20,-1.0,False,1028,43.53977847099304
1787920544.4115329,search_360,ground,Autonomy: no human for 40.1s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,"The drone hovered for approximately 39.6 seconds, which is below the altitude of 15 meters and meets the condition that no battery <= 15.0.",3007.649199978914,False,False,0/20,-1.0,False,1052,44.543636322021484
1787920544.8068073,search_360,ground,Autonomy: no human for 40.1s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,The drone is in a safe zone with no immediate battery warnings,1361.4027999865357,False,False,0/20,-1.0,False,1062,44.93984842300415
1787920545.0725584,hover,ground,Autonomy: search done (5s) -> hover,HOVER,,False,False,False,False,50.0,0.0,The drone is in a safe zone with no immediate battery warnings,1361.4027999865357,False,False,0/20,-1.0,False,1068,45.20519185066223
1787920546.0742974,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Safety measures are in place to avoid triggering any automated drones.,1270.47649997985,False,False,0/20,-1.0,False,1092,46.20680499076843
1787920547.086589,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Safety measures are in place to avoid triggering any automated drones.,1270.47649997985,False,False,0/20,-1.0,False,1117,47.23816800117493
1787920547.5205357,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,The drone has not detected any objects within 15 meters.,1454.0352000040002,False,False,0/20,-1.0,False,1127,47.672114610672
1787920548.5478349,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,The drone has not detected any objects within 15 meters.,1454.0352000040002,False,False,0/20,-1.0,False,1152,48.68088722229004
1787920549.2625031,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,The drone is currently hovering in the air as it detects no obstacles and has not seen anything.,1759.9027999967802,False,False,0/20,-1.0,False,1169,49.41356158256531
1787920550.3048904,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Autonomy: no intent -> hover,1025.1953999977559,False,False,0/20,-1.0,False,1194,50.43883204460144
1787920551.3109722,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Autonomy: no intent -> hover,1025.1953999977559,False,False,0/20,-1.0,False,1218,51.441561222076416
1787920551.4048107,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,The drone has no intent to hover.,1090.7352999784052,False,False,0/20,-1.0,False,1220,51.53744053840637
1787920552.4110754,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,The drone has no intent to hover.,1090.7352999784052,False,False,0/20,-1.0,False,1244,52.543673515319824
1787920553.0880258,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,"The drone is currently hovering due to the command 'ground', but not yet detected or flying.",1726.8869999970775,False,False,0/20,-1.0,False,1261,53.23960471153259
1787920554.1395164,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,"The drone is currently hovering due to the command 'ground', but not yet detected or flying.",1726.8869999970775,False,False,0/20,-1.0,False,1286,54.27173662185669
1787920554.4074085,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,The drone is hovering safely at the ground.,1276.990400016075,False,False,0/20,-1.0,False,1292,54.54025459289551
1787920555.0867133,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,The drone is hovering safely at the ground.,1276.990400016075,False,False,0/20,-1.0,False,1309,55.23829221725464
1787920555.2361875,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,Do not inject battery warnings,828.7149000097997,False,False,0/20,-1.0,False,1312,55.366830587387085
1787920556.0843422,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,Check battery level and altitude,885.1958999875933,False,False,0/20,-1.0,False,1333,56.235921144485474
1787920557.0871885,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,Check battery level and altitude,885.1958999875933,False,False,0/20,-1.0,False,1357,57.238256216049194
1787920557.3079686,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,The drone is searching for an object in the environment.,1195.6973999913316,False,False,0/20,-1.0,False,1362,57.44241237640381
1787920558.3141332,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,The drone is searching for an object in the environment.,1195.6973999913316,False,False,0/20,-1.0,False,1386,58.44676327705383
1787920559.3322082,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,The drone is searching for an object in the environment.,1195.6973999913316,False,False,0/20,-1.0,False,1411,59.483269453048706
1787920559.6385896,search_360,ground,Autonomy: no human for 55.2s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,Battery warning: battery <= 15,2327.3671000206377,False,False,0/20,-1.0,False,1418,59.772305727005005
1787920560.0942214,hover,ground,Autonomy: search done (5s) -> hover,HOVER,,False,False,False,False,50.0,0.0,Battery warning: battery <= 15,2327.3671000206377,False,False,0/20,-1.0,False,1429,60.245800256729126
1787920561.1372917,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Battery warning: battery <= 15,2327.3671000206377,False,False,0/20,-1.0,False,1454,61.27112293243408
1787920562.0075707,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,"Drones can search and locate humans, so we must ensure the drone is not flying by checking its battery level.",2392.1103999891784,False,False,0/20,-1.0,False,1475,62.13611698150635
1787920563.0434127,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,"Drones can search and locate humans, so we must ensure the drone is not flying by checking its battery level.",2392.1103999891784,False,False,0/20,-1.0,False,1499,63.1720187664032
1787920563.6321814,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,50.0,0.0,hovering in the required altitude of 0.0 meters while remaining on the ground,1635.2786000061315,False,False,0/20,-1.0,False,1514,63.78376030921936
1787920564.484042,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,No battery warning detected.,850.9033000154886,False,False,0/20,-1.0,False,1534,64.63562083244324
1787920565.5492146,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,No battery warning detected.,850.9033000154886,False,False,0/20,-1.0,False,1560,65.68187284469604
1787920565.764314,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Check the drone's battery level and altitude to ensure hover.,1261.9847999885678,False,False,0/20,-1.0,False,1565,65.91589283943176
1787920566.8087454,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Check the drone's battery level and altitude to ensure hover.,1261.9847999885678,False,False,0/20,-1.0,False,1590,66.93958163261414
1787920567.811601,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Check the drone's battery level and altitude to ensure hover.,1261.9847999885678,False,False,0/20,-1.0,False,1614,67.94426345825195
1787920568.687843,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,"Drone is hovering with a battery of 50%, within the recommended range for 65 minutes and has not flown for any time since its last visible flight.",2936.5422999835573,False,False,0/20,-1.0,False,1636,68.83850193023682
1787920569.7106874,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,"Drone is hovering with a battery of 50%, within the recommended range for 65 minutes and has not flown for any time since its last visible flight.",2936.5422999835573,False,False,0/20,-1.0,False,1660,69.84431433677673
1787920570.0484922,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,50.0,0.0,Check the drone's battery status and altitude before taking any action,1361.970600002678,False,False,0/20,-1.0,False,1668,70.17417454719543
1787920570.1593869,search_360,ground,Autonomy: no human for 70.3s -> search_360,SEARCH,,False,False,False,False,50.0,0.0,Check the drone's battery status and altitude before taking any action,1361.970600002678,False,False,0/20,-1.0,False,1670,70.27701926231384
1787920571.0451345,search_360,ground,Autonomy: no human for 70.3s -> search_360,SEARCH,,True,False,False,False,50.0,0.0,Autonomy: no intent -> hover,980.2017000038177,False,False,0/20,-1.0,False,1692,71.17410564422607
1787920572.0488966,search_360,ground,Autonomy: no human for 70.3s -> search_360,SEARCH,,True,False,False,False,50.0,0.0,Autonomy: no intent -> hover,980.2017000038177,False,False,0/20,-1.0,False,1716,72.17454624176025
1787920572.6712747,search_360,ground,Autonomy: no human for 70.3s -> search_360,SEARCH,,True,False,False,False,50.0,0.0,The drone is on the ground and hasn't detected any human in its path.,1610.2153999963775,False,False,0/20,-1.0,False,1731,72.80519437789917
1787920573.688771,search_360,ground,Autonomy: no human for 70.3s -> search_360,SEARCH,,True,False,True,False,50.0,0.0,The drone is on the ground and hasn't detected any human in its path.,1610.2153999963775,False,False,0/20,-1.0,False,1756,73.84034991264343
1787920574.7119198,search_360,ground,Autonomy: no human for 70.3s -> search_360,SEARCH,,True,False,False,False,50.0,0.0,The drone is on the ground and hasn't detected any human in its path.,1610.2153999963775,False,False,0/20,-1.0,False,1780,74.86252903938293
1787920575.186114,hover,ground,Autonomy: search done (5s) -> hover,HOVER,,True,False,False,False,50.0,0.0,The drone is on the ground and hasn't detected any human in its path.,1610.2153999963775,False,False,0/20,-1.0,False,1791,75.31394910812378
1787920576.2119114,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,49.0,0.0,The drone is on the ground and hasn't detected any human in its path.,1610.2153999963775,False,False,0/20,-1.0,False,1816,76.33775568008423
1787920576.7153277,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,49.0,0.0,LLM error (ReadTimeout),4030.873000010615,False,False,0/20,-1.0,False,1828,76.83978414535522
1787920577.7169883,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,49.0,0.0,LLM error (ReadTimeout),4030.873000010615,False,False,0/20,-1.0,False,1853,77.86856722831726
1787920578.0451941,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,49.0,0.0,The drone is not detected in the current environment or mode.,1377.1581999899354,False,False,0/20,-1.0,False,1860,78.17787623405457
1787920579.0629923,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,49.0,0.0,The drone is not detected in the current environment or mode.,1377.1581999899354,False,False,0/20,-1.0,False,1885,79.21457123756409
1787920579.3744183,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,49.0,0.0,Autonomy: no intent -> hover with safe distance,1292.1089000010397,False,False,0/20,-1.0,False,1892,79.50804018974304
1787920580.3849216,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,49.0,0.0,Autonomy: no intent -> hover with safe distance,1292.1089000010397,False,False,0/20,-1.0,False,1916,80.5188319683075
1787920580.8961365,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,49.0,0.0,The drone is in a safe hovering state with no battery warnings or any visible activity,1523.386799992295,False,False,0/20,-1.0,False,1928,81.0144476890564
1787920581.8996265,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,49.0,0.0,The drone is in a safe hovering state with no battery warnings or any visible activity,1523.386799992295,False,False,0/20,-1.0,False,1953,82.05120539665222
1787920582.940876,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,True,False,49.0,0.0,The drone is in a safe hovering state with no battery warnings or any visible activity,1523.386799992295,False,False,0/20,-1.0,False,1978,83.07703971862793
1787920583.0467844,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,49.0,0.0,"The drone has not been seen within a specified distance or for an extended period, so no safety measures are required.",2153.1781000085175,False,False,0/20,-1.0,False,1980,83.18244433403015
1787920584.0533292,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,49.0,0.0,"The drone has not been seen within a specified distance or for an extended period, so no safety measures are required.",2153.1781000085175,False,False,0/20,-1.0,False,2005,84.2049081325531
1787920584.2385595,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,49.0,0.0,The drone is not flying as instructed to hover safely,1215.0792000174988,False,False,0/20,-1.0,False,2009,84.38963150978088
1787920585.1995766,search_360,ground,Autonomy: no human for 85.4s -> search_360,SEARCH,,True,False,False,False,49.0,0.0,The drone is not flying as instructed to hover safely,1215.0792000174988,False,False,0/20,-1.0,False,2032,85.35115551948547
1787920585.9215286,search_360,ground,Autonomy: no human for 85.4s -> search_360,SEARCH,,True,False,False,False,49.0,0.0,"The drone has not detected a human being or any objects, and it is still hovering.",1697.9049000074156,False,False,0/20,-1.0,False,2050,86.07310748100281
1787920586.9721086,search_360,ground,Autonomy: no human for 85.4s -> search_360,SEARCH,,True,False,False,False,49.0,0.0,"The drone has not detected a human being or any objects, and it is still hovering.",1697.9049000074156,False,False,0/20,-1.0,False,2075,87.10538005828857
1787920587.810674,search_360,ground,Autonomy: no human for 85.4s -> search_360,SEARCH,,True,False,False,False,49.0,0.0,Autonomy: no human for 85.4s -> search_360,1864.6103999926709,False,False,0/20,-1.0,False,2095,87.9416675567627
1787920588.8544266,search_360,ground,Autonomy: no human for 85.4s -> search_360,SEARCH,,True,False,True,False,49.0,0.0,Autonomy: no human for 85.4s -> search_360,1864.6103999926709,False,False,0/20,-1.0,False,2120,89.00600552558899
1787920589.8791535,search_360,ground,Autonomy: no human for 85.4s -> search_360,SEARCH,,True,False,False,False,49.0,0.0,"The drone is currently in a safe distance to avoid collisions or potential human intervention, with no battery warnings present.",2056.06900001294,False,False,0/20,-1.0,False,2144,90.01302123069763
1787920590.2196436,hover,ground,Autonomy: search done (5s) -> hover,HOVER,,True,False,False,False,49.0,0.0,"The drone is currently in a safe distance to avoid collisions or potential human intervention, with no battery warnings present.",2056.06900001294,False,False,0/20,-1.0,False,2152,90.35230660438538
1787920591.2378983,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,True,False,49.0,0.0,"The drone is currently in a safe distance to avoid collisions or potential human intervention, with no battery warnings present.",2056.06900001294,False,False,0/20,-1.0,False,2177,91.3894772529602
1787920591.610102,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,True,False,49.0,0.0,The drone is currently in a state of search_360 mode with no human presence,1738.9341999951284,False,False,0/20,-1.0,False,2186,91.7462682723999
1787920592.6182466,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,The drone is currently in a state of search_360 mode with no human presence,1738.9341999951284,False,False,0/20,-1.0,False,2211,92.76982545852661
1787920592.9396365,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,The drone is hovering without any detected obstacles or movement.,1316.6697999986354,False,False,0/20,-1.0,False,2218,93.07242488861084
1787920593.9539905,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,The drone is hovering without any detected obstacles or movement.,1316.6697999986354,False,False,0/20,-1.0,False,2243,94.10556936264038
1787920594.7823918,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,"The drone is hovering on the ground, which meets the conditions of returning only JSON.",1852.3198000038974,False,False,0/20,-1.0,False,2262,94.90749669075012
1787920595.7825696,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,"The drone is hovering on the ground, which meets the conditions of returning only JSON.",1852.3198000038974,False,False,0/20,-1.0,False,2286,95.91116905212402
1787920596.8047285,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,"The drone is hovering on the ground, which meets the conditions of returning only JSON.",1852.3198000038974,False,False,0/20,-1.0,False,2311,96.95630741119385
1787920597.3362541,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,The drone is at an altitude of 0 meters and the command was to hover. The battery level is 48%.,2564.2966000013985,False,False,0/20,-1.0,False,2324,97.46838212013245
1787920598.3411186,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,The drone is at an altitude of 0 meters and the command was to hover. The battery level is 48%.,2564.2966000013985,False,False,0/20,-1.0,False,2348,98.47348093986511
1787920598.4628963,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,The drone is hovering on the ground.,1091.1235999956261,False,False,0/20,-1.0,False,2350,98.57982611656189
1787920599.4534893,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,The drone is hovering on the ground.,1091.1235999956261,False,False,0/20,-1.0,False,2374,99.58109617233276
1787920600.005756,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,48.0,0.0,"The drone is currently hovering on the ground, with no moving parts detected.",1593.1301999953575,False,False,0/20,-1.0,False,2388,100.13969278335571
