t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms_ran,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran
1787925338.7083445,,0.015730619430541992,63.5702875157247,,0.044800020987167954,0.006699992809444666,1,,0,0,,0,hover,0.015500001609325409,1
1787925338.7613394,,0.05299496650695801,18.86971661485444,,20.308700011810288,0.0043000036384910345,1,3.9834000053815544,1,0,16.309200000250712,1,hover,0.008400005754083395,1
1787925338.775018,,0.013678550720214844,73.10716028724813,,0.0475000124424696,0.007299997378140688,1,,0,0,,0,hover,0.016400008462369442,1
1787925338.8254905,,0.05047249794006348,19.8127701384526,,17.274700017878786,0.0033999967854470015,1,,0,0,17.255900020245463,1,hover,0.007800001185387373,1
1787925338.8413413,,0.01585078239440918,63.088368455093786,,0.05420000525191426,0.008500006515532732,1,,0,0,,0,hover,0.019500002963468432,1
1787925338.8946774,,0.053336143493652344,18.749012105065532,,20.387800002936274,0.0042000028770416975,1,4.331900010583922,1,0,16.039500012993813,1,hover,0.00890000956133008,1
1787925338.9082458,,0.013568401336669922,73.70065014935864,,0.07469998672604561,0.008300004992634058,1,,0,0,,0,hover,0.01610000617802143,1
1787925338.9579432,,0.0496973991394043,20.121777342813008,,16.373799997381866,0.0028999929782003164,1,,0,0,16.35399999213405,1,hover,0.009200011845678091,1
1787925338.9750152,,0.017071962356567383,58.57557433140144,,0.06049999501556158,0.009200011845678091,1,,0,0,,0,hover,0.023299973690882325,1
1787925339.0313568,,0.05634164810180664,17.74885956820163,,23.492799984524027,0.0043000036384910345,1,4.456499998923391,1,0,19.020399980945513,1,hover,0.008500006515532732,1
1787925339.0416486,,0.010291814804077148,97.16459332360368,,0.041799998143687844,0.006600021151825786,1,,0,0,,0,hover,0.015300000086426735,1
1787925339.089639,,0.04799032211303711,20.83753465218644,,15.406599995912984,0.0031999952625483274,1,,0,0,15.387399995233864,1,hover,0.008200004231184721,1
1787925339.1082497,,0.018610715866088867,53.7324844028235,,0.04230000195093453,0.006100017344579101,1,,0,0,,0,hover,0.015600002370774746,1
1787925339.1608405,,0.05259084701538086,19.01471561596141,,19.66819999506697,0.0042000028770416975,1,4.008699994301423,1,0,15.643099992303178,1,hover,0.009099981980398297,1
1787925339.174983,,0.014142513275146484,70.70878991199973,,0.04409998655319214,0.006999995093792677,1,,0,0,,0,hover,0.016000005416572094,1
1787925339.2273667,,0.0523836612701416,19.089921852598618,,19.158099981723353,0.003300025127828121,1,,0,0,19.139799987897277,1,hover,0.007800001185387373,1
1787925339.2417219,,0.014355182647705078,69.6612522836738,,0.052499992307275534,0.008199975127354264,1,,0,0,,0,hover,0.01889999839477241,1
1787925339.2952185,,0.053496599197387695,18.692777017661925,,20.536099997116253,0.0039000005926936865,1,4.581900022458285,1,0,15.938199998345226,1,hover,0.008700008038431406,1
1787925339.3081827,,0.012964248657226562,77.13520670884213,,0.04650000482797623,0.007499998901039362,1,,0,0,,0,hover,0.017300015315413475,1
1787925339.3571107,,0.048928022384643555,20.438185548121762,,16.049400001065806,0.003100023604929447,1,,0,0,16.029999998863786,1,hover,0.008499977411702275,1
1787925339.3750641,,0.01795339584350586,55.699768930440094,,0.04290000651963055,0.006699992809444666,1,,0,0,,0,hover,0.015199999324977398,1
1787925339.4293501,,0.05428600311279297,18.42095462291165,,21.344600012525916,0.0039000005926936865,1,4.192100022919476,1,0,17.136699985712767,1,hover,0.00890000956133008,1
1787925339.441257,,0.011906862258911133,83.98518251536814,,0.049299997044727206,0.007299997378140688,1,,0,0,,0,hover,0.016400008462369442,1
1787925339.490624,,0.04936695098876953,20.256466724620882,,16.040899994550273,0.0030999945010989904,1,,0,0,16.02189999539405,1,hover,0.008200004231184721,1
1787925339.5083177,,0.017693758010864258,56.517106167383076,,0.04269997589290142,0.006799993570894003,1,,0,0,,0,hover,0.015700003132224083,1
1787925339.5636039,,0.05528616905212402,18.087706512223626,,22.002699988661334,0.0037999998312443495,1,4.127200023503974,1,0,17.859999992651865,1,hover,0.008700008038431406,1
1787925339.5749152,,0.01131129264831543,88.40722551272053,,0.042800005758181214,0.006499991286545992,1,,0,0,,0,hover,0.015600002370774746,1
1787925339.6254625,,0.05054736137390137,19.783426331652603,,17.144099983852357,0.0035999983083456755,1,,0,0,17.12439997936599,1,hover,0.008300004992634058,1
1787925339.641649,,0.01618647575378418,61.77997083560413,,0.04370001261122525,0.006599992047995329,1,,0,0,,0,hover,0.015900004655122757,1
1787925339.6966703,,0.05502128601074219,18.17478420632995,,21.907800022745505,0.0036999990697950125,1,4.117900010896847,1,0,17.774400010239333,1,hover,0.00890000956133008,1
1787925339.7083118,,0.011641502380371094,85.8995658228885,,0.04260000423528254,0.006799993570894003,1,,0,0,,0,hover,0.015400000847876072,1
1787925339.757269,,0.048957109451293945,20.42604253412616,,15.762099996209145,0.0048999791033566,1,,0,0,15.707499987911433,1,hover,0.039300008211284876,1
1787925339.775004,,0.017735004425048828,56.38566396902643,,0.05140001303516328,0.006999995093792677,1,,0,0,,0,hover,0.0185999961104244,1
1787925339.8281195,,0.0531156063079834,18.82685842277014,,20.286899991333485,0.0040000013541430235,1,4.10399999236688,1,0,16.16719999583438,1,hover,0.00869997893460095,1
1787925339.84165,,0.013530492782592773,73.90713820020792,,0.04119999357499182,0.006500020390376449,1,,0,0,,0,hover,0.01479999627918005,1
1787925339.8919861,,0.05033612251281738,19.866448786264062,,17.170500010252,0.0032999960239976645,1,,0,0,17.15120000881143,1,hover,0.008100003469735384,1
1787925339.9083717,,0.016385555267333984,61.029362977621275,,0.041799998143687844,0.006699992809444666,1,,0,0,,0,hover,0.014699995517730713,1
1787925339.96131,,0.052938222885131836,18.88994275780381,,19.84759999322705,0.0040000013541430235,1,4.157499992288649,1,0,15.674399997806177,1,hover,0.008800008799880743,1
1787925339.975007,,0.013697147369384766,73.00790252393385,,0.05229999078437686,0.006599992047995329,1,,0,0,,0,hover,0.015900004655122757,1
1787925340.0257947,,0.05078768730163574,19.68981170693694,,17.472199979238212,0.0035999983083456755,1,,0,0,17.452100000809878,1,hover,0.008500006515532732,1
1787925340.0416534,,0.01585865020751953,63.0570689758855,,0.043400010326877236,0.00689999433234334,1,,0,0,,0,hover,0.015700003132224083,1
1787925340.095818,,0.05416464805603027,18.462226487017073,,21.084400010295212,0.0041000021155923605,1,3.9448999741580337,1,0,17.12280002539046,1,hover,0.009399984264746308,1
1787925340.1083229,,0.012504816055297852,79.96918911704704,,0.04579999949783087,0.00680002267472446,1,,0,0,,0,hover,0.016699981642886996,1
1787925340.1586728,,0.05034995079040527,19.86099259883608,,16.952100006164983,0.0033999967854470015,1,,0,0,16.932500002440065,1,hover,0.008700008038431406,1
1787925340.1745715,,0.015898704528808594,62.898206466318754,,0.04189999890513718,0.006700021913275123,1,,0,0,,0,hover,0.015300000086426735,1
1787925340.228768,,0.05419659614562988,18.451343278329382,,20.689900004072115,0.0044000043999403715,1,4.112700000405312,1,0,16.55999998911284,1,hover,0.009299983503296971,1
1787925340.2415843,,0.012816190719604492,78.02630452981118,,0.045900000259280205,0.007199996616691351,1,,0,0,,0,hover,0.016700010746717453,1
1787925340.2925706,,0.050986289978027344,19.613115612666704,,17.480299982707947,0.0037999998312443495,1,,0,0,17.46079997974448,1,hover,0.008200004231184721,1
1787925340.308367,,0.015796422958374023,63.30547128518602,,0.06570000550709665,0.009800016414374113,1,,0,0,,0,hover,0.02370000584051013,1
1787925340.3652937,,0.056926727294921875,17.566441064129197,,23.80220001214184,0.0041000021155923605,1,7.126799988327548,1,0,16.659900022204965,1,hover,0.008200004231184721,1
1787925340.3742692,,0.008975505828857422,111.41433352813048,,0.04630000330507755,0.006900023436173797,1,,0,0,,0,hover,0.016699981642886996,1
1787925340.4286356,,0.054366350173950195,18.393730621982293,,21.042700012912974,0.0040000013541430235,1,,0,0,20.98090000799857,1,hover,0.022299995180219412,1
1787925340.4418588,,0.01322317123413086,75.62482420395946,,0.053499999921768904,0.008400005754083395,1,,0,0,,0,hover,0.01930000144056976,1
1787925340.4949806,,0.05312180519104004,18.824661481358472,,20.322600001236424,0.004099973011761904,1,4.227099998388439,1,0,16.0786000196822,1,hover,0.009400013368576765,1
1787925340.5079691,,0.012988567352294922,76.99078527111861,,0.04439998883754015,0.007499998901039362,1,,0,0,,0,hover,0.01580000389367342,1
1787925340.5572815,,0.04931235313415527,20.278894363030687,,15.67249998333864,0.003200024366378784,1,,0,0,15.653399983420968,1,hover,0.008199975127354264,1
1787925340.5749958,,0.017714262008666992,56.45168844802757,,0.041799998143687844,0.006499991286545992,1,,0,0,,0,hover,0.01479999627918005,1
1787925340.6308424,,0.0558466911315918,17.906163816289414,,23.247100005391985,0.0041000021155923605,1,4.418000025907531,1,0,18.813999980920926,1,hover,0.008100003469735384,1
1787925340.6415987,,0.010756254196166992,92.96916768258895,,0.04390001413412392,0.007299997378140688,1,,0,0,,0,hover,0.016300007700920105,1
1787925340.691255,,0.04965639114379883,20.138394614786293,,16.4869999862276,0.0034999975468963385,1,,0,0,16.467300010845065,1,hover,0.008400005754083395,1
1787925340.70825,,0.016994953155517578,58.84099772733649,,0.04279997665435076,0.006600021151825786,1,,0,0,,0,hover,0.015699974028393626,1
1787925340.765615,,0.05736494064331055,17.432250234823737,,24.112200015224516,0.0040000013541430235,1,5.448199983220547,1,0,18.62800001981668,1,hover,0.009100011084228754,1
1787925340.7749126,,0.009297609329223633,107.55452983562839,,0.04099999205209315,0.006699992809444666,1,,0,0,,0,hover,0.015199999324977398,1
1787925340.8288174,,0.05390477180480957,18.551233342031818,,20.331200008513406,0.0040000013541430235,1,,0,0,20.28920000884682,1,hover,0.029499991796910763,1
1787925340.8413224,,0.012505054473876953,79.96766444232603,,0.05830000736750662,0.009299983503296971,1,,0,0,,0,hover,0.020500010577961802,1
1787925340.8949354,,0.05361294746398926,18.652210842757338,,20.449800009373575,0.0041000021155923605,1,4.322299995692447,1,0,16.111300006741658,1,hover,0.009000010322779417,1
1787925340.907884,,0.01294851303100586,77.2289449456822,,0.040099985199049115,0.006100017344579101,1,,0,0,,0,hover,0.014599994756281376,1
1787925340.9591396,,0.05125570297241211,19.510024095040514,,17.58049998898059,0.0033999967854470015,1,,0,0,17.560199979925528,1,hover,0.00869997893460095,1
1787925340.9748316,,0.01569199562072754,63.72675752465169,,0.04789998638443649,0.007199996616691351,1,,0,0,,0,hover,0.017999991541728377,1
1787925341.0286863,,0.05385470390319824,18.568480142374593,,21.17830002680421,0.0046000059228390455,1,4.365300002973527,1,0,16.79390002391301,1,hover,0.010799994925037026,1
1787925341.0416582,,0.012971878051757812,77.08983972945155,,0.0425000034738332,0.006999995093792677,1,,0,0,,0,hover,0.015900004655122757,1
1787925341.1008992,,0.05924105644226074,16.880185129288662,,25.863399991067126,0.0042000028770416975,1,,0,0,25.840199989033863,1,hover,0.010199990356341004,1
1787925341.10845,,0.007550716400146484,132.43776444584782,,0.04730001091957092,0.007199996616691351,1,,0,0,,0,hover,0.01680001150816679,1
1787925341.1617885,,0.05333852767944336,18.748174040533172,,20.31409999472089,0.0040000013541430235,1,4.151300003286451,1,0,16.14630001131445,1,hover,0.009300012607127428,1
1787925341.17478,,0.01299142837524414,76.97383006056157,,0.0509000092279166,0.007599999662488699,1,,0,0,,0,hover,0.017699989257380366,1
1787925341.2266395,,0.05185961723327637,19.282826471737582,,18.563400022685528,0.0033999967854470015,1,,0,0,18.542800011346117,1,hover,0.009100011084228754,1
1787925341.2415748,,0.01493525505065918,66.95566942834795,,0.040700018871575594,0.006399990525096655,1,,0,0,,0,hover,0.014300021575763822,1
1787925341.299421,,0.0578463077545166,17.28718804739825,,24.940899980720133,0.005500012775883079,1,4.7596000076737255,1,0,20.159399980911985,1,hover,0.01200000406242907,1
1787925341.308396,,0.008975028991699219,111.42025289554776,,0.04530002479441464,0.007599999662488699,1,,0,0,,0,hover,0.015700003132224083,1
1787925341.3580065,,0.04961037635803223,20.15707344735944,,16.489200002979487,0.0032999960239976645,1,,0,0,16.468699992401525,1,hover,0.008800008799880743,1
1787925341.3750596,,0.01705312728881836,58.64027067080502,,0.04290000651963055,0.006999995093792677,1,,0,0,,0,hover,0.015199999324977398,1
1787925341.4284265,,0.053366899490356445,18.738206820141443,,20.79000000958331,0.0035999983083456755,1,4.173799999989569,1,0,16.60010000341572,1,hover,0.009000010322779417,1
1787925341.441424,,0.01299738883972168,76.93853067962947,,0.04439998883754015,0.006700021913275123,1,,0,0,,0,hover,0.01610000617802143,1
1787925341.490873,,0.04944920539855957,20.222771871459223,,16.320299997460097,0.0032999960239976645,1,,0,0,16.300999996019527,1,hover,0.008200004231184721,1
1787925341.5078313,,0.016958236694335938,58.96839500618603,,0.047299981815740466,0.009800016414374113,1,,0,0,,0,hover,0.01689998316578567,1
1787925341.565673,,0.05784177780151367,17.288541915698705,,24.789399991277605,0.0036999990697950125,1,4.531899990979582,1,0,20.24149999488145,1,hover,0.008700008038431406,1
1787925341.574616,,0.008942842483520508,111.82126956197179,,0.04360001184977591,0.006799993570894003,1,,0,0,,0,hover,0.015900004655122757,1
1787925341.6280656,,0.05344963073730469,18.70920315455162,,20.48740000464022,0.0036999990697950125,1,,0,0,20.468400005484,1,hover,0.008300004992634058,1
1787925341.6410666,,0.013000965118408203,76.91736658719971,,0.05440000677481294,0.007599999662488699,1,,0,0,,0,hover,0.01990000600926578,1
1787925341.6969135,,0.0558469295501709,17.906087372299233,,22.52460000454448,0.0040000013541430235,1,4.822399991098791,1,0,17.685600003460422,1,hover,0.009200011845678091,1
1787925341.707852,,0.010938405990600586,91.42099871400859,,0.04379998426884413,0.006700021913275123,1,,0,0,,0,hover,0.016399979358538985,1
1787925341.757731,,0.04987907409667969,20.048487629536154,,16.36710000457242,0.0048999791033566,1,,0,0,16.340100002707914,1,hover,0.012500007869675756,1
1787925341.7749498,,0.017218828201293945,58.07596128549868,,0.056899996707215905,0.009499985026195645,1,,0,0,,0,hover,0.01889999839477241,1
1787925341.8278058,,0.0528559684753418,18.919339269443466,,20.141799992416054,0.0041000021155923605,1,4.22260002233088,1,0,15.90199998463504,1,hover,0.009399984264746308,1
1787925341.8417368,,0.013931035995483398,71.78217042323425,,0.06880000000819564,0.010499992640689015,1,,0,0,,0,hover,0.0261999957729131,1
1787925341.891152,,0.04941511154174805,20.236724532234565,,16.819999989820644,0.0035999983083456755,1,,0,0,16.799599980004132,1,hover,0.008799979696050286,1
1787925341.9080667,,0.016914844512939453,59.119668480252585,,0.042800005758181214,0.006599992047995329,1,,0,0,,0,hover,0.015300000086426735,1
1787925341.9679065,,0.059839725494384766,16.711306606743005,,26.16660000057891,0.0045000051613897085,1,4.477999988012016,1,0,21.670999994967133,1,hover,0.00969998654909432,1
1787925341.974888,,0.006981611251831055,143.23341187719836,,0.04320000880397856,0.006799993570894003,1,,0,0,,0,hover,0.016000005416572094,1
1787925342.0260437,,0.05115556716918945,19.548214502101956,,18.210900016129017,0.0040000013541430235,1,,0,0,18.188600020948797,1,hover,0.00969998654909432,1
1787925342.041004,,0.014960289001464844,66.8436284821827,,0.043899985030293465,0.007499998901039362,1,,0,0,,0,hover,0.01580000389367342,1
1787925342.0964298,,0.05542588233947754,18.042112417355995,,21.719900018069893,0.0037999998312443495,1,4.590800002915785,1,0,17.112900008214638,1,hover,0.008800008799880743,1
1787925342.107973,,0.01154327392578125,86.6305353602115,,0.04349998198449612,0.006799993570894003,1,,0,0,,0,hover,0.015700003132224083,1
1787925342.1598716,,0.05189847946166992,19.26838725089352,,18.353600025875494,0.0039000005926936865,1,,0,0,18.331200000829995,1,hover,0.009700015652924776,1
1787925342.174794,,0.014922380447387695,67.01343686590296,,0.04990000161342323,0.00790000194683671,1,,0,0,,0,hover,0.017499987734481692,1
1787925342.2296476,,0.05485367774963379,18.230318203352848,,21.56500000273809,0.0044000043999403715,1,4.270699981134385,1,0,17.277900013141334,1,hover,0.008799979696050286,1
1787925342.241616,,0.011968374252319336,83.55353692304628,,0.04420001641847193,0.00689999433234334,1,,0,0,,0,hover,0.015600002370774746,1
1787925342.2914827,,0.049866676330566406,20.053472049570654,,16.504500003065914,0.0031999952625483274,1,,0,0,16.48439999553375,1,hover,0.008800008799880743,1
1787925342.3084373,,0.016954660415649414,58.980833321614895,,0.04630000330507755,0.006799993570894003,1,,0,0,,0,hover,0.015700003132224083,1
1787925342.3619342,,0.0534968376159668,18.69269370983412,,20.595300011336803,0.0045000051613897085,1,4.310099990107119,1,0,16.26640002359636,1,hover,0.010099989594891667,1
1787925342.3748999,,0.012965679168701172,77.12669633334559,,0.047699984861537814,0.007800001185387373,1,,0,0,,0,hover,0.01780001912266016,1
1787925342.425763,,0.050863027572631836,19.66064640119999,,17.332300019916147,0.005399982910603285,1,,0,0,17.303300002822652,1,hover,0.012600008631125093,1
1787925342.4417205,,0.01595759391784668,62.666088957284366,,0.04579999949783087,0.007399998139590025,1,,0,0,,0,hover,0.01650000922381878,1
1787925342.5015607,,0.05984020233154297,16.711173442555022,,26.924499979941174,0.0044000043999403715,1,4.791599989403039,1,0,22.11449999595061,1,hover,0.009800016414374113,1
1787925342.5075781,,0.006017446517944336,166.18344625381354,,0.043599982745945454,0.007599999662488699,1,,0,0,,0,hover,0.016200006939470768,1
1787925342.5584078,,0.05082964897155762,19.67355707216398,,17.227800010005012,0.0041000021155923605,1,,0,0,17.205400014063343,1,hover,0.00969998654909432,1
1787925342.5743656,,0.01595783233642578,62.66515269228471,,0.043100008042529225,0.008100003469735384,1,,0,0,,0,hover,0.015300000086426735,1
1787925342.6327481,,0.058382511138916016,17.128417063469374,,25.091699993936345,0.0046000059228390455,1,4.924399981973693,1,0,20.150199998170137,1,hover,0.009399984264746308,1
1787925342.6416955,,0.008947372436523438,111.76465572372628,,0.045199994929134846,0.007300026481971145,1,,0,0,,0,hover,0.016299978597089648,1
1787925342.6916492,,0.04995369911193848,20.01853752129858,,16.67260000249371,0.0034999975468963385,1,,0,0,16.65299999876879,1,hover,0.008499977411702275,1
1787925342.7076707,,0.0160214900970459,62.416166907245646,,0.07130001904442906,0.011299998732283711,1,,0,0,,0,hover,0.023800006601959467,1
1787925342.7640195,,0.05634880065917969,17.746606641167112,,22.33680000063032,0.004499976057559252,1,5.2693000179715455,1,0,17.049699992639944,1,hover,0.00990001717582345,1
1787925342.7750113,,0.010991811752319336,90.97681278875561,,0.044199987314641476,0.007199996616691351,1,,0,0,,0,hover,0.015300000086426735,1
1787925342.8243494,,0.04933810234069824,20.268310951536442,,16.392100020311773,0.0040000013541430235,1,,0,0,16.372500016586855,1,hover,0.008200004231184721,1
1787925342.841673,,0.01732349395751953,57.72507569501789,,0.04840001929551363,0.007299997378140688,1,,0,0,,0,hover,0.017099984688684344,1
1787925342.8946455,,0.05297255516052246,18.877699914034828,,20.422799978405237,0.0040000013541430235,1,4.264699993655086,1,0,16.141300002345815,1,hover,0.009300012607127428,1
1787925342.9080195,,0.013374090194702148,74.77144130492914,,0.04320000880397856,0.006999995093792677,1,,0,0,,0,hover,0.015400000847876072,1
1787925342.9585571,,0.0505375862121582,19.787252913148087,,16.785900021204725,0.0033999967854470015,1,,0,0,16.766600019764155,1,hover,0.008300004992634058,1
1787925342.9749215,,0.016364336013793945,61.108498331803546,,0.04339998122304678,0.007199996616691351,1,,0,0,,0,hover,0.015199999324977398,1
1787925343.0295315,,0.05461001396179199,18.311659848679987,,21.073300013085827,0.0042000028770416975,1,4.202900017844513,1,0,16.85169999836944,1,hover,0.009099981980398297,1
1787925343.0415034,,0.01197195053100586,83.52857768749752,,0.06750001921318471,0.010099989594891667,1,,0,0,,0,hover,0.02500001573935151,1
1787925343.0909383,,0.04943490028381348,20.228623791265765,,16.64710001205094,0.0032999960239976645,1,,0,0,16.62800001213327,1,hover,0.008400005754083395,1
1787925343.108316,,0.017377614974975586,57.545296143345176,,0.04269997589290142,0.006499991286545992,1,,0,0,,0,hover,0.015600002370774746,1
1787925343.161798,,0.0534820556640625,18.697860199714693,,20.628700003726408,0.0039000005926936865,1,4.382500017527491,1,0,16.229800006840378,1,hover,0.009200011845678091,1
1787925343.1746593,,0.012861251831054688,77.75292896336941,,0.05400000372901559,0.009399984264746308,1,,0,0,,0,hover,0.01789999078027904,1
1787925343.2254224,,0.05076313018798828,19.69933682766913,,17.476599983638152,0.0034999975468963385,1,,0,0,17.45469999150373,1,hover,0.009500014130026102,1
1787925343.2412608,,0.0158383846282959,63.1377519531544,,0.04429998807609081,0.006599992047995329,1,,0,0,,0,hover,0.016700010746717453,1
1787925343.297674,,0.05641317367553711,17.72635600598443,,22.811200004070997,0.0039000005926936865,1,4.117100004805252,1,0,18.678099993849173,1,hover,0.009099981980398297,1
1787925343.3083105,,0.010636568069458008,94.01528702396162,,0.04300000728107989,0.007099995855242014,1,,0,0,,0,hover,0.015900004655122757,1
1787925343.3633125,,0.05500197410583496,18.18116560827066,,21.938399993814528,0.0032999960239976645,1,,0,0,21.91899999161251,1,hover,0.008500006515532732,1
1787925343.3750095,,0.011697053909301758,85.49161248241984,,0.060999998822808266,0.008599978173151612,1,,0,0,,0,hover,0.022199994418770075,1
1787925343.4278662,,0.0528566837310791,18.9190832532691,,20.152099983533844,0.0041000021155923605,1,4.487300000619143,1,0,15.64729999518022,1,hover,0.009600014891475439,1
1787925343.4416435,,0.01377725601196289,72.58339390163708,,0.04300000728107989,0.007199996616691351,1,,0,0,,0,hover,0.015600002370774746,1
1787925343.492007,,0.05036354064941406,19.855633402764628,,17.512899998109788,0.003300025127828121,1,,0,0,17.493899998953566,1,hover,0.008299975888803601,1
1787925343.5083609,,0.016353845596313477,61.147697286895166,,0.06709998706355691,0.010399991879239678,1,,0,0,,0,hover,0.024300010409206152,1
1787925343.5613518,,0.05299091339111328,18.871159902816522,,20.55290000862442,0.0043000036384910345,1,4.665699991164729,1,0,15.870600007474422,1,hover,0.00899998121894896,1
1787925343.574665,,0.01331329345703125,75.11289398280802,,0.05679999594576657,0.009000010322779417,1,,0,0,,0,hover,0.021499989088624716,1
1787925343.6244729,,0.04980778694152832,20.077181930888568,,16.63269998971373,0.0041000021155923605,1,,0,0,16.610999999102205,1,hover,0.009400013368576765,1
1787925343.641243,,0.016770124435424805,59.62984972774705,,0.058699981309473515,0.008400005754083395,1,,0,0,,0,hover,0.01960000372491777,1
1787925343.6946213,,0.05337834358215332,18.734189427607923,,20.18849999876693,0.0045000051613897085,1,4.14410000666976,1,0,16.027300007408485,1,hover,0.009200011845678091,1
1787925343.7084353,,0.013813972473144531,72.3904729030031,,0.044199987314641476,0.006500020390376449,1,,0,0,,0,hover,0.015900004655122757,1
1787925343.7581515,,0.04971623420715332,20.114154178156095,,16.458500002045184,0.0032999960239976645,1,,0,0,16.438999999081716,1,hover,0.008300004992634058,1
1787925343.7751062,,0.016954660415649414,58.980833321614895,,0.04469999112188816,0.00689999433234334,1,,0,0,,0,hover,0.016200006939470768,1
1787925343.8289988,,0.05389261245727539,18.555418904451386,,20.7663000037428,0.004299974534660578,1,4.317799990531057,1,0,16.43230000627227,1,hover,0.00890000956133008,1
1787925343.8409607,,0.011961936950683594,83.59850115602327,,0.039300008211284876,0.006399990525096655,1,,0,0,,0,hover,0.014899997040629387,1
1787925343.8927965,,0.05183577537536621,19.291695605179036,,17.658099997788668,0.00580001506023109,1,,0,0,17.62229998712428,1,hover,0.013999990187585354,1
1787925343.908754,,0.01595759391784668,62.666088957284366,,0.08550001075491309,0.013300013961270452,1,,0,0,,0,hover,0.0371999922208488,1
1787925343.964637,,0.055882930755615234,17.894551815350486,,22.906199999852106,0.0042000028770416975,1,6.251700018765405,1,0,16.637900000205263,1,hover,0.00890000956133008,1
1787925343.974611,,0.009974002838134766,100.26064923268154,,0.04780001472681761,0.008299975888803601,1,,0,0,,0,hover,0.016600009985268116,1
1787925344.024019,,0.049407958984375,20.23965410747375,,16.277699993224815,0.003600027412176132,1,,0,0,16.25770001555793,1,hover,0.008599978173151612,1
1787925344.0419543,,0.01793527603149414,55.756041794060565,,0.05530001362785697,0.00999998883344233,1,,0,0,,0,hover,0.018999999156221747,1
1787925344.096793,,0.05483865737915039,18.235311508195295,,21.747699996922165,0.0042000028770416975,1,4.577599989715964,1,0,17.153299995698035,1,hover,0.009400013368576765,1
1787925344.1083016,,0.011508703231811523,86.8907625696588,,0.04719998105429113,0.007499998901039362,1,,0,0,,0,hover,0.016400008462369442,1
1787925344.1581721,,0.04987049102783203,20.05193811791253,,16.739500017138198,0.0037999998312443495,1,,0,0,16.71840000199154,1,hover,0.00890000956133008,1
1787925344.1751606,,0.016988515853881836,58.863293803943584,,0.04260000423528254,0.006299989763647318,1,,0,0,,0,hover,0.016200006939470768,1
