t,seq,frame_age_ms,distance_m,face_raw,crop_ok,face_bbox_w,face_bbox_h,faceid_score,face_auth,embed_ms,battery,segment
1789899075.1640828,1185,5.98,0.5,1,1,382,382,0.6985,1,7.38,100.0,1
1789899075.2259204,1186,7.98,0.5,1,1,382,382,0.5938,1,6.227,100.0,1
1789899075.2717948,1187,12.96,0.5,1,1,382,382,0.4801,1,6.29,100.0,1
1789899075.2877522,1188,5.98,0.5,1,1,382,382,0.3998,1,8.273,100.0,1
1789899075.319175,1189,1.0,0.5,1,0,382,382,,,,100.0,1
1789899075.3962615,1190,13.65,0.5,1,0,382,382,,,,100.0,1
1789899075.4277282,1191,5.09,0.5,1,0,382,382,,,,100.0,1
1789899075.4601712,1192,8.77,0.5,1,1,367,367,0.4897,1,8.953,100.0,1
1789899075.5052905,1193,1.0,0.5,1,1,367,367,0.4852,1,10.335,100.0,1
1789899075.5833435,1194,9.95,0.5,1,1,367,367,0.4835,1,6.604,100.0,1
1789899075.5993063,1196,6.98,0.5,1,1,367,367,0.5008,1,6.288,100.0,1
1789899075.6611454,1197,9.98,0.5,1,1,367,367,0.4856,1,7.127,100.0,1
1789899075.7225611,1198,7.15,0.5,1,1,367,367,0.4928,1,10.024,100.0,1
1789899075.7853415,1200,1.0,0.5,1,1,367,367,0.4582,1,10.249,100.0,1
1789899075.8602886,1201,5.12,0.5,1,0,367,367,,,,100.0,1
1789899075.8918774,1202,11.64,0.5,1,0,367,367,,,,100.0,1
1789899075.954595,1204,5.52,0.5,1,1,329,328,0.6954,1,7.929,100.0,1
1789899076.0159373,1205,1.0,0.5,1,1,329,328,0.6893,1,8.112,100.0,1
1789899076.0777717,1206,13.96,0.5,1,1,329,328,0.6093,1,8.364,100.0,1
1789899076.094245,1207,13.48,0.5,1,1,329,328,0.5863,1,9.066,100.0,1
1789899076.1261513,1208,11.97,0.5,1,1,329,328,0.5872,1,8.932,100.0,1
1789899076.186987,1209,0.0,0.5,1,1,329,328,0.6406,1,7.445,100.0,1
1789899076.2624972,1211,5.6,0.5,1,1,329,328,0.6068,1,8.625,100.0,1
1789899076.3253205,1212,1.99,0.5,1,0,329,328,,,,100.0,1
1789899076.3332996,1213,1.99,0.5,1,0,329,328,,,,100.0,1
1789899076.3865805,1214,5.52,0.5,1,0,329,328,,,,100.0,1
1789899076.4341066,1215,8.68,0.5,1,0,329,328,,,,100.0,1
1789899076.4501703,1216,2.99,0.5,1,1,307,307,0.733,1,8.699,100.0,1
1789899076.4968698,1217,0.68,0.5,1,1,307,307,0.7373,1,6.339,100.0,1
1789899076.5262985,1218,14.96,0.5,1,1,307,307,0.8053,1,8.212,100.0,1
1789899076.588133,1219,10.97,0.5,1,1,307,307,0.8028,1,6.21,100.0,1
1789899076.633014,1220,2.0,0.5,1,1,307,307,0.7695,1,8.689,100.0,1
1789899076.6509666,1221,3.99,0.5,1,1,307,307,0.7746,1,8.037,100.0,1
1789899076.7098086,1222,7.98,0.5,1,1,307,307,0.7563,1,7.506,100.0,1
1789899076.7706957,1223,2.04,0.5,1,1,307,307,0.7304,1,6.945,100.0,1
1789899076.7866025,1224,7.98,0.5,1,1,307,307,0.7134,1,6.252,100.0,1
1789899076.816523,1225,2.0,0.5,1,0,307,307,,,,100.0,1
1789899076.8777413,1226,10.93,0.5,1,0,307,307,,,,100.0,1
1789899076.938841,1227,1.04,0.5,1,0,307,307,,,,100.0,1
1789899076.9555573,1228,4.82,0.5,1,1,318,318,0.6822,1,9.009,100.0,1
1789899077.0163627,1230,1.0,0.5,1,1,318,318,0.6868,1,7.463,100.0,1
1789899077.1093686,1231,1.99,0.5,1,1,318,318,0.6905,1,8.846,100.0,1
1789899077.1273203,1232,11.97,0.5,1,1,318,318,0.7018,1,9.935,100.0,1
1789899077.2486196,1233,2.0,0.5,1,1,318,318,0.6925,1,11.702,100.0,1
1789899077.272523,1235,15.96,0.5,1,1,318,318,0.6653,1,10.958,100.0,1
1789899077.2944658,1236,13.96,0.5,1,1,318,318,0.6524,1,10.594,100.0,1
1789899077.3710842,1238,5.73,0.5,1,0,318,318,,,,100.0,1
1789899077.4180038,1239,1.0,0.5,1,0,318,318,,,,100.0,1
1789899077.509737,1241,12.78,0.5,1,0,318,318,,,,100.0,1
1789899077.5196707,1242,3.0,0.5,1,0,318,318,,,,100.0,1
1789899077.6198006,1244,10.67,0.5,1,1,307,307,0.8145,1,7.698,100.0,1
1789899077.6806686,1246,2.03,0.5,1,1,307,307,0.8202,1,7.554,100.0,1
1789899077.7584329,1247,11.21,0.5,1,1,307,307,0.8192,1,8.387,100.0,1
1789899077.7783837,1248,0.0,0.5,1,1,307,307,0.8253,1,7.313,100.0,1
1789899077.850466,1250,3.38,0.5,1,1,307,307,0.812,1,6.256,100.0,1
1789899077.9129982,1251,1.0,0.5,1,1,307,307,0.8101,1,6.409,100.0,1
1789899077.9908605,1252,9.83,0.5,1,0,307,307,,,,100.0,1
1789899078.0008755,1253,9.01,0.5,1,0,307,307,,,,100.0,1
1789899078.0211275,1254,6.3,0.5,1,0,307,307,,,,100.0,1
1789899078.0851264,1255,2.0,0.5,1,0,307,307,,,,100.0,1
1789899078.1617723,1257,12.58,0.5,1,0,307,307,,,,100.0,1
1789899078.192817,1258,14.09,0.5,1,0,307,307,,,,100.0,1
1789899078.2715962,1259,3.99,0.5,1,0,307,307,,,,100.0,1
1789899078.285508,1260,5.15,0.5,1,1,308,308,0.8101,1,7.546,100.0,1
1789899078.3478956,1261,12.0,0.5,1,1,308,308,0.8124,1,7.697,100.0,1
1789899078.362821,1262,12.96,0.5,1,1,308,308,0.7944,1,7.527,100.0,1
1789899078.4247057,1263,8.03,0.5,1,1,308,308,0.809,1,6.414,100.0,1
1789899078.4866078,1265,7.1,0.5,1,1,308,308,0.8072,1,6.167,100.0,1
1789899078.5482798,1266,5.31,0.5,1,1,308,308,0.8158,1,8.026,100.0,1
1789899078.6111226,1267,0.0,0.5,1,1,308,308,0.8049,1,7.202,100.0,1
1789899078.6260765,1268,9.97,0.5,1,1,308,308,0.8052,1,6.358,100.0,1
1789899078.6569934,1269,6.98,0.5,1,0,308,308,,,,100.0,1
1789899078.7190862,1270,10.09,0.5,1,0,308,308,,,,100.0,1
1789899078.7814996,1271,2.99,0.5,1,0,308,308,,,,100.0,1
1789899078.7915149,1272,8.98,0.5,1,0,308,308,,,,100.0,1
1789899078.8601718,1274,9.89,0.5,1,0,308,308,,,,100.0,1
1789899078.9669945,1276,11.19,0.5,1,1,314,314,0.7105,1,6.598,100.0,1
1789899079.0288653,1278,5.02,0.5,1,1,314,314,0.7101,1,7.378,100.0,1
1789899079.0920517,1279,1.03,0.5,1,1,314,314,0.7075,1,6.673,100.0,1
1789899079.1239157,1280,6.98,0.5,1,1,314,314,0.6985,1,6.57,100.0,1
1789899079.1538348,1281,7.98,0.5,1,1,314,314,0.7026,1,6.053,100.0,1
1789899079.2007093,1282,9.97,0.5,1,1,314,314,0.697,1,6.294,100.0,1
1789899079.2624187,1283,3.36,0.5,1,1,314,314,0.7206,1,6.157,100.0,1
1789899079.293381,1284,11.01,0.5,1,1,314,314,0.7199,1,8.322,100.0,1
1789899079.3397806,1285,11.97,0.5,1,0,314,314,,,,100.0,1
1789899079.351749,1286,5.98,0.5,1,0,314,314,,,,100.0,1
1789899079.4166086,1287,2.03,0.5,1,0,314,314,,,,100.0,1
1789899079.4803693,1288,15.59,0.5,1,1,320,320,0.7274,1,6.7,100.0,1
1789899079.501442,1289,21.07,0.5,1,1,320,320,0.7324,1,7.883,100.0,1
1789899079.5408444,1290,1.0,0.5,1,1,320,320,0.7297,1,8.343,100.0,1
1789899079.587719,1291,3.99,0.5,1,1,320,320,0.7033,1,9.033,100.0,1
1789899079.6345925,1292,4.99,0.5,1,1,320,320,0.7115,1,7.911,100.0,1
1789899079.6645489,1293,12.0,0.5,1,1,320,320,0.6972,1,7.494,100.0,1
1789899079.7113883,1294,11.97,0.5,1,1,320,320,0.6955,1,7.856,100.0,1
1789899079.7742457,1295,5.01,0.5,1,1,320,320,0.7061,1,7.063,100.0,1
1789899079.789205,1296,10.96,0.5,1,1,320,320,0.6957,1,8.444,100.0,1
1789899079.8201218,1297,1.0,0.5,1,1,320,320,0.6876,1,8.485,100.0,1
1789899079.88196,1298,6.98,0.5,1,0,320,320,,,,100.0,1
1789899079.959528,1300,11.12,0.5,1,1,320,320,0.704,1,8.929,100.0,1
1789899080.0202005,1302,2.0,0.5,1,1,320,320,0.7602,1,8.608,100.0,1
1789899080.112876,1303,1.05,0.5,1,1,320,320,0.7351,1,9.211,100.0,1
1789899080.133795,1304,15.98,0.5,1,1,320,320,0.7556,1,11.424,100.0,1
1789899080.1906471,1306,9.0,0.5,1,1,320,320,0.7621,1,7.935,100.0,1
1789899080.2525034,1307,6.03,0.5,1,1,320,320,0.7787,1,7.945,100.0,1
1789899080.330147,1309,2.04,0.5,1,0,320,320,,,,100.0,1
1789899080.3910954,1310,3.76,0.5,1,0,320,320,,,,100.0,1
1789899080.4696288,1312,11.77,0.5,1,0,320,320,,,,100.0,1
1789899080.4864066,1313,3.02,0.5,1,0,320,320,,,,100.0,1
1789899080.563546,1314,7.68,0.5,1,0,320,320,,,,100.0,1
1789899080.6249392,1315,2.0,0.5,1,0,320,320,,,,100.0,1
1789899080.6349113,1316,8.98,0.5,1,1,319,319,0.8063,1,8.808,100.0,1
1789899080.7020397,1318,8.98,0.5,1,1,319,319,0.8075,1,6.384,100.0,1
1789899080.7479162,1319,1.0,0.5,1,1,319,319,0.7948,1,6.09,100.0,1
1789899080.811017,1320,14.23,0.5,1,1,319,319,0.7573,1,8.177,100.0,1
1789899080.8279395,1321,16.92,0.5,1,1,319,319,0.7461,1,6.161,100.0,1
1789899080.8718197,1322,6.98,0.5,1,1,319,319,0.7513,1,8.668,100.0,1
1789899080.949946,1323,14.79,0.5,1,1,319,319,0.7583,1,8.643,100.0,1
1789899080.968862,1324,18.92,0.5,1,1,319,319,0.757,1,8.933,100.0,1
1789899080.986816,1325,2.99,0.5,1,0,319,319,,,,100.0,1
1789899081.0418427,1326,9.58,0.5,1,0,319,319,,,,100.0,1
1789899081.1041577,1327,2.99,0.5,1,0,319,319,,,,100.0,1
1789899081.1339443,1328,12.89,0.5,1,1,296,296,0.8505,1,8.821,100.0,1
1789899081.1956904,1330,11.0,0.5,1,1,296,296,0.8592,1,7.633,100.0,1
1789899081.2575462,1331,10.02,0.5,1,1,296,296,0.86,1,6.181,100.0,1
1789899081.2884133,1332,5.98,0.5,1,1,296,296,0.857,1,6.014,100.0,1
1789899081.3198354,1333,2.99,0.5,1,1,296,296,0.8616,1,6.28,100.0,1
1789899081.3502607,1334,2.99,0.5,1,1,296,296,0.8618,1,9.433,100.0,1
1789899081.4280856,1335,13.0,0.5,1,1,296,296,0.861,1,7.169,100.0,1
1789899081.4579725,1336,10.97,0.5,1,1,296,296,0.8505,1,9.723,100.0,1
1789899081.4898887,1337,7.98,0.5,1,0,296,296,,,,100.0,1
1789899081.5198069,1338,0.0,0.5,1,0,296,296,,,,100.0,1
1789899081.5822935,1339,1.01,0.5,1,0,296,296,,,,100.0,1
1789899081.597731,1340,3.48,0.5,1,1,306,306,0.8536,1,11.8,100.0,1
1789899081.659592,1341,12.0,0.5,1,1,306,306,0.8382,1,6.461,100.0,1
1789899081.6914768,1342,14.96,0.5,1,1,306,306,0.832,1,8.678,100.0,1
1789899081.7529202,1343,1.03,0.5,1,1,306,306,0.8535,1,6.27,100.0,1
1789899081.7838037,1344,6.98,0.5,1,1,306,306,0.8589,1,6.73,100.0,1
1789899081.8297136,1345,13.0,0.5,1,1,306,306,0.8566,1,8.077,100.0,1
1789899081.8605983,1346,4.99,0.5,1,1,306,306,0.8116,1,7.887,100.0,1
1789899081.9229422,1347,3.0,0.5,1,1,306,306,0.7622,1,6.185,100.0,1
1789899081.953369,1348,5.98,0.5,1,0,306,306,,,,100.0,1
1789899081.9849164,1349,5.62,0.5,1,0,306,306,,,,100.0,1
1789899082.0162258,1350,1.99,0.5,1,0,306,306,,,,100.0,1
1789899082.092623,1351,10.82,0.5,1,0,306,306,,,,100.0,1
1789899082.125288,1352,10.04,0.5,1,1,304,304,0.8219,1,8.802,100.0,1
1789899082.1537366,1353,5.98,0.5,1,1,304,304,0.8189,1,10.268,100.0,1
1789899082.1866486,1354,5.98,0.5,1,1,304,304,0.8065,1,9.002,100.0,1
1789899082.2638652,1355,13.09,0.5,1,1,304,304,0.8021,1,8.409,100.0,1
1789899082.2838457,1356,3.02,0.5,1,1,304,304,0.8348,1,9.651,100.0,1
1789899082.326313,1357,11.58,0.5,1,1,304,304,0.8446,1,7.955,100.0,1
1789899082.3568165,1358,8.02,0.5,1,1,304,304,0.8386,1,6.096,100.0,1
1789899082.4339318,1359,14.28,0.5,1,1,304,304,0.7633,1,8.501,100.0,1
1789899082.454882,1360,5.99,0.5,1,1,304,304,0.756,1,7.62,100.0,1
1789899082.4958072,1361,14.0,0.5,1,0,304,304,,,,100.0,1
1789899082.5258656,1362,9.15,0.5,1,0,304,304,,,,100.0,1
1789899082.5879335,1363,2.99,0.5,1,0,304,304,,,,100.0,1
1789899082.5979056,1364,5.98,0.5,1,1,306,306,0.8069,1,9.534,100.0,1
1789899082.6487706,1365,2.99,0.5,1,1,306,306,0.7861,1,8.277,100.0,1
1789899082.679719,1366,1.03,0.5,1,1,306,306,0.8133,1,7.986,100.0,1
1789899082.757287,1367,9.21,0.5,1,1,306,306,0.8494,1,10.52,100.0,1
1789899082.7892394,1368,8.01,0.5,1,1,306,306,0.854,1,7.951,100.0,1
1789899082.8191528,1369,6.01,0.5,1,1,306,306,0.8627,1,8.139,100.0,1
1789899082.8500805,1370,2.03,0.5,1,1,306,306,0.8595,1,8.426,100.0,1
1789899082.925892,1371,12.15,0.5,1,1,306,306,0.7657,1,8.584,100.0,1
1789899082.9573262,1372,10.97,0.5,1,0,306,306,,,,100.0,1
1789899082.988828,1373,10.01,0.5,1,0,306,306,,,,100.0,1
1789899083.0190814,1374,6.26,0.5,1,0,306,306,,,,100.0,1
1789899083.0818658,1375,1.0,0.5,1,0,306,306,,,,100.0,1
1789899083.1278698,1376,12.64,0.5,1,1,300,300,0.7988,1,6.463,100.0,1
1789899083.158297,1377,9.97,0.5,1,1,300,300,0.8292,1,7.84,100.0,1
1789899083.1902115,1378,7.98,0.5,1,1,300,300,0.8452,1,9.285,100.0,1
1789899083.2510476,1379,4.99,0.5,1,1,300,300,0.8598,1,8.979,100.0,1
1789899083.2819893,1380,2.02,0.5,1,1,300,300,0.8492,1,8.918,100.0,1
1789899083.3283503,1381,11.48,0.5,1,1,300,300,0.8602,1,8.636,100.0,1
1789899083.3473,1382,1.0,0.5,1,1,300,300,0.8577,1,8.319,100.0,1
1789899083.4193153,1383,1.0,0.5,1,1,300,300,0.8457,1,7.37,100.0,1
1789899083.4661894,1384,13.96,0.5,1,1,300,300,0.85,1,7.613,100.0,1
1789899083.4971416,1385,14.99,0.5,1,0,300,300,,,,100.0,1
1789899083.5286312,1386,12.58,0.5,1,0,300,300,,,,100.0,1
1789899083.5903227,1388,0.0,0.5,1,1,301,301,0.7361,1,8.7,100.0,1
1789899083.651708,1389,4.02,0.5,1,1,301,301,0.7106,1,6.143,100.0,1
1789899083.683627,1390,2.03,0.5,1,1,301,301,0.7159,1,6.37,100.0,1
1789899083.7610288,1391,13.16,0.5,1,1,301,301,0.7345,1,8.493,100.0,1
1789899083.7929454,1392,9.97,0.5,1,1,301,301,0.7398,1,6.257,100.0,1
1789899083.822866,1393,7.98,0.5,1,1,301,301,0.7418,1,7.548,100.0,1
1789899083.8537831,1394,4.99,0.5,1,1,301,301,0.751,1,7.362,100.0,1
1789899083.9156675,1395,3.04,0.5,1,1,301,301,0.7291,1,6.235,100.0,1
1789899083.947526,1396,1.48,0.5,1,0,301,301,,,,100.0,1
1789899083.9939823,1397,11.35,0.5,1,0,301,301,,,,100.0,1
1789899084.0242302,1398,8.61,0.5,1,0,301,301,,,,100.0,1
1789899084.088093,1399,3.77,0.5,1,0,301,301,,,,100.0,1
1789899084.1325235,1400,4.99,0.5,1,1,298,298,0.868,1,9.405,100.0,1
1789899084.158968,1401,7.98,0.5,1,1,298,298,0.8594,1,7.796,100.0,1
1789899084.194874,1402,12.97,0.5,1,1,298,298,0.8721,1,7.528,100.0,1
1789899084.2548,1403,5.07,0.5,1,1,298,298,0.8683,1,6.227,100.0,1
1789899084.2856307,1404,4.99,0.5,1,1,298,298,0.8631,1,7.539,100.0,1
1789899084.3165467,1405,2.99,0.5,1,1,298,298,0.8794,1,7.826,100.0,1
1789899084.3634348,1406,14.46,0.5,1,1,298,298,0.872,1,7.366,100.0,1
1789899084.4242768,1407,10.98,0.5,1,1,298,298,0.8617,1,6.406,100.0,1
1789899084.4551883,1408,8.98,0.5,1,1,298,298,0.8673,1,6.066,100.0,1
1789899084.485108,1409,3.99,0.5,1,0,298,298,,,,100.0,1
1789899084.516612,1410,3.07,0.5,1,0,298,298,,,,100.0,1
1789899084.5948217,1412,1.99,0.5,1,1,300,300,0.8652,1,7.379,100.0,1
1789899084.6566257,1413,12.96,0.5,1,1,300,300,0.86,1,7.778,100.0,1
1789899084.6875448,1414,5.98,0.5,1,1,300,300,0.8707,1,7.888,100.0,1
1789899084.7498817,1415,1.0,0.5,1,1,300,300,0.849,1,6.185,100.0,1
1789899084.7967563,1416,13.96,0.5,1,1,300,300,0.8205,1,8.5,100.0,1
1789899084.8276737,1417,11.97,0.5,1,1,300,300,0.8007,1,8.201,100.0,1
1789899084.8575933,1418,6.98,0.5,1,1,300,300,0.795,1,6.957,100.0,1
1789899084.9197512,1419,4.31,0.5,1,1,300,300,0.7794,1,7.825,100.0,1
1789899084.9511802,1420,2.99,0.5,1,0,300,300,,,,100.0,1
1789899084.9816036,1421,3.99,0.5,1,0,300,300,,,,100.0,1
1789899085.0276287,1422,10.7,0.5,1,0,300,300,,,,100.0,1
1789899085.0584047,1423,7.77,0.5,1,0,300,300,,,,100.0,1
1789899085.1197736,1424,3.08,0.5,1,1,321,321,0.8117,1,8.919,100.0,1
1789899085.1512012,1425,1.0,0.5,1,1,321,321,0.8083,1,11.604,100.0,1
1789899085.1826532,1426,1.02,0.5,1,1,321,321,0.8123,1,8.199,100.0,1
1789899085.2295296,1427,13.0,0.5,1,1,321,321,0.8077,1,7.757,100.0,1
1789899085.2913861,1428,12.02,0.5,1,1,321,321,0.8146,1,6.256,100.0,1
1789899085.3222518,1429,8.98,0.5,1,1,321,321,0.7325,1,6.266,100.0,1
1789899085.3541677,1430,6.98,0.5,1,1,321,321,0.7516,1,10.298,100.0,1
1789899085.3846343,1431,2.99,0.5,1,1,321,321,0.7254,1,12.78,100.0,1
1789899085.4613955,1432,9.97,0.5,1,1,321,321,0.718,1,11.363,100.0,1
1789899085.4853334,1433,4.99,0.5,1,0,321,321,,,,100.0,1
1789899085.523839,1434,10.97,0.5,1,0,321,321,,,,100.0,1
1789899085.5550568,1435,8.73,0.5,1,0,321,321,,,,100.0,1
1789899085.602431,1436,10.97,0.5,1,1,321,321,0.7802,1,9.613,100.0,1
1789899085.6488802,1437,2.99,0.5,1,1,321,321,0.7783,1,12.107,100.0,1
1789899085.6947901,1438,14.99,0.5,1,1,321,321,0.7785,1,10.797,100.0,1
1789899085.7182875,1439,5.0,0.5,1,1,321,321,0.779,1,13.238,100.0,1
1789899085.788704,1440,7.02,0.5,1,1,321,321,0.7813,1,11.785,100.0,1
1789899085.8126388,1441,2.03,0.5,1,1,321,321,0.7796,1,13.722,100.0,1
1789899085.8521447,1442,5.98,0.5,1,1,321,321,0.7602,1,13.728,100.0,1
1789899085.8820956,1443,3.02,0.5,1,1,321,321,0.7612,1,13.175,100.0,1
1789899085.9590378,1444,11.56,0.5,1,0,321,321,,,,100.0,1
1789899085.9909298,1445,12.78,0.5,1,0,321,321,,,,100.0,1
1789899086.0218768,1446,11.05,0.5,1,0,321,321,,,,100.0,1
1789899086.0522883,1447,6.37,0.5,1,0,321,321,,,,100.0,1
1789899086.114384,1448,3.51,0.5,1,1,314,314,0.8063,1,9.182,100.0,1
1789899086.160333,1449,13.0,0.5,1,1,314,314,0.7994,1,8.84,100.0,1
1789899086.192222,1450,9.98,0.5,1,1,314,314,0.8018,1,12.292,100.0,1
1789899086.217147,1451,2.0,0.5,1,1,314,314,0.8006,1,13.136,100.0,1
1789899086.2829697,1452,1.99,0.5,1,1,314,314,0.7962,1,11.251,100.0,1
1789899086.329844,1453,13.96,0.5,1,1,314,314,0.7988,1,10.617,100.0,1
1789899086.3527837,1454,2.99,0.5,1,1,314,314,0.804,1,12.374,100.0,1
1789899086.391194,1455,2.99,0.5,1,1,314,314,0.806,1,11.209,100.0,1
1789899086.4530287,1456,3.99,0.5,1,1,314,314,0.804,1,12.052,100.0,1
1789899086.4989402,1457,12.96,0.5,1,0,314,314,,,,100.0,1
1789899086.5298579,1458,14.0,0.5,1,0,314,314,,,,100.0,1
1789899086.5617352,1459,14.33,0.5,1,0,314,314,,,,100.0,1
1789899086.5932088,1460,4.07,0.5,1,1,322,322,0.7952,1,9.201,100.0,1
1789899086.654589,1461,6.02,0.5,1,1,322,322,0.7973,1,12.263,100.0,1
1789899086.6804855,1462,1.99,0.5,1,1,322,322,0.7962,1,13.074,100.0,1
1789899086.7164247,1463,4.02,0.5,1,1,322,322,0.7886,1,14.487,100.0,1
1789899086.7941947,1464,12.96,0.5,1,1,322,322,0.7696,1,11.682,100.0,1
1789899086.8181314,1465,4.99,0.5,1,1,322,322,0.7601,1,13.502,100.0,1
1789899086.8575385,1466,9.97,0.5,1,1,322,322,0.7587,1,16.477,100.0,1
1789899086.8874564,1467,5.98,0.5,1,1,322,322,0.7409,1,11.774,100.0,1
1789899086.96427,1468,13.47,0.5,1,0,322,322,,,,100.0,1
1789899086.9948177,1469,10.73,0.5,1,0,322,322,,,,100.0,1
1789899087.0255637,1470,10.76,0.5,1,0,322,322,,,,100.0,1
1789899087.0563226,1471,9.07,0.5,1,0,322,322,,,,100.0,1
1789899087.1180673,1472,0.0,0.5,1,1,316,316,0.8383,1,9.104,100.0,1
1789899087.148979,1473,1.0,0.5,1,1,316,316,0.8363,1,12.178,100.0,1
1789899087.1948874,1474,6.02,0.5,1,1,316,316,0.8369,1,12.165,100.0,1
1789899087.2187922,1475,3.99,0.5,1,1,316,316,0.8449,1,12.106,100.0,1
1789899087.2876058,1476,6.98,0.5,1,1,316,316,0.8565,1,12.659,100.0,1
1789899087.3175259,1477,1.0,0.5,1,1,316,316,0.8498,1,11.994,100.0,1
1789899087.3640115,1478,10.58,0.5,1,1,316,316,0.8463,1,10.814,100.0,1
1789899087.3879123,1479,5.98,0.5,1,1,316,316,0.8455,1,10.411,100.0,1
1789899087.4567568,1480,10.0,0.5,1,1,316,316,0.8095,1,11.171,100.0,1
1789899087.480666,1481,2.0,0.5,1,0,316,316,,,,100.0,1
1789899087.519135,1482,5.02,0.5,1,0,316,316,,,,100.0,1
1789899087.5506518,1483,4.19,0.5,1,0,316,316,,,,100.0,1
1789899087.5984666,1484,9.34,0.5,1,1,320,320,0.8095,1,9.302,100.0,1
1789899087.6593022,1485,12.96,0.5,1,1,320,320,0.8091,1,9.546,100.0,1
1789899087.6812778,1486,2.03,0.5,1,1,320,320,0.8128,1,13.062,100.0,1
1789899087.7201393,1487,6.98,0.5,1,1,320,320,0.8053,1,14.407,100.0,1
1789899087.783485,1488,3.99,0.5,1,1,320,320,0.8016,1,13.622,100.0,1
1789899087.8273654,1489,12.97,0.5,1,1,320,320,0.8014,1,12.5,100.0,1
1789899087.8572862,1490,10.97,0.5,1,1,320,320,0.8001,1,16.585,100.0,1
1789899087.8882074,1491,5.99,0.5,1,1,320,320,0.8187,1,14.034,100.0,1
1789899087.952031,1492,2.99,0.5,1,0,320,320,,,,100.0,1
1789899087.9824913,1493,1.0,0.5,1,0,320,320,,,,100.0,1
1789899088.030254,1494,8.44,0.5,1,0,320,320,,,,100.0,1
1789899088.060357,1495,13.18,0.5,1,0,320,320,,,,100.0,1
1789899088.122702,1496,10.37,0.5,1,1,316,316,0.8249,1,9.747,100.0,1
1789899088.1506157,1497,0.0,0.5,1,1,316,316,0.8224,1,13.041,100.0,1
1789899088.184071,1498,5.02,0.5,1,1,316,316,0.8222,1,12.336,100.0,1
1789899088.2309413,1499,13.99,0.5,1,1,316,316,0.8356,1,11.942,100.0,1
1789899088.2917492,1500,6.98,0.5,1,1,316,316,0.8231,1,11.57,100.0,1
1789899088.3166835,1501,1.0,0.5,1,1,316,316,0.8117,1,11.162,100.0,1
1789899088.352585,1502,4.99,0.5,1,1,316,316,0.8023,1,11.478,100.0,1
1789899088.3845174,1503,3.99,0.5,1,1,316,316,0.8021,1,11.367,100.0,1
1789899088.459317,1504,8.98,0.5,1,1,316,316,0.8399,1,11.52,100.0,1
1789899088.4902472,1505,6.0,0.5,1,0,316,316,,,,100.0,1
1789899088.5211527,1506,4.99,0.5,1,0,316,316,,,,100.0,1
1789899088.5527542,1507,4.67,0.5,1,0,316,316,,,,100.0,1
1789899088.5983932,1508,7.29,0.5,1,1,339,339,0.613,1,8.937,100.0,1
1789899088.6452544,1509,1.03,0.5,1,1,339,339,0.6192,1,11.795,100.0,1
1789899088.6910927,1510,11.97,0.5,1,1,339,339,0.6104,1,12.126,100.0,1
1789899088.7150314,1511,2.99,0.5,1,1,339,339,0.6239,1,13.494,100.0,1
