t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran
1787928206.704892,140,0.008012771606445312,124.80076172339919,8.012771606445312,0.2010999887716025,0.005099980626255274,1,,0,,0,0,,0,hover,0.014399993233382702,1
1787928206.7857966,141,0.08090472221374512,12.360217953138307,2.0284652709960938,18.18939999793656,0.0051000097300857306,1,,0,,0,0,17.90810000966303,1,hover,0.02030000905506313,1
1787928206.7997596,142,0.013962984085083008,71.61792879706309,1.9946098327636719,0.21379999816417694,0.0049000082071870565,1,,0,,0,0,,0,hover,0.0158999755512923,1
1787928206.8552213,143,0.05546164512634277,18.030478499546476,1.0333061218261719,22.502200008602813,0.0044000043999403715,1,4.738499992527068,1,,0,0,17.576000012923032,1,hover,0.014200020814314485,1
1787928206.8672223,144,0.01200103759765625,83.32612841703751,1.9953250885009766,0.20029998268000782,0.0053000112529844046,1,,0,,0,0,,0,hover,0.01650000922381878,1
1787928210.3315003,145,3.464277982711792,0.2886604380452209,3.99017333984375,26.859299978241324,0.005600013537332416,1,,0,,0,0,26.810599985765293,1,search_360,0.027399975806474686,1
1787928210.3404763,146,0.008975982666015625,111.40841478963026,11.967897415161133,0.03190001007169485,0.005499983672052622,1,,0,,0,0,,0,search_360,0.013500015484169126,1
1787928210.3972845,147,0.0568082332611084,17.60308220471648,1.992940902709961,27.280300011625513,0.006799993570894003,1,6.7922000016551465,1,,0,0,20.197800011374056,1,search_360,0.018799997633323073,1
1787928210.4062598,148,0.00897526741027832,111.41729313321822,7.977962493896484,0.2313000150024891,0.005399982910603285,1,,0,,0,0,,0,search_360,0.014400022337213159,1
1787928210.4954898,149,0.08923006057739258,11.206985555418989,0.9973049163818359,26.35349999764003,0.005500012775883079,1,,0,,0,0,26.158100023167208,1,search_360,0.014399993233382702,1
1787928210.5077298,150,0.012239933013916016,81.69979352526394,7.889509201049805,0.23030000738799572,0.006300018867477775,1,,0,,0,0,,0,search_360,0.017799990018829703,1
1787928210.565399,151,0.05766916275024414,17.340289893419104,1.9960403442382812,32.182599999941885,0.005499983672052622,1,5.458500003442168,1,,0,0,26.349499996285886,1,search_360,0.031100003980100155,1
1787928210.5743752,152,0.008976221084594727,111.40545565619273,34.41786766052246,0.4178999806754291,0.0049000082071870565,1,,0,,0,0,,0,search_360,0.012100004823878407,1
1787928210.6590023,153,0.08462715148925781,11.816538574229755,10.673284530639648,18.242499994812533,0.0047000066842883825,1,,0,,0,0,17.769199999747798,1,search_360,0.013999990187585354,1
1787928210.6693404,154,0.010338068008422852,96.72987246604092,7.291316986083984,0.4234999942127615,0.0048999791033566,1,,0,,0,0,,0,search_360,0.012500007869675756,1
1787928210.7273476,155,0.058007240295410156,17.239227291409783,6.9789886474609375,23.159799980930984,0.0045000051613897085,1,4.911799973342568,1,,0,0,17.839000007370487,1,search_360,0.01300001167692244,1
1787928210.7367485,156,0.00940084457397461,106.37342125285316,6.107568740844727,0.4650999908335507,0.005699985194951296,1,,0,,0,0,,0,search_360,0.012500007869675756,1
1787928210.8173647,157,0.08061623573303223,12.404449189510512,1.9617080688476562,20.04480001050979,0.0044000043999403715,1,,0,,0,0,19.583200017223135,1,search_360,0.0158999755512923,1
1787928210.83236,158,0.014995336532592773,66.68739963431115,0.9975433349609375,0.4394999996293336,0.005500012775883079,1,,0,,0,0,,0,search_360,0.013699987903237343,1
1787928210.8877587,159,0.05539870262145996,18.050964240679292,1.9993782043457031,24.32779999799095,0.005399982910603285,1,5.283899983623996,1,,0,0,18.78250000299886,1,search_360,0.014899997040629387,1
1787928210.900661,160,0.012902259826660156,77.50580235050631,2.1877288818359375,0.2648000081535429,0.004999979864805937,1,,0,,0,0,,0,search_360,0.03190001007169485,1
1787928210.9903533,161,0.08969235420227051,11.149222348928886,2.1364688873291016,21.678499993868172,0.0045000051613897085,1,,0,,0,0,21.430299995699897,1,search_360,0.01729998621158302,1
1787928211.0013528,162,0.010999441146850586,90.91370976482064,3.0214786529541016,0.19359998987056315,0.0051000097300857306,1,,0,,0,0,,0,search_360,0.014299992471933365,1
1787928211.0573814,163,0.05602860450744629,17.848026178612006,1.6536712646484375,24.650200008181855,0.005399982910603285,1,5.168200004845858,1,,0,0,19.256700004916638,1,search_360,0.01580000389367342,1
1787928211.068382,164,0.011000633239746094,90.90385782401387,6.013631820678711,0.1824999926611781,0.0049000082071870565,1,,0,,0,0,,0,search_360,0.011800002539530396,1
1787928211.1536977,165,0.08531570434570312,11.72117147328415,1.9977092742919922,19.526699994457886,0.006099988240748644,1,,0,,0,0,19.282299996120855,1,search_360,0.01829999382607639,1
1787928211.166693,166,0.012995243072509766,76.95123472645213,2.0263195037841797,0.21239998750388622,0.005600013537332416,1,,0,,0,0,,0,search_360,0.015700003132224083,1
1787928211.2277422,167,0.06104922294616699,16.38022487004948,0.0,25.865000003250316,0.0051000097300857306,1,5.3573000186588615,1,,0,0,20.36189998034388,1,search_360,0.015300000086426735,1
1787928211.2387357,168,0.010993480682373047,90.96300151810887,6.01649284362793,0.13619998935610056,0.0049000082071870565,1,,0,,0,0,,0,search_360,0.011900003300979733,1
1787928211.3209379,169,0.08220219612121582,12.165125108402146,1.0304450988769531,19.931299990275875,0.0048000074457377195,1,,0,,0,0,19.771499995840713,1,search_360,0.018799997633323073,1
1787928211.3341804,170,0.013242483139038086,75.51453828565256,1.032114028930664,0.1770000089891255,0.005799985956400633,1,,0,,0,0,,0,search_360,0.01500002690590918,1
1787928211.392547,171,0.05836653709411621,17.133104854027867,1.0290145874023438,25.20830000867136,0.005699985194951296,1,5.293599999276921,1,,0,0,19.767000019783154,1,search_360,0.014999997802078724,1
1787928211.4154856,172,0.02293872833251953,43.59439570947491,19.94633674621582,0.15140001778490841,0.005499983672052622,1,,0,,0,0,,0,search_360,0.017600017599761486,1
1787928211.4869637,173,0.07147812843322754,13.990293561395726,1.0349750518798828,19.968100008554757,0.0048999791033566,1,,0,,0,0,19.826300005661324,1,search_360,0.0137000170070678,1
1787928211.5026953,174,0.0157315731048584,63.56643377839747,2.1195411682128906,0.15050001093186438,0.005600013537332416,1,,0,,0,0,,0,search_360,0.013899989426136017,1
1787928211.564064,176,0.061368703842163086,16.294950640833882,0.9977817535400391,24.602899997262284,0.019099999917671084,1,5.308599997079,1,,0,0,19.131700013531372,1,search_360,0.01479999627918005,1
1787928211.6310558,177,0.06699180603027344,14.927198701705436,1.024007797241211,0.16820000018924475,0.0053000112529844046,1,,0,,0,0,,0,search_360,0.013399985618889332,1
1787928211.7135458,178,0.0824899673461914,12.122686335942287,13.55123519897461,35.0814999837894,0.0048000074457377195,1,,0,,0,0,34.939800010761246,1,search_360,0.013699987903237343,1
1787928211.7240942,179,0.01054835319519043,94.80152792532152,29.497146606445312,0.1613000058569014,0.0045000051613897085,1,,0,,0,0,,0,search_360,0.012499978765845299,1
1787928211.763954,180,0.039859771728515625,25.087951000095703,10.004997253417969,23.681100021349266,0.0048000074457377195,1,4.943499981891364,1,,0,0,18.60170002328232,1,search_360,0.01379998866468668,1
1787928211.8029346,181,0.038980722427368164,25.65370618421133,5.972146987915039,0.3566000086721033,0.008600007276982069,1,,0,,0,0,,0,search_360,0.024699984351173043,1
1787928211.8520415,182,0.04910683631896973,20.363763478970135,6.803750991821289,19.5778000052087,0.0044000043999403715,1,,0,,0,0,19.43839999148622,1,search_360,0.01409999094903469,1
1787928211.8670335,183,0.014991998672485352,66.70224710166823,1.9984245300292969,0.14009998994879425,0.0051000097300857306,1,,0,,0,0,,0,search_360,0.013299984857439995,1
1787928211.9336047,184,0.06657123565673828,15.021502757682114,13.993263244628906,22.989399993093684,0.0046000059228390455,1,4.57669998286292,1,,0,0,18.279600015375763,1,search_360,0.015600002370774746,1
1787928211.9597733,185,0.0261685848236084,38.21375923614465,0.0,0.15090001397766173,0.0047000066842883825,1,,0,,0,0,,0,search_360,0.012399978004395962,1
1787928212.022194,186,0.06242060661315918,16.02035055822712,3.9882659912109375,18.527000007452443,0.0046000059228390455,1,,0,,0,0,18.393700011074543,1,search_360,0.013299984857439995,1
1787928212.0325174,187,0.010323524475097656,96.86614318706698,0.8075237274169922,0.1348000077996403,0.0045000051613897085,1,,0,,0,0,,0,search_360,0.011399999493733048,1
1787928212.1111038,188,0.07858633995056152,12.724857788632193,2.9935836791992188,44.297700020251796,0.0048000074457377195,1,4.815599997527897,1,,0,0,39.33100000722334,1,search_360,0.014399993233382702,1
1787928212.1310542,189,0.019950389862060547,50.12433375558689,0.9973049163818359,0.14719998580403626,0.0045000051613897085,1,,0,,0,0,,0,search_360,0.01270000939257443,1
1787928212.1934917,190,0.06243753433227539,16.01600720935383,10.970354080200195,18.124999973224476,0.005500012775883079,1,,0,,0,0,17.95419998234138,1,search_360,0.015199999324977398,1
1787928212.2066553,191,0.013163566589355469,75.9672534956169,9.152889251708984,0.2579999854788184,0.004999979864805937,1,,0,,0,0,,0,search_360,0.013400014722719789,1
1787928212.2624514,192,0.055796146392822266,17.922384692299147,8.010387420654297,25.47459999914281,0.0049000082071870565,1,4.659099999116734,1,,0,0,20.664400013629347,1,search_360,0.013300013961270452,1
1787928212.3027766,193,0.040325164794921875,24.79841074638161,2.8638839721679688,0.34089997643604875,0.0051000097300857306,1,,0,,0,0,,0,search_360,0.0391000066883862,1
1787928212.352653,194,0.04987645149230957,20.049541819433358,1.9931793212890625,18.605299992486835,0.004799978341907263,1,,0,,0,0,18.460399995092303,1,search_360,0.01400001929141581,1
1787928212.3755214,195,0.02286839485168457,43.728473576112684,9.54747200012207,0.15969999367371202,0.005500012775883079,1,,0,,0,0,,0,search_360,0.014999997802078724,1
1787928212.4276807,196,0.05215930938720703,19.17203298411131,1.9969940185546875,25.354200013680384,0.005299982149153948,1,5.712200014386326,1,,0,0,19.493100000545382,1,search_360,0.014300021575763822,1
1787928212.465582,197,0.03790116310119629,26.384414571394423,0.9989738464355469,0.14589997590519488,0.005400012014433742,1,,0,,0,0,,0,search_360,0.012499978765845299,1
1787928212.523432,198,0.05785012245178223,17.28604811223165,2.026081085205078,20.667999982833862,0.0053000112529844046,1,,0,,0,0,20.51449997816235,1,search_360,0.014599994756281376,1
1787928212.5461655,200,0.022733449935913086,43.98804417363216,7.080316543579102,0.14719998580403626,0.005700014298781753,1,,0,,0,0,,0,search_360,0.013499986380338669,1
1787928212.6602345,201,0.11406898498535156,8.766624864141795,7.18998908996582,22.064899996621534,0.0048000074457377195,1,4.641699983039871,1,,0,0,17.300200008321553,1,search_360,0.013100012438371778,1
1787928212.6713145,202,0.011080026626586914,90.25249069352097,6.59942626953125,0.1841000048443675,0.007399998139590025,1,,0,,0,0,,0,search_360,0.0185999961104244,1
1787928212.7171006,203,0.045786142349243164,21.84066944037992,0.9970664978027344,18.009499995969236,0.0044000043999403715,1,,0,,0,0,17.861700005596504,1,search_360,0.017200014553964138,1
1787928212.732093,204,0.014992475509643555,66.70012563013852,1.02996826171875,0.221800000872463,0.005799985956400633,1,,0,,0,0,,0,search_360,0.014699995517730713,1
1787928212.8328524,205,0.10075926780700684,9.924645362800657,8.51750373840332,25.19909999682568,0.006300018867477775,1,5.391700018662959,1,,0,0,19.6146999951452,1,search_360,0.017999991541728377,1
1787928212.843823,206,0.010970592498779297,91.15277958882079,9.973287582397461,0.12809998588636518,0.0045000051613897085,1,,0,,0,0,,0,search_360,0.012800010154023767,1
1787928212.8878062,207,0.04398322105407715,22.735942844443,3.8428306579589844,19.13319999584928,0.005499983672052622,1,,0,,0,0,18.991699995240197,1,search_360,0.015500001609325409,1
1787928212.8998127,208,0.012006521224975586,83.28807164558471,1.035451889038086,0.14319998444989324,0.0044000043999403715,1,,0,,0,0,,0,search_360,0.01200000406242907,1
1787928212.9958062,209,0.0959935188293457,10.41736996617208,3.023386001586914,25.878199987346306,0.0050000089686363935,1,5.467700015287846,1,,0,0,20.24309997796081,1,search_360,0.017799990018829703,1
1787928213.0088792,210,0.013072967529296875,76.4937262912168,8.329153060913086,0.3575999871827662,0.0051000097300857306,1,,0,,0,0,,0,search_360,0.013599987141788006,1
1787928213.0558112,211,0.04693198204040527,21.30743166012182,1.9953250885009766,19.412599998759106,0.0048000074457377195,1,,0,,0,0,19.249500008299947,1,search_360,0.015900004655122757,1
1787928213.0672958,212,0.011484622955322266,87.07294996886029,1.9936561584472656,0.15540001913905144,0.005799985956400633,1,,0,,0,0,,0,search_360,0.01300001167692244,1
1787928213.1561751,213,0.08887934684753418,11.251207794263212,0.9925365447998047,24.039400013862178,0.0044000043999403715,1,4.894699988653883,1,,0,0,19.01810002163984,1,search_360,0.01309998333454132,1
1787928213.1675556,214,0.011380434036254883,87.87011082479626,0.6132125854492188,0.15919998986646533,0.0048000074457377195,1,,0,,0,0,,0,search_360,0.01309998333454132,1
1787928213.2266924,215,0.05913686752319336,16.909925092122982,1.9955635070800781,26.376299996627495,0.004999979864805937,1,,0,,0,0,26.22599998721853,1,search_360,0.014599994756281376,1
1787928213.2386599,216,0.01196742057800293,83.56019523856958,4.98652458190918,0.1472999865654856,0.005400012014433742,1,,0,,0,0,,0,search_360,0.012300006346777081,1
1787928213.3282862,217,0.08962631225585938,11.157437752713344,0.9789466857910156,26.303399994503707,0.006399990525096655,1,5.350399995222688,1,,0,0,20.59889998054132,1,search_360,0.019400002202019095,1
1787928213.350347,218,0.022060871124267578,45.32912568896574,21.01445198059082,0.38389998371712863,0.005700014298781753,1,,0,,0,0,,0,search_360,0.013699987903237343,1
1787928213.3843265,219,0.03397941589355469,29.429581813078865,0.0,18.670699995709583,0.0043000036384910345,1,,0,,0,0,18.523799983086064,1,search_360,0.01309998333454132,1
1787928213.400902,220,0.01657557487487793,60.32973260647555,1.9941329956054688,0.15999999595806003,0.004799978341907263,1,,0,,0,0,,0,search_360,0.012800010154023767,1
1787928213.5002491,221,0.09934711456298828,10.065717604369654,1.9958019256591797,33.551700005773455,0.007299997378140688,1,8.141700003761798,1,,0,0,25.211300002411008,1,search_360,0.020000006770715117,1
1787928213.5211084,222,0.020859241485595703,47.94038175791519,23.85091781616211,0.21860000560991466,0.00790000194683671,1,,0,,0,0,,0,search_360,0.02269999822601676,1
1787928213.5555978,223,0.03448939323425293,28.99442136334414,3.025054931640625,19.203700008802116,0.004299974534660578,1,,0,,0,0,19.040600018342957,1,search_360,0.013900018529966474,1
1787928213.5825896,224,0.026991844177246094,37.048228103027945,41.951894760131836,0.17380001372657716,0.004599976819008589,1,,0,,0,0,,0,search_360,0.012300006346777081,1
1787928213.6566236,225,0.07403397560119629,13.507311904830914,2.0198822021484375,26.024999999208376,0.0046000059228390455,1,5.2100000029895455,1,,0,0,20.64020000398159,1,search_360,0.016300007700920105,1
1787928213.675572,226,0.01894831657409668,52.775136835482854,11.966943740844727,0.2955000090878457,0.009000010322779417,1,,0,,0,0,,0,search_360,0.02300000051036477,1
1787928213.7176523,227,0.04208040237426758,23.76403132046822,0.9975433349609375,20.286499988287687,0.0041000021155923605,1,,0,,0,0,20.10249998420477,1,search_360,0.01650000922381878,1
1787928213.7296205,228,0.011968135833740234,83.55520140244631,0.9970664978027344,0.1660000125411898,0.005199981387704611,1,,0,,0,0,,0,search_360,0.01170000177808106,1
1787928213.8226078,229,0.0929872989654541,10.75415687008515,1.9946098327636719,24.08639999339357,0.004699977580457926,1,5.04930000170134,1,,0,0,18.889500002842396,1,search_360,0.014100020052865148,1
1787928213.8439255,230,0.021317720413208008,46.909330857928936,13.660430908203125,0.38529999437741935,0.005499983672052622,1,,0,,0,0,,0,search_360,0.012500007869675756,1
1787928213.8931518,231,0.04922628402709961,20.31435075313605,8.975982666015625,18.570900021586567,0.0045000051613897085,1,,0,,0,0,18.4210000152234,1,search_360,0.012999982573091984,1
1787928213.9046423,232,0.011490583419799805,87.02778296503787,7.750511169433594,0.16799999866634607,0.004999979864805937,1,,0,,0,0,,0,search_360,0.014300021575763822,1
1787928213.991061,233,0.08641862869262695,11.571579127421607,2.992391586303711,24.913800007198006,0.0050000089686363935,1,5.273699993267655,1,,0,0,19.48029999039136,1,search_360,0.015999976312741637,1
1787928214.0120084,234,0.02094745635986328,47.73849305713635,15.962362289428711,0.15490001533180475,0.0053000112529844046,1,,0,,0,0,,0,search_360,0.013999990187585354,1
1787928214.0511053,235,0.039096832275390625,25.577519758025172,1.9762516021728516,19.698799995239824,0.0049000082071870565,1,,0,,0,0,19.527900003595278,1,search_360,0.01580000389367342,1
1787928214.0730789,236,0.021973609924316406,45.509135888199296,6.980180740356445,0.18279999494552612,0.006999995093792677,1,,0,,0,0,,0,search_360,0.016700010746717453,1
1787928214.1586285,237,0.08554959297180176,11.689126333185627,3.9551258087158203,23.139299999456853,0.0043000036384910345,1,5.000100005418062,1,,0,0,18.00430001458153,1,search_360,0.012300006346777081,1
1787928214.181443,238,0.022814512252807617,43.831750112340764,16.973495483398438,0.1905999961309135,0.0053000112529844046,1,,0,,0,0,,0,search_360,0.015900004655122757,1
1787928214.218606,239,0.03716301918029785,26.90847035727804,0.9996891021728516,18.680499983020127,0.0044000043999403715,1,,0,,0,0,18.537399999331683,1,search_360,0.012600008631125093,1
1787928214.2353458,240,0.016739845275878906,59.73770865379137,1.0254383087158203,0.15940002049319446,0.004699977580457926,1,,0,,0,0,,0,search_360,0.012900010915473104,1
1787928214.330243,241,0.09489727020263672,10.537710914810013,10.938167572021484,23.431100009474903,0.0049000082071870565,1,4.592099983710796,1,,0,0,18.701900000451133,1,search_360,0.011900003300979733,1
1787928214.3525822,242,0.0223391056060791,44.76454955868384,23.335695266723633,0.1601999974809587,0.005699985194951296,1,,0,,0,0,,0,search_360,0.015400000847876072,1
1787928214.3842914,243,0.03170919418334961,31.53659453525617,1.0371208190917969,18.0980000004638,0.0044000043999403715,1,,0,,0,0,17.92290000594221,1,search_360,0.01409999094903469,1
1787928214.4022431,244,0.01795172691345215,55.70494720764991,1.9943714141845703,0.1852999848779291,0.005999987479299307,1,,0,,0,0,,0,search_360,0.01379998866468668,1
1787928214.48856,245,0.08631682395935059,11.5852270059303,1.02996826171875,23.792599997250363,0.0045000051613897085,1,4.719499993370846,1,,0,0,18.911999999545515,1,search_360,0.013100012438371778,1
1787928214.5003972,246,0.011837244033813477,84.4791234465951,0.5431175231933594,0.15509998775087297,0.0046000059228390455,1,,0,,0,0,,0,search_360,0.01069999416358769,1
1787928214.557072,247,0.05667471885681152,17.644551577335505,1.9938945770263672,24.961299990536645,0.004799978341907263,1,,0,,0,0,24.79339999263175,1,search_360,0.01580000389367342,1
1787928214.5711975,248,0.014125585556030273,70.79352541056932,28.085947036743164,0.17739998293109238,0.0046000059228390455,1,,0,,0,0,,0,search_360,0.015500001609325409,1
1787928214.6548014,249,0.0836038589477539,11.961170364455597,2.026081085205078,24.304799997480586,0.0046000059228390455,1,4.875300015555695,1,,0,0,19.290099997306243,1,search_360,0.012200005585327744,1
1787928214.6785758,250,0.023774385452270508,42.06207567415787,14.995813369750977,0.21800000104121864,0.006099988240748644,1,,0,,0,0,,0,search_360,0.01920000067912042,1
1787928214.7149582,251,0.036382436752319336,27.485789553011486,0.5462169647216797,17.528500000480562,0.0043000036384910345,1,,0,,0,0,17.38509998540394,1,search_360,0.012199976481497288,1
1787928214.7297826,252,0.014824390411376953,67.45639936955193,1.0368824005126953,0.2815999905578792,0.006999995093792677,1,,0,,0,0,,0,search_360,0.017900019884109497,1
1787928214.820201,253,0.09041833877563477,11.059703302904214,1.0285377502441406,23.636800004169345,0.0049000082071870565,1,5.328500003088266,1,,0,0,17.94970000628382,1,search_360,0.014499993994832039,1
1787928214.835232,254,0.015031099319458008,66.52873344436513,3.589630126953125,0.6309000018518418,0.0051000097300857306,1,,0,,0,0,,0,search_360,0.014999997802078724,1
1787928214.8818972,255,0.046665191650390625,21.429248753372026,3.021717071533203,18.350199999986216,0.01610000617802143,1,,0,,0,0,18.146100017474964,1,search_360,0.015999976312741637,1
1787928214.8988857,256,0.016988515853881836,58.863293803943584,1.032114028930664,0.16339999274350703,0.005199981387704611,1,,0,,0,0,,0,search_360,0.012200005585327744,1
1787928214.9960284,257,0.09714269638061523,10.294134682878221,9.939193725585938,23.79010000731796,0.005400012014433742,1,5.056099995272234,1,,0,0,18.51260001421906,1,search_360,0.020500010577961802,1
1787928215.018478,258,0.022449493408203125,44.544435004248086,20.49398422241211,0.1686000032350421,0.0048000074457377195,1,,0,,0,0,,0,search_360,0.013400014722719789,1
1787928215.0529578,259,0.03447985649108887,29.0024408964244,1.9614696502685547,22.77670000330545,0.006600021151825786,1,,0,,0,0,22.48030001646839,1,search_360,0.021599989850074053,1
1787928215.0723658,260,0.019407987594604492,51.525177204771325,9.744405746459961,0.648400018690154,0.0052000104915350676,1,,0,,0,0,,0,search_360,0.01559997326694429,1
1787928215.1570468,261,0.08468103408813477,11.809019702796908,1.0325908660888672,23.88919997611083,0.0044000043999403715,1,5.06120000500232,1,,0,0,18.666199990548193,1,search_360,0.01270000939257443,1
1787928215.1750648,262,0.018018007278442383,55.50003308059757,11.003971099853516,0.18319999799132347,0.006100017344579101,1,,0,,0,0,,0,search_360,0.01689998316578567,1
1787928215.2178519,263,0.04278707504272461,23.371543836578216,1.997232437133789,18.972499994561076,0.0049000082071870565,1,,0,,0,0,18.784399988362566,1,search_360,0.01610000617802143,1
1787928215.2377653,264,0.019913434982299805,50.217353303880365,7.978916168212891,0.16830000095069408,0.0049000082071870565,1,,0,,0,0,,0,search_360,0.013899989426136017,1
1787928215.3372223,265,0.0994570255279541,10.05459387802557,15.151023864746094,23.42539999517612,0.004499976057559252,1,4.782999982126057,1,,0,0,18.476199998985976,1,hover,0.02400000812485814,1
1787928215.3482232,266,0.011000871658325195,90.9018876920743,15.987396240234375,0.1474000164307654,0.0046000059228390455,1,,0,,0,0,,0,hover,0.01659998088143766,1
1787928215.3844275,267,0.03620433807373047,27.62099939414693,1.60980224609375,17.857500002719462,0.0042000028770416975,1,,0,,0,0,17.684699996607378,1,hover,0.016400008462369442,1
1787928215.3973923,268,0.012964725494384766,77.13236970833793,1.9867420196533203,0.1660000125411898,0.004699977580457926,1,,0,,0,0,,0,hover,0.017600017599761486,1
1787928215.4893706,269,0.09197831153869629,10.872128257967521,2.004384994506836,23.880900000222027,0.0049000082071870565,1,5.166499991901219,1,,0,0,18.55089998571202,1,hover,0.017399986973032355,1
1787928215.515574,270,0.026203393936157227,38.16299531413493,17.23480224609375,0.19270001212134957,0.0046000059228390455,1,,0,,0,0,,0,hover,0.016699981642886996,1
1787928215.5572956,271,0.04172158241271973,23.968410164978028,1.0004043579101562,26.812199997948483,0.007199996616691351,1,,0,,0,0,26.591300003929064,1,hover,0.025899993488565087,1
1787928215.5772772,272,0.01998162269592285,50.045985514682194,37.937164306640625,0.1883000077214092,0.0050000089686363935,1,,0,,0,0,,0,hover,0.01789999078027904,1
1787928215.656878,273,0.07960081100463867,12.562686075418576,1.992940902709961,26.115599990589544,0.005599984433501959,1,5.716799991205335,1,,0,0,20.214499993016943,1,hover,0.01920000067912042,1
1787928215.6708748,274,0.01399683952331543,71.44469995060214,8.014678955078125,0.18289999570697546,0.0052000104915350676,1,,0,,0,0,,0,hover,0.017799990018829703,1
