t,mode,command,det_reason,gesture,gesture_conf,face_raw,face_auth,hand_raw,hand_auth,battery,altitude_cm,llm_reason,llm_latency_ms,assoc_d,assoc_hands,assoc_mode,assoc_ok,assoc_reason,assoc_skeleton_hits,crop_ok,face_bbox_h,face_bbox_w,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,flying,seq,t_any
1790262229.8371465,search_360,ground,Autonomy: no human for 12.1s -> search_360,SEARCH,,False,False,False,False,87.0,90.0,The drone is in a stationary position and has not detected any flying activities or humans.,2633.292500002426,,0,,0,no_face,0,False,570,570,True,False,0/20,0.08425240218639374,False,941,19.813230276107788
1790262230.4379594,face,ground,Search: face_detected -> face (exit search),FACE,,True,True,False,False,86.0,90.0,The drone is in a stationary position and has not detected any flying activities or humans.,2633.292500002426,,0,,0,no_hand,0,True,261,217,True,False,0/20,0.6295410394668579,False,955,0.0
1790262231.429991,face,ground,Search: face_detected -> face (exit search),HOVER,,True,False,False,False,86.0,60.0,The drone is in a stationary position and has not detected any flying activities or humans.,2633.292500002426,,0,,0,no_face,0,True,157,157,True,False,0/20,0.3048322796821594,False,980,0.06555485725402832
1790262231.749378,face,ground,Search: face_detected -> face (exit search),FACE,,True,True,False,False,86.0,50.0,Autonomy: no human for 12.1s -> search_360,2941.301500002737,,0,,0,no_hand,0,True,155,155,True,False,0/20,0.8292874097824097,False,986,0.0
1790262232.6861036,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,86.0,0.0,Autonomy: no human for 12.1s -> search_360,2941.301500002737,,0,,0,no_face,0,False,164,164,True,False,0/20,0.1949564665555954,False,1010,0.8010468482971191
1790262233.7733183,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,86.0,0.0,Autonomy: no human for 12.1s -> search_360,2941.301500002737,,0,,0,no_face,0,False,164,164,True,False,0/20,0.1949564665555954,False,1035,1.8291058540344238
1790262234.579904,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,85.0,0.0,"The drone is on the ground and within battery limits, so it's safe to proceed.",2827.4399999972957,,0,,0,no_face,0,False,164,164,True,False,0/20,0.1949564665555954,False,1055,2.6633853912353516
1790262235.5816436,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,85.0,0.0,"The drone is on the ground and within battery limits, so it's safe to proceed.",2827.4399999972957,,0,,0,no_face,0,False,164,164,True,False,0/20,0.1949564665555954,False,1080,3.696586847305298
1790262236.6553485,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,85.0,0.0,"The drone is on the ground and within battery limits, so it's safe to proceed.",2827.4399999972957,,1,,0,no_face,0,False,164,164,True,False,0/20,0.1949564665555954,False,1105,4.720913887023926
1790262236.891164,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,85.0,0.0,The drone has not detected any moving objects or is in a hovering position,2292.7534000009473,,1,,0,no_face,0,False,164,164,True,False,0/20,0.1949564665555954,False,1110,4.956228971481323
