t,seq,frame_age_ms,round,hold,cued_label,cued_name,phase,hand_detected,bbox_area,delta_s,svm_label,svm_name,svm_prob,svm_margin,rule_name,rule_conf,battery
1789897077.2221298,326,10.24,0,0,5,FORWARD,hold,1,0.08384482,0.000364,5,FORWARD,0.962,0.9428,DOWN,0.8961,81.0
1789897077.3440971,328,7.7,0,0,5,FORWARD,hold,1,0.08385299,9.7e-05,5,FORWARD,0.889,0.8302,DOWN,0.8963,81.0
1789897077.4046848,330,1.0,0,0,5,FORWARD,hold,1,0.08443034,0.006885,5,FORWARD,0.9475,0.925,DOWN,0.8968,81.0
1789897077.5124617,332,8.9,0,0,5,FORWARD,hold,1,0.08483435,0.004785,5,FORWARD,0.8582,0.7709,DOWN,0.8933,81.0
1789897077.5731606,334,2.33,0,0,5,FORWARD,hold,1,0.0854616,0.007394,5,FORWARD,0.7926,0.6473,DOWN,0.8923,81.0
1789897077.6804492,336,8.39,0,0,5,FORWARD,hold,1,0.08551917,0.000674,5,FORWARD,0.8648,0.7799,DOWN,0.8901,81.0
1789897077.74434,338,3.99,0,0,5,FORWARD,hold,1,0.0855624,0.000506,5,FORWARD,0.9583,0.9407,DOWN,0.888,81.0
1789897077.8504612,340,10.37,0,0,5,FORWARD,hold,1,0.0846585,-0.010564,5,FORWARD,0.9837,0.9752,DOWN,0.882,81.0
1789897077.9123309,342,8.01,0,0,5,FORWARD,hold,1,0.0826255,-0.024014,5,FORWARD,0.9422,0.9188,DOWN,0.8777,81.0
1789897078.0188794,344,13.92,0,0,5,FORWARD,hold,1,0.0820627,-0.006811,5,FORWARD,0.7643,0.5967,DOWN,0.8777,81.0
1789897078.0803246,346,9.8,0,0,5,FORWARD,hold,1,0.08096246,-0.013407,5,FORWARD,0.923,0.8857,DOWN,0.8743,81.0
1789897078.1727076,348,1.0,0,0,5,FORWARD,hold,1,0.08012987,-0.010284,5,FORWARD,0.9258,0.8909,DOWN,0.8701,81.0
1789897078.2199574,350,8.0,0,0,5,FORWARD,hold,1,0.08009695,-0.000411,5,FORWARD,0.9385,0.9125,DOWN,0.8682,81.0
1789897078.344051,352,7.72,0,0,5,FORWARD,hold,1,0.07926184,-0.010426,5,FORWARD,0.9262,0.8908,DOWN,0.8622,81.0
1789897078.405937,354,5.16,0,0,5,FORWARD,hold,1,0.0796426,0.004804,5,FORWARD,0.7865,0.6427,DOWN,0.8587,81.0
1789897078.5153725,356,11.61,0,0,5,FORWARD,hold,1,0.07929544,-0.004359,5,FORWARD,0.5692,0.2277,DOWN,0.853,81.0
1789897078.5756006,358,7.28,0,0,5,FORWARD,hold,1,0.07887463,-0.005307,5,FORWARD,0.4809,0.053,DOWN,0.8494,81.0
1789897078.682991,360,12.31,0,0,5,FORWARD,hold,1,0.07815771,-0.009089,5,FORWARD,0.6378,0.3557,DOWN,0.8441,81.0
1789897078.7440832,362,9.07,0,0,5,FORWARD,hold,1,0.07766159,-0.006348,5,FORWARD,0.7959,0.6552,DOWN,0.8406,81.0
1789897078.8379772,364,3.03,0,0,5,FORWARD,hold,1,0.0774387,-0.00287,5,FORWARD,0.6885,0.451,DOWN,0.839,81.0
1789897078.9168072,366,15.98,0,0,5,FORWARD,hold,1,0.07726037,-0.002303,5,FORWARD,0.6416,0.3591,DOWN,0.8371,81.0
1789897079.0074036,368,3.06,0,0,5,FORWARD,hold,1,0.07767474,0.005363,5,FORWARD,0.5092,0.1016,DOWN,0.8371,81.0
1789897079.0838702,370,13.1,0,0,5,FORWARD,hold,1,0.07788206,0.002669,5,FORWARD,0.4895,0.0622,DOWN,0.8364,81.0
1789897079.1761744,372,5.47,0,0,5,FORWARD,hold,1,0.07831845,0.005603,6,BACK,0.5192,0.1271,DOWN,0.8366,81.0
1789897079.2219343,374,9.95,0,0,5,FORWARD,hold,1,0.07840663,0.001126,5,FORWARD,0.4699,0.0224,DOWN,0.8367,81.0
1789897079.3450198,376,9.11,0,0,5,FORWARD,hold,1,0.07889409,0.006217,6,BACK,0.7395,0.5861,DOWN,0.8371,81.0
1789897079.4082484,378,5.81,0,0,5,FORWARD,hold,1,0.07868274,-0.002679,6,BACK,0.6144,0.3158,DOWN,0.8371,81.0
1789897079.5166266,380,12.19,0,0,5,FORWARD,hold,1,0.07864278,-0.000508,6,BACK,0.6437,0.3791,DOWN,0.837,81.0
1789897079.5778635,382,8.71,0,0,5,FORWARD,hold,1,0.0787857,0.001817,6,BACK,0.5571,0.2013,DOWN,0.8366,81.0
1789897084.6401906,504,6.08,0,1,6,BACK,hold,1,0.05550196,0.008284,6,BACK,0.9945,0.9928,DOWN,0.7987,81.0
1789897084.7471728,506,10.54,0,1,6,BACK,hold,1,0.0556486,0.002642,6,BACK,0.9944,0.9926,DOWN,0.7967,81.0
1789897084.808221,508,8.01,0,1,6,BACK,hold,1,0.05569963,0.000917,6,BACK,0.9934,0.9913,DOWN,0.7957,81.0
1789897084.91498,510,12.49,0,1,6,BACK,hold,1,0.05603088,0.005947,6,BACK,0.9964,0.9951,DOWN,0.7965,81.0
1789897084.9769595,512,10.24,0,1,6,BACK,hold,1,0.05650566,0.008473,6,BACK,0.9972,0.9964,DOWN,0.7948,81.0
1789897085.0681028,514,0.97,0,1,6,BACK,hold,1,0.05655267,0.000832,6,BACK,0.9961,0.9948,DOWN,0.7944,81.0
1789897085.1465917,516,10.13,0,1,6,BACK,hold,1,0.05649846,-0.000959,6,BACK,0.9967,0.9956,DOWN,0.7913,81.0
1789897085.2225282,518,11.63,0,1,6,BACK,hold,1,0.05669761,0.003525,6,BACK,0.9958,0.9944,DOWN,0.7887,81.0
1789897085.3169935,520,10.61,0,1,6,BACK,hold,1,0.05649244,-0.003619,6,BACK,0.9925,0.99,DOWN,0.7836,81.0
1789897085.4100091,522,7.12,0,1,6,BACK,hold,1,0.05701927,0.009326,6,BACK,0.9931,0.9908,DOWN,0.7814,81.0
1789897085.4703445,524,3.25,0,1,6,BACK,hold,1,0.05748855,0.00823,6,BACK,0.9943,0.9924,DOWN,0.7842,81.0
1789897085.5806184,526,12.77,0,1,6,BACK,hold,1,0.05740081,-0.001526,6,BACK,0.9919,0.9889,DOWN,0.783,81.0
1789897085.641665,528,5.88,0,1,6,BACK,hold,1,0.05790502,0.008784,6,BACK,0.9956,0.9939,DOWN,0.7887,81.0
1789897085.7335122,530,1.0,0,1,6,BACK,hold,1,0.05736241,-0.009371,6,BACK,0.9928,0.9902,DOWN,0.7911,81.0
1789897085.8114297,532,10.73,0,1,6,BACK,hold,1,0.05726447,-0.001707,6,BACK,0.9956,0.9939,DOWN,0.7919,81.0
1789897085.903092,534,1.0,0,1,6,BACK,hold,1,0.05723991,-0.000429,6,BACK,0.9955,0.9938,DOWN,0.7912,81.0
1789897085.9793024,536,10.44,0,1,6,BACK,hold,1,0.05763138,0.006839,6,BACK,0.9959,0.9944,DOWN,0.7904,81.0
1789897086.073891,538,7.96,0,1,6,BACK,hold,1,0.0576726,0.000715,6,BACK,0.9936,0.9915,DOWN,0.7926,81.0
1789897086.1343572,540,0.99,0,1,6,BACK,hold,1,0.05750847,-0.002846,6,BACK,0.9945,0.9928,DOWN,0.7924,81.0
1789897086.2129657,542,2.07,0,1,6,BACK,hold,1,0.05779038,0.004902,6,BACK,0.9964,0.9951,DOWN,0.7952,81.0
1789897086.3053067,544,4.84,0,1,6,BACK,hold,1,0.05788838,0.001696,6,BACK,0.9942,0.9924,DOWN,0.7944,81.0
1789897086.4137318,546,13.99,0,1,6,BACK,hold,1,0.0579174,0.000501,6,BACK,0.9929,0.9905,DOWN,0.7944,81.0
1789897086.4764836,548,12.17,0,1,6,BACK,hold,1,0.05814208,0.003879,6,BACK,0.9931,0.9909,DOWN,0.7894,81.0
1789897086.5681415,550,2.07,0,1,6,BACK,hold,1,0.05819134,0.000847,6,BACK,0.9931,0.9908,DOWN,0.7942,81.0
1789897086.6452122,552,10.75,0,1,6,BACK,hold,1,0.05857338,0.006565,6,BACK,0.9916,0.9886,DOWN,0.7952,81.0
1789897086.737743,554,4.97,0,1,6,BACK,hold,1,0.05801014,-0.009616,6,BACK,0.9939,0.9917,DOWN,0.7918,81.0
1789897086.8143554,556,14.28,0,1,6,BACK,hold,1,0.05826481,0.00439,6,BACK,0.9941,0.9922,DOWN,0.7882,81.0
1789897086.9082787,558,8.39,0,1,6,BACK,hold,1,0.05863534,0.006359,6,BACK,0.9942,0.9924,DOWN,0.7887,81.0
1789897086.9696853,560,3.32,0,1,6,BACK,hold,1,0.05892078,0.004868,6,BACK,0.994,0.992,DOWN,0.7911,81.0
1789897087.0782444,562,5.57,0,1,6,BACK,hold,1,0.05913951,0.003712,6,BACK,0.9933,0.9911,DOWN,0.7945,81.0
1789897087.1394832,564,7.23,0,1,6,BACK,hold,1,0.05908503,-0.000921,6,BACK,0.9936,0.9915,DOWN,0.7986,81.0
1789897087.2179523,566,4.87,0,1,6,BACK,hold,1,0.05916345,0.001327,6,BACK,0.9934,0.9912,DOWN,0.7992,81.0
1789897087.310594,568,12.38,0,1,6,BACK,hold,1,0.05899029,-0.002927,6,BACK,0.991,0.9879,DOWN,0.796,81.0
1789897087.4176362,570,14.87,0,1,6,BACK,hold,1,0.0591384,0.002511,6,BACK,0.9944,0.9926,DOWN,0.798,81.0
1789897087.479033,572,10.65,0,1,6,BACK,hold,1,0.05894382,-0.00329,6,BACK,0.9904,0.987,DOWN,0.7975,81.0
1789897087.5713098,574,3.08,0,1,6,BACK,hold,1,0.05924152,0.005051,6,BACK,0.9938,0.9917,DOWN,0.7978,81.0
1789897087.648725,576,14.57,0,1,6,BACK,hold,1,0.0588753,-0.006182,6,BACK,0.9902,0.9867,DOWN,0.793,81.0
1789897087.7424283,578,9.08,0,1,6,BACK,hold,1,0.05911165,0.004014,6,BACK,0.993,0.9907,DOWN,0.7921,81.0
1789897087.8024545,580,1.99,0,1,6,BACK,hold,1,0.05924238,0.002212,6,BACK,0.9936,0.9915,DOWN,0.7893,81.0
1789897087.9115722,582,6.54,0,1,6,BACK,hold,1,0.05913095,-0.001881,6,BACK,0.9938,0.9918,DOWN,0.7879,81.0
1789897087.971855,584,4.39,0,1,6,BACK,hold,1,0.05916227,0.00053,6,BACK,0.9945,0.9927,DOWN,0.7915,81.0
1789897088.0789206,586,8.15,0,1,6,BACK,hold,1,0.05928869,0.002137,6,BACK,0.9966,0.9954,DOWN,0.7988,81.0
1789897088.1409674,588,3.92,0,1,6,BACK,hold,1,0.05911892,-0.002863,6,BACK,0.9931,0.9908,DOWN,0.8003,81.0
1789897088.2192845,590,7.38,0,1,6,BACK,hold,1,0.05954994,0.007291,6,BACK,0.9964,0.9952,DOWN,0.8065,81.0
1789897088.3115284,592,7.03,0,1,6,BACK,hold,1,0.05957402,0.000404,6,BACK,0.9939,0.9919,DOWN,0.8034,81.0
1789897088.4198134,594,10.78,0,1,6,BACK,hold,1,0.05976882,0.00327,6,BACK,0.994,0.992,DOWN,0.8005,81.0
1789897088.4813302,596,14.16,0,1,6,BACK,hold,1,0.05986445,0.0016,6,BACK,0.9961,0.9946,DOWN,0.8018,81.0
1789897088.5749974,598,9.14,0,1,6,BACK,hold,1,0.05973483,-0.002165,6,BACK,0.992,0.9891,DOWN,0.7939,81.0
1789897088.635902,600,3.96,0,1,6,BACK,hold,1,0.0597513,0.000276,6,BACK,0.9916,0.9885,DOWN,0.7887,81.0
1789897088.7436414,602,12.45,0,1,6,BACK,hold,1,0.05976675,0.000259,6,BACK,0.9926,0.9901,DOWN,0.7863,81.0
1789897088.806333,604,5.94,0,1,6,BACK,hold,1,0.06011056,0.005752,6,BACK,0.9933,0.9908,DOWN,0.7895,81.0
1789897088.9160237,606,14.58,0,1,6,BACK,hold,1,0.06045568,0.005742,6,BACK,0.9962,0.9949,DOWN,0.7885,81.0
1789897088.9764528,608,8.56,0,1,6,BACK,hold,1,0.06039448,-0.001012,6,BACK,0.9947,0.9929,DOWN,0.7846,81.0
1789897089.070276,610,1.03,0,1,6,BACK,hold,1,0.06038997,-7.5e-05,6,BACK,0.9934,0.9911,DOWN,0.7835,81.0
1789897089.1472127,612,13.16,0,1,6,BACK,hold,1,0.06057964,0.003141,6,BACK,0.9927,0.99,DOWN,0.7843,81.0
1789897089.2249086,614,13.94,0,1,6,BACK,hold,1,0.06042147,-0.002611,6,BACK,0.992,0.9892,DOWN,0.7819,81.0
1789897089.3023221,616,2.03,0,1,6,BACK,hold,1,0.0607312,0.005126,6,BACK,0.9939,0.9918,DOWN,0.7848,81.0
1789897089.409982,618,7.79,0,1,6,BACK,hold,1,0.06043147,-0.004935,6,BACK,0.9934,0.991,DOWN,0.7838,81.0
1789897089.4715428,620,2.67,0,1,6,BACK,hold,1,0.0604425,0.000182,6,BACK,0.9936,0.9913,DOWN,0.7899,81.0
1789897089.5809014,622,12.83,0,1,6,BACK,hold,1,0.06039443,-0.000795,6,BACK,0.9957,0.994,DOWN,0.7898,81.0
1789897089.6424325,624,5.8,0,1,6,BACK,hold,1,0.06033908,-0.000917,6,BACK,0.9932,0.9909,DOWN,0.7826,81.0
1789897089.7499073,626,9.7,0,1,6,BACK,hold,1,0.06011321,-0.003743,6,BACK,0.9942,0.9922,DOWN,0.7805,81.0
1789897089.8115056,628,9.52,0,1,6,BACK,hold,1,0.0601717,0.000973,6,BACK,0.9934,0.9912,DOWN,0.7793,81.0
1789897089.9062264,630,3.04,0,1,6,BACK,hold,1,0.05994888,-0.003703,6,BACK,0.993,0.9906,DOWN,0.7777,81.0
1789897089.9823,632,12.41,0,1,6,BACK,hold,1,0.06021457,0.004432,6,BACK,0.993,0.9904,DOWN,0.7797,81.0
1789897090.0755694,634,5.19,0,1,6,BACK,hold,1,0.05995842,-0.004254,6,BACK,0.9963,0.995,DOWN,0.782,81.0
1789897090.1529195,636,8.4,0,1,6,BACK,hold,1,0.05980663,-0.002532,6,BACK,0.9929,0.9906,DOWN,0.7818,81.0
1789897090.2153828,638,3.12,0,1,6,BACK,hold,1,0.05986818,0.001029,6,BACK,0.9924,0.9896,DOWN,0.7793,81.0
1789897090.3073804,640,6.07,0,1,6,BACK,hold,1,0.0598639,-7.1e-05,6,BACK,0.9932,0.9908,DOWN,0.78,81.0
1789897090.4138823,642,12.29,0,1,6,BACK,hold,1,0.06002016,0.00261,6,BACK,0.9932,0.9908,DOWN,0.7794,81.0
1789897090.4908412,644,13.79,0,1,6,BACK,hold,1,0.0597108,-0.005154,6,BACK,0.9918,0.9891,DOWN,0.7808,81.0
1789897090.58302,646,13.57,0,1,6,BACK,hold,1,0.05947071,-0.004021,6,BACK,0.992,0.9893,DOWN,0.7817,81.0
1789897095.648918,768,12.87,0,2,4,DOWN,hold,1,0.09286177,0.005149,4,DOWN,0.9999,0.9999,DOWN,1.0,81.0
1789897095.7423441,770,5.82,0,2,4,DOWN,hold,1,0.09259092,-0.002917,4,DOWN,0.9999,0.9999,DOWN,1.0,81.0
1789897095.8036096,772,2.0,0,2,4,DOWN,hold,1,0.09221549,-0.004055,4,DOWN,0.9999,0.9999,DOWN,1.0,81.0
1789897095.9128819,774,9.31,0,2,4,DOWN,hold,1,0.09217341,-0.000456,4,DOWN,0.9999,0.9999,DOWN,1.0,81.0
1789897095.9760718,776,10.35,0,2,4,DOWN,hold,1,0.09213932,-0.00037,4,DOWN,0.9999,0.9999,DOWN,1.0,81.0
1789897096.0832627,778,11.42,0,2,4,DOWN,hold,1,0.09205524,-0.000913,4,DOWN,0.9999,0.9999,DOWN,1.0,81.0
1789897096.1439848,780,10.33,0,2,4,DOWN,hold,1,0.09253155,0.005174,4,DOWN,0.9999,0.9999,DOWN,1.0,81.0
1789897096.2213602,782,9.91,0,2,4,DOWN,hold,1,0.09277046,0.002582,4,DOWN,0.9999,0.9998,DOWN,1.0,81.0
1789897096.3145375,784,8.93,0,2,4,DOWN,hold,1,0.0927286,-0.000451,4,DOWN,0.9999,0.9998,DOWN,1.0,81.0
1789897096.4228039,786,1.03,0,2,4,DOWN,hold,1,0.09282273,0.001015,4,DOWN,0.9999,0.9998,DOWN,1.0,81.0
1789897096.4838293,788,14.19,0,2,4,DOWN,hold,1,0.09290801,0.000919,4,DOWN,0.9999,0.9998,DOWN,1.0,81.0
1789897096.5764234,790,8.44,0,2,4,DOWN,hold,1,0.09265942,-0.002676,4,DOWN,0.9999,0.9998,DOWN,1.0,81.0
1789897096.6379468,792,4.32,0,2,4,DOWN,hold,1,0.09269094,0.00034,4,DOWN,0.9999,0.9998,DOWN,1.0,81.0
1789897096.7456617,794,10.45,0,2,4,DOWN,hold,1,0.09321777,0.005684,4,DOWN,0.9998,0.9996,DOWN,1.0,81.0
1789897096.8079157,796,3.79,0,2,4,DOWN,hold,1,0.09343283,0.002307,4,DOWN,0.9998,0.9997,DOWN,1.0,81.0
1789897096.9176824,798,14.89,0,2,4,DOWN,hold,1,0.09377768,0.003691,4,DOWN,0.9997,0.9995,DOWN,1.0,81.0
1789897096.977729,800,8.96,0,2,4,DOWN,hold,1,0.09406553,0.003069,4,DOWN,0.9997,0.9996,DOWN,1.0,81.0
1789897097.071911,802,3.0,0,2,4,DOWN,hold,1,0.09436707,0.003206,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897097.1484714,804,13.34,0,2,4,DOWN,hold,1,0.09452435,0.001667,4,DOWN,0.9997,0.9995,DOWN,1.0,81.0
1789897097.2258306,806,13.87,0,2,4,DOWN,hold,1,0.09492991,0.004291,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897097.3027093,808,3.09,0,2,4,DOWN,hold,1,0.09495174,0.00023,4,DOWN,0.9997,0.9995,DOWN,1.0,81.0
1789897097.412052,810,10.2,0,2,4,DOWN,hold,1,0.09510523,0.001616,4,DOWN,0.9997,0.9995,DOWN,1.0,81.0
1789897097.4734063,812,5.94,0,2,4,DOWN,hold,1,0.09531421,0.002197,4,DOWN,0.9997,0.9994,DOWN,1.0,81.0
1789897097.5817084,814,12.5,0,2,4,DOWN,hold,1,0.09534759,0.00035,4,DOWN,0.9996,0.9992,DOWN,1.0,81.0
1789897097.6433694,816,11.09,0,2,4,DOWN,hold,1,0.0950609,-0.003007,4,DOWN,0.9997,0.9995,DOWN,1.0,81.0
1789897097.7357051,818,1.0,0,2,4,DOWN,hold,1,0.09483419,-0.002385,4,DOWN,0.9996,0.9992,DOWN,1.0,81.0
1789897097.8109615,820,10.48,0,2,4,DOWN,hold,1,0.09463593,-0.002091,4,DOWN,0.9995,0.9992,DOWN,1.0,81.0
1789897097.903623,822,0.0,0,2,4,DOWN,hold,1,0.09453857,-0.001029,4,DOWN,0.9995,0.9991,DOWN,1.0,81.0
1789897097.9829834,824,15.53,0,2,4,DOWN,hold,1,0.09465229,0.001203,4,DOWN,0.9996,0.9992,DOWN,1.0,81.0
1789897098.075252,826,6.05,0,2,4,DOWN,hold,1,0.09495068,0.003153,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897098.1508086,828,14.85,0,2,4,DOWN,hold,1,0.09534077,0.004108,4,DOWN,0.9995,0.999,DOWN,1.0,81.0
1789897098.2132416,830,11.83,0,2,4,DOWN,hold,1,0.09540885,0.000714,4,DOWN,0.9995,0.9991,DOWN,1.0,81.0
1789897098.3060884,832,4.99,0,2,4,DOWN,hold,1,0.09549235,0.000875,4,DOWN,0.9995,0.999,DOWN,1.0,81.0
1789897098.367196,834,4.78,0,2,4,DOWN,hold,1,0.09535469,-0.001442,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897098.4759862,836,10.0,0,2,4,DOWN,hold,1,0.09523372,-0.001269,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897098.5381088,838,3.09,0,2,4,DOWN,hold,1,0.09514365,-0.000946,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897098.646829,840,14.51,0,2,4,DOWN,hold,1,0.09529023,0.001541,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897098.7105691,842,9.97,0,2,4,DOWN,hold,1,0.09544044,0.001576,4,DOWN,0.9995,0.9992,DOWN,1.0,81.0
1789897098.8012068,844,4.39,0,2,4,DOWN,hold,1,0.09538486,-0.000582,4,DOWN,0.9995,0.9992,DOWN,1.0,81.0
1789897098.8792062,846,13.66,0,2,4,DOWN,hold,1,0.09543892,0.000567,4,DOWN,0.9994,0.9989,DOWN,1.0,81.0
1789897098.972278,848,8.02,0,2,4,DOWN,hold,1,0.09550804,0.000724,4,DOWN,0.9995,0.9991,DOWN,1.0,81.0
1789897099.0349264,850,1.0,0,2,4,DOWN,hold,1,0.09551856,0.00011,4,DOWN,0.9995,0.999,DOWN,1.0,81.0
1789897099.1438808,852,11.72,0,2,4,DOWN,hold,1,0.0957134,0.00204,4,DOWN,0.9996,0.9993,DOWN,1.0,81.0
1789897099.2050424,854,6.52,0,2,4,DOWN,hold,1,0.09571606,2.8e-05,4,DOWN,0.9995,0.9991,DOWN,1.0,81.0
1789897099.2979228,856,0.0,0,2,4,DOWN,hold,1,0.09595518,0.002498,4,DOWN,0.9995,0.9991,DOWN,1.0,81.0
1789897099.3763056,858,8.75,0,2,4,DOWN,hold,1,0.09597775,0.000235,4,DOWN,0.9994,0.9988,DOWN,1.0,81.0
