run_id,scenario,trial,t_start,t_end,duration_s,mode_at_start,mode_at_end,battery_at_start,success
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,15,1787927430.9985805,1787927431.9275289,0.9289484024047852,search_360,search_360,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,16,1787927432.658714,1787927433.529609,0.8708949089050293,search_360,search_360,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,17,1787927434.3309689,1787927435.2833252,0.9523563385009766,search_360,search_360,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,18,1787927436.0732112,1787927436.9278429,0.8546316623687744,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,19,1787927437.4634962,1787927438.3885856,0.9250893592834473,hover,gesture,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,20,1787927439.1122355,1787927439.9711323,0.8588967323303223,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,1,1787927449.1447418,1787927451.5357528,2.3910109996795654,face,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,2,1787927454.5397274,1787927457.5951104,3.0553829669952393,face,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,3,1787927458.5332701,1787927459.5749352,1.0416650772094727,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,4,1787927460.247713,1787927461.1313457,0.8836326599121094,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,5,1787927461.9743812,1787927463.255716,1.2813348770141602,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,6,1787927463.9955676,1787927465.2061148,1.2105472087860107,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,7,1787927466.068015,1787927467.2630398,1.1950247287750244,face,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,8,1787927469.7464063,1787927470.6880388,0.9416325092315674,face,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,9,1787927471.662681,1787927472.7332196,1.0705385208129883,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,10,1787927473.5316496,1787927474.5288181,0.9971685409545898,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,11,1787927475.3318598,1787927476.3754954,1.043635606765747,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,12,1787927477.1166232,1787927478.181908,1.0652847290039062,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,13,1787927478.8446395,1787927480.1829586,1.3383190631866455,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,14,1787927480.7892196,1787927481.9298337,1.1406140327453613,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,15,1787927482.461584,1787927483.3177917,0.8562076091766357,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,16,1787927483.9344738,1787927484.8084028,0.8739290237426758,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,17,1787927485.398445,1787927486.3921359,0.9936909675598145,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,18,1787927486.949599,1787927487.875956,0.9263570308685303,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,19,1787927488.4580836,1787927489.3528798,0.8947961330413818,gesture,gesture,,True
20260828-162845_d1_unauth_h,gesture_preempts_face,20,1787927490.0081306,1787927491.1256394,1.117508888244629,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,1,1787927492.2090862,1787927500.7294888,8.520402669906616,face,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,2,1787927505.2710357,1787927507.4030154,2.1319797039031982,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,3,1787927508.1470454,1787927509.8709388,1.723893404006958,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,4,1787927510.372085,1787927512.1992989,1.8272137641906738,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,5,1787927512.8428328,1787927514.1150494,1.272216558456421,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,6,1787927514.64625,1787927516.3861303,1.7398803234100342,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,7,1787927517.041729,1787927518.3298745,1.2881455421447754,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,8,1787927518.9897838,1787927520.458481,1.4686973094940186,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,9,1787927521.0599332,1787927522.3400772,1.2801439762115479,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,10,1787927522.9304345,1787927524.13656,1.2061254978179932,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,11,1787927524.7270694,1787927526.1990368,1.4719674587249756,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,12,1787927526.7389648,1787927528.2123153,1.4733505249023438,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,13,1787927528.7209253,1787927530.7148728,1.9939475059509277,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,14,1787927531.2467415,1787927532.773247,1.526505470275879,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,15,1787927533.2101352,1787927534.4575624,1.247427225112915,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,16,1787927535.141816,1787927536.334205,1.1923890113830566,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,17,1787927536.8608396,1787927538.334077,1.4732372760772705,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,18,1787927538.861973,1787927540.2008371,1.3388640880584717,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,19,1787927540.7294884,1787927541.9298143,1.2003259658813477,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,20,1787927542.3995628,1787927543.7270458,1.3274829387664795,gesture,gesture,,True
20260828-162845_d1_unauth_h,hysteresis_prevents_flicker,21,1787927544.7726064,1787927546.3105245,1.5379180908203125,gesture,gesture,,True
